,times(seconds),tof1,tof2,tof3,tof4,times(seconds),speed,angle,timestamp,state,times(seconds),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,times(seconds),x,y,z,times(seconds),yaw,pitch,roll
0,0.0,3393.0,0.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0,-0.01447,0.01511,-1.00127,-0.00725,0.01041,0.00791,0.0,0.0,0.0,0.0,0.0,-2.24,-5.88,-0.52
1,0.019393069681778452,3387.0,0.0,0.0,0.0,0.019509959416846707,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.019424809566691348,-0.01447,0.01511,-1.00127,-0.00725,0.01041,0.00791,0.019329900073694485,2e-05,-0.0,0.0,0.019340399747824682,-2.24,-5.88,-0.52
2,0.038786139363556904,3387.0,0.0,0.0,0.0,0.039019918833693414,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.038849619133382696,-0.01497,0.01508,-1.00279,-0.00594,0.00611,0.00623,0.03865980014738897,3e-05,2e-05,0.0,0.038680799495649364,-2.24,-5.88,-0.52
3,0.058179209045335356,3353.0,0.0,0.0,0.0,0.058529878250540124,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.058274428700074044,-0.01563,0.01385,-1.00246,-0.00706,0.00591,0.00654,0.057989700221083455,2e-05,3e-05,0.0,0.05802119924347404,-2.24,-5.88,-0.52
4,0.07757227872711381,3353.0,0.0,0.0,0.0,0.07803983766738683,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.07769923826676539,-0.01552,0.01455,-1.00362,-0.00435,0.0081,0.00567,0.07731960029477794,2e-05,2e-05,0.0,0.07736159899129873,-2.24,-5.88,-0.52
5,0.09696534840889226,3353.0,0.0,0.0,0.0,0.09754979708423353,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.09712404783345674,-0.01356,0.01764,-1.00327,-0.00685,0.00417,-0.00187,0.09664950036847242,1e-05,3e-05,0.0,0.09670199873912341,-2.24,-5.88,-0.52
6,0.11635841809067071,3353.0,0.0,0.0,0.0,0.11705975650108025,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.11654885740014809,-0.0156,0.00868,-1.0016,-0.00417,0.00941,0.02224,0.11597940044216691,-1e-05,2e-05,0.0,0.11604239848694808,-2.23,-5.88,-0.52
7,0.13575148777244916,3353.0,0.0,0.0,0.0,0.13656971591792694,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.13597366696683943,-0.01604,0.01976,-1.00314,-0.00467,0.00482,0.00093,0.1353093005158614,-1e-05,3e-05,0.0,0.13538279823477278,-2.23,-5.88,-0.53
8,0.15514455745422762,3360.0,0.0,0.0,0.0,0.15607967533477365,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.15539847653353078,-0.01414,0.01632,-1.00145,-0.00468,0.01158,0.00131,0.15463920058955588,1e-05,3e-05,0.0,0.15472319798259745,-2.24,-5.88,-0.52
9,0.17453762713600607,3360.0,0.0,0.0,0.0,0.17558963475162037,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.17482328610022213,-0.01573,0.01259,-1.00338,-0.00573,0.0063,0.0144,0.17396910066325036,-0.0,-6e-05,0.0,0.17406359773042213,-2.24,-5.88,-0.52
