,times(seconds),yaw,pitch,roll
0,0.0,-2.24,-5.88,-0.52
1,0.019340399747824682,-2.24,-5.88,-0.52
2,0.038680799495649364,-2.24,-5.88,-0.52
3,0.05802119924347404,-2.24,-5.88,-0.52
4,0.07736159899129873,-2.24,-5.88,-0.52
5,0.09670199873912341,-2.24,-5.88,-0.52
6,0.11604239848694808,-2.23,-5.88,-0.52
7,0.13538279823477278,-2.23,-5.88,-0.53
8,0.15472319798259745,-2.24,-5.88,-0.52
9,0.17406359773042213,-2.24,-5.88,-0.52
10,0.19340399747824683,-2.24,-5.88,-0.52
11,0.2127443972260715,-2.24,-5.88,-0.52
12,0.23208479697389617,-2.24,-5.88,-0.52
13,0.25142519672172087,-2.24,-5.88,-0.52
14,0.27076559646954557,-2.24,-5.88,-0.52
15,0.2901059962173702,-2.24,-5.88,-0.52
16,0.3094463959651949,-2.24,-5.88,-0.52
17,0.3287867957130196,-2.24,-5.88,-0.52
18,0.34812719546084425,-2.24,-5.88,-0.52
19,0.36746759520866895,-2.24,-5.88,-0.52
20,0.38680799495649365,-2.24,-5.88,-0.52
21,0.4061483947043183,-2.25,-5.89,-0.52
22,0.425488794452143,-2.25,-5.88,-0.52
23,0.4448291941999677,-2.25,-5.88,-0.52
24,0.46416959394779234,-2.25,-5.88,-0.52
25,0.48350999369561704,-2.25,-5.88,-0.52
26,0.5028503934434417,-2.25,-5.88,-0.52
27,0.5221907931912664,-2.25,-5.88,-0.52
28,0.5415311929390911,-2.25,-5.88,-0.52
29,0.5608715926869158,-2.26,-5.88,-0.51
30,0.5802119924347404,-2.25,-5.88,-0.51
31,0.5995523921825652,-2.25,-5.88,-0.52
32,0.6188927919303898,-2.26,-5.88,-0.52
33,0.6382331916782145,-2.25,-5.88,-0.52
34,0.6575735914260392,-2.25,-5.88,-0.52
35,0.6769139911738639,-2.25,-5.88,-0.52
36,0.6962543909216885,-2.25,-5.88,-0.52
37,0.7155947906695133,-2.26,-5.88,-0.51
38,0.7349351904173379,-2.25,-5.89,-0.51
39,0.7542755901651625,-2.25,-5.89,-0.51
40,0.7736159899129873,-2.25,-5.89,-0.51
41,0.7929563896608119,-2.25,-5.89,-0.51
42,0.8122967894086366,-2.25,-5.89,-0.51
43,0.8316371891564613,-2.25,-5.89,-0.51
44,0.850977588904286,-2.25,-5.89,-0.52
45,0.8703179886521106,-2.26,-5.89,-0.52
46,0.8896583883999354,-2.25,-5.89,-0.52
47,0.90899878814776,-2.26,-5.89,-0.51
48,0.9283391878955847,-2.25,-5.89,-0.51
49,0.9476795876434094,-2.26,-5.89,-0.51
50,0.9670199873912341,-2.26,-5.89,-0.51
51,0.9863603871390588,-2.26,-5.89,-0.51
52,1.0057007868868835,-2.26,-5.89,-0.51
53,1.0250411866347082,-2.26,-5.89,-0.51
54,1.0443815863825328,-2.26,-5.89,-0.52
55,1.0637219861303575,-2.26,-5.89,-0.52
56,1.0830623858781823,-2.25,-5.89,-0.52
57,1.1024027856260068,-2.25,-5.89,-0.51
58,1.1217431853738316,-2.25,-5.89,-0.51
59,1.1410835851216563,-2.26,-5.89,-0.51
60,1.1604239848694808,-2.26,-5.89,-0.51
61,1.1797643846173056,-2.26,-5.89,-0.51
62,1.1991047843651303,-2.26,-5.89,-0.51
63,1.2184451841129549,-2.26,-5.89,-0.51
64,1.2377855838607796,-2.26,-5.89,-0.51
65,1.2571259836086044,-2.25,-5.89,-0.51
66,1.276466383356429,-2.26,-5.89,-0.51
67,1.2958067831042537,-2.25,-5.89,-0.51
68,1.3151471828520784,-2.25,-5.89,-0.51
69,1.334487582599903,-2.25,-5.89,-0.51
70,1.3538279823477277,-2.25,-5.89,-0.51
71,1.3731683820955525,-2.25,-5.89,-0.51
72,1.392508781843377,-2.25,-5.89,-0.51
73,1.4118491815912018,-2.25,-5.89,-0.51
74,1.4311895813390265,-2.26,-5.89,-0.51
75,1.450529981086851,-2.26,-5.89,-0.51
76,1.4698703808346758,-2.25,-5.89,-0.51
77,1.4892107805825006,-2.25,-5.89,-0.51
78,1.508551180330325,-2.25,-5.89,-0.51
79,1.5278915800781498,-2.25,-5.89,-0.51
80,1.5472319798259746,-2.25,-5.89,-0.51
81,1.5665723795737991,-2.25,-5.89,-0.51
82,1.5859127793216239,-2.26,-5.89,-0.51
83,1.6052531790694486,-2.25,-5.89,-0.51
84,1.6245935788172732,-2.26,-5.89,-0.51
85,1.643933978565098,-2.26,-5.89,-0.51
86,1.6632743783129227,-2.26,-5.89,-0.51
87,1.6826147780607472,-2.26,-5.89,-0.51
88,1.701955177808572,-2.25,-5.89,-0.51
89,1.7212955775563967,-2.25,-5.89,-0.51
90,1.7406359773042213,-2.26,-5.89,-0.51
91,1.759976377052046,-2.25,-5.89,-0.52
92,1.7793167767998708,-2.25,-5.89,-0.51
93,1.7986571765476953,-2.25,-5.89,-0.51
94,1.81799757629552,-2.25,-5.89,-0.52
95,1.8373379760433448,-2.25,-5.89,-0.51
96,1.8566783757911693,-2.25,-5.89,-0.51
97,1.876018775538994,-2.26,-5.89,-0.51
98,1.8953591752868189,-2.26,-5.89,-0.51
99,1.9146995750346436,-2.25,-5.89,-0.51
100,1.9340399747824681,-2.26,-5.89,-0.51
101,1.953380374530293,-2.25,-5.89,-0.51
102,1.9727207742781177,-2.25,-5.89,-0.51
103,1.9920611740259422,-2.25,-5.89,-0.51
104,2.011401573773767,-2.25,-5.89,-0.51
105,2.0307419735215917,-2.25,-5.89,-0.51
106,2.0500823732694164,-2.26,-5.89,-0.51
107,2.0694227730172408,-2.25,-5.89,-0.51
108,2.0887631727650655,-2.26,-5.89,-0.51
109,2.1081035725128903,-2.25,-5.89,-0.51
110,2.127443972260715,-2.25,-5.89,-0.51
111,2.1467843720085398,-2.25,-5.89,-0.51
112,2.1661247717563645,-2.25,-5.89,-0.51
