,x,y,z
141,0.19537,-0.00814,0.0
142,0.21297,-0.009,0.0
143,0.23063,-0.00961,0.0
144,0.24924,-0.01063,0.0
145,0.26794,-0.01172,0.0
146,0.28687,-0.01247,0.0
147,0.30664,-0.01373,0.0
148,0.32643,-0.01471,0.0
149,0.34628,-0.01507,0.0
150,0.3668,-0.01526,0.0
151,0.3884,-0.01593,0.0
152,0.41133,-0.01654,0.0
153,0.43529,-0.01785,0.0
154,0.4597,-0.01859,0.0
155,0.48509,-0.02001,0.0
156,0.53707,-0.02324,0.0
157,0.56298,-0.02401,0.0
158,0.58989,-0.02516,0.0
159,0.61678,-0.02665,0.0
160,0.64363,-0.02683,0.0
161,0.67101,-0.02752,0.0
162,0.69743,-0.02877,0.0
163,0.72227,-0.02886,0.0
164,0.74572,-0.028,0.0
165,0.76738,-0.02682,0.0
166,0.787,-0.02624,0.0
167,0.8048,-0.02631,0.0
168,0.82155,-0.02769,0.0
169,0.83752,-0.0292,0.0
170,0.85276,-0.03058,0.0
171,0.86807,-0.03176,0.0
172,0.88336,-0.03306,0.0
173,0.89879,-0.034,0.0
174,0.91415,-0.03451,0.0
175,0.92954,-0.03491,0.0
176,0.94472,-0.0354,0.0
177,0.9596,-0.03585,0.0
178,0.97382,-0.03652,0.0
179,0.98727,-0.03723,0.0
180,0.99975,-0.0375,0.0
181,1.01132,-0.03822,0.0
182,1.02188,-0.03837,0.0
183,1.03182,-0.03879,0.0
184,1.0414,-0.03895,0.0
185,1.05057,-0.03942,0.0
186,1.05976,-0.03991,0.0
187,1.06897,-0.04039,0.0
188,1.07834,-0.0407,0.0
189,1.08784,-0.04099,0.0
190,1.09715,-0.04128,0.0
191,1.10619,-0.04158,0.0
192,1.11469,-0.0418,0.0
193,1.12228,-0.04217,0.0
194,1.12911,-0.04257,0.0
195,1.13512,-0.04269,0.0
196,1.14022,-0.04282,0.0
197,1.14478,-0.04311,0.0
198,1.14928,-0.04316,0.0
199,1.15395,-0.04326,0.0
200,1.15849,-0.04385,0.0
201,1.1631,-0.04396,0.0
202,1.16781,-0.044,0.0
203,1.17254,-0.04387,0.0
204,1.17708,-0.04405,0.0
205,1.18128,-0.04445,0.0
206,1.18492,-0.04455,0.0
207,1.18811,-0.04457,0.0
208,1.19087,-0.04456,0.0
209,1.19335,-0.04446,0.0
210,1.19562,-0.04446,0.0
211,1.19759,-0.04476,0.0
212,1.19952,-0.04512,0.0
213,1.20386,-0.04526,0.0
214,1.20386,-0.04526,0.0
215,1.20831,-0.04549,0.0
216,1.21064,-0.04551,0.0
217,1.21291,-0.04541,0.0
218,1.21516,-0.04523,0.0
219,1.21728,-0.04515,0.0
220,1.21927,-0.04525,0.0
221,1.22116,-0.04551,0.0
222,1.22311,-0.04584,0.0
223,1.22503,-0.04616,0.0
224,1.22693,-0.04623,0.0
225,1.22872,-0.04626,0.0
226,1.23034,-0.04635,0.0
227,1.23185,-0.04642,0.0
228,1.23337,-0.04658,0.0
229,1.23481,-0.04662,0.0
230,1.23609,-0.04648,0.0
231,1.23725,-0.04626,0.0
232,1.23838,-0.04615,0.0
233,1.23948,-0.04614,0.0
234,1.24048,-0.04619,0.0
235,1.24142,-0.04632,0.0
236,1.24234,-0.04653,0.0
237,1.24332,-0.04674,0.0
238,1.24428,-0.04695,0.0
239,1.24531,-0.04704,0.0
240,1.24637,-0.04707,0.0
241,1.24731,-0.04711,0.0
242,1.24818,-0.0471,0.0
243,1.24901,-0.04711,0.0
244,1.2498,-0.04711,0.0
245,1.25056,-0.04711,0.0
246,1.25118,-0.04717,0.0
247,1.25175,-0.04728,0.0
248,1.25224,-0.04736,0.0
249,1.2525,-0.04752,0.0
250,1.25285,-0.04774,0.0
251,1.25287,-0.04787,0.0
252,1.25274,-0.04793,0.0
253,1.25257,-0.04802,0.0
254,1.25234,-0.04812,0.0
255,1.25212,-0.04801,0.0
256,1.25194,-0.04799,0.0
257,1.25169,-0.04801,0.0
258,1.25145,-0.0481,0.0
259,1.2512,-0.04809,0.0
260,1.25096,-0.04815,0.0
261,1.25069,-0.04822,0.0
262,1.25048,-0.04832,0.0
263,1.25033,-0.04833,0.0
264,1.25022,-0.04841,0.0
265,1.25009,-0.04848,0.0
266,1.24997,-0.04851,0.0
267,1.2498,-0.04845,0.0
268,1.24872,-0.04678,0.0
269,1.24771,-0.04444,0.0
270,1.24771,-0.04444,0.0
271,1.24564,-0.03366,0.0
272,1.24534,-0.02521,0.0
273,1.24519,-0.01584,0.0
274,1.24539,-0.00626,0.0
275,1.24539,-0.00626,0.0
276,1.24515,0.01263,0.0
277,1.24497,0.02191,0.0
278,1.24491,0.03156,0.0
279,1.24558,0.04176,0.0
280,1.24586,0.05252,0.0
281,1.24688,0.06428,0.0
282,1.24757,0.07657,0.0
283,1.24758,0.09008,0.0
284,1.2476,0.10447,0.0
285,1.24789,0.11934,0.0
286,1.24784,0.13517,0.0
287,1.24772,0.15137,0.0
288,1.24762,0.16836,0.0
289,1.2479,0.18573,0.0
290,1.24875,0.20439,0.0
291,1.24946,0.22274,0.0
292,1.25008,0.24186,0.0
293,1.25096,0.26225,0.0
294,1.25229,0.28381,0.0
295,1.25399,0.30596,0.0
296,1.25521,0.32804,0.0
297,1.25644,0.35051,0.0
298,1.25716,0.37354,0.0
299,1.25808,0.39788,0.0
300,1.25929,0.42338,0.0
301,1.26057,0.44933,0.0
302,1.26137,0.4754,0.0
303,1.26165,0.50176,0.0
304,1.2628,0.52884,0.0
305,1.26481,0.5565,0.0
306,1.26581,0.58442,0.0
307,1.26802,0.61285,0.0
308,1.26925,0.64054,0.0
309,1.27136,0.6677,0.0
310,1.2733,0.69341,0.0
311,1.27471,0.71753,0.0
312,1.27633,0.73963,0.0
313,1.27796,0.75942,0.0
314,1.27893,0.77667,0.0
315,1.27987,0.79314,0.0
316,1.27991,0.80891,0.0
317,1.28046,0.82434,0.0
318,1.2805,0.84028,0.0
319,1.28095,0.85638,0.0
320,1.28143,0.87208,0.0
321,1.28183,0.88801,0.0
322,1.28245,0.90343,0.0
323,1.28343,0.91832,0.0
324,1.28403,0.93241,0.0
325,1.28429,0.94532,0.0
326,1.28488,0.95764,0.0
327,1.28487,0.9691,0.0
328,1.28491,0.98014,0.0
329,1.28437,0.99057,0.0
330,1.28421,1.00101,0.0
331,1.28402,1.0113,0.0
332,1.28398,1.02164,0.0
333,1.28414,1.03195,0.0
334,1.28472,1.04249,0.0
335,1.28612,1.06186,0.0
336,1.28652,1.07059,0.0
337,1.28687,1.07857,0.0
338,1.28712,1.08587,0.0
339,1.28735,1.09283,0.0
340,1.28715,1.09893,0.0
341,1.28722,1.10508,0.0
342,1.28707,1.11139,0.0
343,1.28689,1.11689,0.0
344,1.28671,1.12197,0.0
345,1.28706,1.12738,0.0
346,1.28734,1.13289,0.0
347,1.28781,1.13755,0.0
348,1.28795,1.14193,0.0
349,1.28849,1.14644,0.0
350,1.28907,1.15086,0.0
351,1.28957,1.15518,0.0
352,1.28991,1.15884,0.0
353,1.28984,1.16183,0.0
354,1.28964,1.16455,0.0
355,1.28947,1.16729,0.0
356,1.28937,1.17,0.0
357,1.28922,1.17586,0.0
358,1.28933,1.17897,0.0
359,1.28927,1.18169,0.0
360,1.28891,1.18401,0.0
361,1.28857,1.18604,0.0
362,1.28826,1.18777,0.0
363,1.28806,1.18941,0.0
364,1.28792,1.19097,0.0
365,1.28798,1.19224,0.0
366,1.28826,1.19327,0.0
367,1.28857,1.19405,0.0
368,1.28891,1.19447,0.0
369,1.28937,1.19454,0.0
370,1.28986,1.19436,0.0
371,1.29038,1.19408,0.0
372,1.29101,1.19401,0.0
373,1.29161,1.19396,0.0
374,1.29215,1.1939,0.0
375,1.29269,1.19383,0.0
376,1.29337,1.19376,0.0
377,1.29418,1.1938,0.0
378,1.29498,1.19381,0.0
379,1.29552,1.19358,0.0
380,1.29611,1.19347,0.0
381,1.29686,1.19333,0.0
382,1.29766,1.19325,0.0
383,1.29852,1.19316,0.0
384,1.29938,1.1931,0.0
385,1.30017,1.19307,0.0
386,1.3008,1.19301,0.0
387,1.30133,1.19304,0.0
388,1.30186,1.19303,0.0
389,1.30239,1.19301,0.0
390,1.30275,1.19308,0.0
391,1.30303,1.19321,0.0
392,1.30319,1.19335,0.0
393,1.30326,1.19348,0.0
394,1.30312,1.19363,0.0
395,1.30287,1.19373,0.0
396,1.30177,1.19401,0.0
397,1.30117,1.19407,0.0
398,1.30065,1.19406,0.0
399,1.30065,1.19406,0.0
400,1.29989,1.19401,0.0
401,1.29957,1.19403,0.0
402,1.29906,1.19397,0.0
403,1.29885,1.19387,0.0
404,1.29866,1.19376,0.0
405,1.29856,1.19362,0.0
406,1.29848,1.19351,0.0
407,1.29841,1.19348,0.0
408,1.29831,1.19342,0.0
409,1.29831,1.19342,0.0
410,1.2979,1.19374,0.0
411,1.29695,1.19429,0.0
412,1.2948,1.19518,0.0
413,1.29107,1.19647,0.0
414,1.28562,1.19836,0.0
415,1.27882,1.20059,0.0
416,1.27098,1.20198,0.0
417,1.26217,1.20326,0.0
418,1.25288,1.20424,0.0
419,1.2433,1.20468,0.0
420,1.2336,1.20522,0.0
421,1.22383,1.20578,0.0
422,1.21394,1.20653,0.0
423,1.20365,1.20686,0.0
424,1.19324,1.20741,0.0
425,1.18202,1.20808,0.0
426,1.17006,1.2086,0.0
427,1.15702,1.20913,0.0
428,1.14261,1.20989,0.0
429,1.12749,1.21053,0.0
430,1.11151,1.21097,0.0
431,1.0945,1.21187,0.0
432,1.07718,1.21256,0.0
433,1.05899,1.21289,0.0
434,1.04046,1.21331,0.0
435,1.02144,1.21374,0.0
436,1.00183,1.21452,0.0
437,0.98165,1.21511,0.0
438,0.96092,1.21529,0.0
439,0.96092,1.21529,0.0
440,0.91772,1.21673,0.0
441,0.89557,1.21812,0.0
442,0.8724,1.21839,0.0
443,0.84818,1.21813,0.0
444,0.82299,1.21743,0.0
445,0.79739,1.21765,0.0
446,0.77094,1.21851,0.0
447,0.7438,1.21817,0.0
448,0.71672,1.21841,0.0
449,0.68887,1.21865,0.0
450,0.66163,1.2195,0.0
451,0.63444,1.22019,0.0
452,0.60706,1.2206,0.0
453,0.581,1.22103,0.0
454,0.55628,1.22084,0.0
455,0.53299,1.22074,0.0
456,0.5116,1.22053,0.0
457,0.49203,1.21951,0.0
458,0.47336,1.21922,0.0
459,0.45581,1.21998,0.0
460,0.43877,1.22095,0.0
461,0.42233,1.22182,0.0
462,0.40594,1.2227,0.0
463,0.38947,1.22348,0.0
464,0.37299,1.22451,0.0
465,0.35661,1.22499,0.0
466,0.34028,1.22553,0.0
467,0.32442,1.22558,0.0
468,0.30939,1.22585,0.0
469,0.29503,1.226,0.0
470,0.28183,1.22576,0.0
471,0.26986,1.2259,0.0
472,0.25864,1.2261,0.0
473,0.24814,1.22624,0.0
474,0.23795,1.22618,0.0
475,0.228,1.22637,0.0
476,0.21792,1.22631,0.0
477,0.20767,1.22618,0.0
478,0.1974,1.22655,0.0
479,0.18702,1.22666,0.0
480,0.17682,1.22674,0.0
481,0.16716,1.22699,0.0
482,0.15826,1.22703,0.0
483,0.1434,1.22704,0.0
484,0.13733,1.22726,0.0
485,0.13225,1.22766,0.0
486,0.12783,1.22782,0.0
487,0.12385,1.2277,0.0
488,0.12036,1.22794,0.0
489,0.11691,1.22816,0.0
490,0.113,1.22831,0.0
491,0.10859,1.22921,0.0
492,0.10375,1.22982,0.0
493,0.09847,1.23017,0.0
494,0.09269,1.23034,0.0
495,0.08674,1.2306,0.0
496,0.08101,1.23073,0.0
497,0.07588,1.23053,0.0
498,0.0718,1.23037,0.0
499,0.06879,1.23004,0.0
500,0.06668,1.22983,0.0
501,0.06519,1.22971,0.0
502,0.06379,1.22992,0.0
503,0.06234,1.23022,0.0
504,0.06094,1.23034,0.0
505,0.05949,1.23036,0.0
506,0.05822,1.23029,0.0
507,0.05704,1.23021,0.0
508,0.05592,1.23019,0.0
509,0.05491,1.23025,0.0
510,0.05403,1.23023,0.0
511,0.0526,1.23018,0.0
512,0.05203,1.23015,0.0
513,0.05154,1.23007,0.0
514,0.05108,1.23002,0.0
515,0.05061,1.23004,0.0
516,0.04988,1.2301,0.0
517,0.04962,1.23009,0.0
518,0.04941,1.23002,0.0
519,0.04938,1.22993,0.0
520,0.04949,1.22994,0.0
521,0.04965,1.22998,0.0
522,0.04985,1.22997,0.0
523,0.05006,1.22991,0.0
524,0.05032,1.22986,0.0
525,0.05058,1.22977,0.0
526,0.05086,1.22969,0.0
527,0.05115,1.22971,0.0
528,0.05143,1.22968,0.0
529,0.05178,1.22969,0.0
530,0.05211,1.22972,0.0
531,0.05245,1.22966,0.0
532,0.05276,1.22964,0.0
533,0.05314,1.22966,0.0
534,0.05352,1.22969,0.0
535,0.05383,1.22968,0.0
536,0.05404,1.22972,0.0
537,0.0542,1.22977,0.0
538,0.05433,1.22981,0.0
539,0.05443,1.22984,0.0
540,0.05451,1.22989,0.0
541,0.05458,1.22995,0.0
542,0.05461,1.23,0.0
543,0.05464,1.23004,0.0
544,0.05463,1.2301,0.0
545,0.05462,1.23015,0.0
546,0.05459,1.23022,0.0
547,0.05455,1.23026,0.0
548,0.05462,1.23034,0.0
549,0.05503,1.23045,0.0
550,0.05547,1.23066,0.0
551,0.05595,1.23083,0.0
552,0.05627,1.23089,0.0
553,0.05628,1.23055,0.0
554,0.056,1.22985,0.0
555,0.05559,1.22821,0.0
556,0.05497,1.2246,0.0
557,0.05472,1.21878,0.0
558,0.05482,1.21182,0.0
559,0.0553,1.20266,0.0
560,0.05516,1.19313,0.0
561,0.05479,1.1832,0.0
562,0.055,1.16406,0.0
563,0.05557,1.15466,0.0
564,0.05633,1.14508,0.0
565,0.05727,1.13525,0.0
566,0.05791,1.12477,0.0
567,0.05802,1.113,0.0
568,0.05829,1.10032,0.0
569,0.05712,1.0861,0.0
570,0.05637,1.071,0.0
571,0.05566,1.05495,0.0
572,0.05508,1.03843,0.0
573,0.0543,1.02141,0.0
574,0.05372,1.00381,0.0
575,0.05358,0.9861,0.0
576,0.05323,0.96743,0.0
577,0.0533,0.94746,0.0
578,0.05439,0.92708,0.0
579,0.05574,0.90641,0.0
580,0.05646,0.88435,0.0
581,0.05655,0.8619,0.0
582,0.05643,0.83969,0.0
583,0.05527,0.81705,0.0
584,0.05389,0.79302,0.0
585,0.05263,0.76752,0.0
586,0.05103,0.74194,0.0
587,0.05108,0.71543,0.0
588,0.05057,0.68826,0.0
589,0.04931,0.66148,0.0
590,0.04772,0.60679,0.0
591,0.0466,0.57917,0.0
592,0.04654,0.55145,0.0
593,0.04538,0.52486,0.0
594,0.0434,0.49927,0.0
595,0.04125,0.47519,0.0
596,0.03942,0.45324,0.0
597,0.0381,0.43342,0.0
598,0.03785,0.41572,0.0
599,0.03785,0.39951,0.0
600,0.03801,0.3838,0.0
601,0.03831,0.36821,0.0
602,0.03822,0.35261,0.0
603,0.03802,0.33652,0.0
604,0.03774,0.3203,0.0
605,0.03708,0.30396,0.0
606,0.03626,0.28803,0.0
607,0.03572,0.27269,0.0
608,0.03498,0.2583,0.0
609,0.03414,0.24478,0.0
610,0.03374,0.23233,0.0
611,0.03337,0.22063,0.0
612,0.03311,0.20968,0.0
613,0.03249,0.19907,0.0
614,0.03199,0.1884,0.0
615,0.03177,0.17765,0.0
616,0.03157,0.1669,0.0
617,0.03131,0.15604,0.0
618,0.0309,0.14548,0.0
619,0.0306,0.13532,0.0
620,0.03039,0.12601,0.0
621,0.02999,0.11726,0.0
622,0.02974,0.10923,0.0
623,0.02968,0.102,0.0
624,0.02956,0.09537,0.0
625,0.0297,0.08894,0.0
626,0.0297,0.08273,0.0
627,0.02957,0.07671,0.0
628,0.02927,0.07063,0.0
629,0.02945,0.06489,0.0
630,0.0292,0.05933,0.0
631,0.02898,0.05386,0.0
632,0.02868,0.04906,0.0
633,0.02853,0.04113,0.0
634,0.02847,0.03732,0.0
635,0.0287,0.03333,0.0
636,0.02886,0.02946,0.0
637,0.02912,0.02578,0.0
638,0.02948,0.02205,0.0
639,0.02967,0.01852,0.0
640,0.02986,0.01511,0.0
641,0.02991,0.01187,0.0
642,0.02975,0.0089,0.0
643,0.0295,0.00639,0.0
644,0.02924,0.00418,0.0
645,0.02909,0.00231,0.0
646,0.02895,0.00081,0.0
647,0.02865,-0.0006,0.0
648,0.02829,-0.00203,0.0
649,0.02784,-0.00333,0.0
650,0.02741,-0.00437,0.0
651,0.02714,-0.0051,0.0
652,0.02697,-0.00559,0.0
653,0.02686,-0.00589,0.0
654,0.02673,-0.00589,0.0
655,0.02665,-0.00566,0.0
656,0.02663,-0.00541,0.0
657,0.02671,-0.00529,0.0
658,0.02686,-0.00527,0.0
659,0.02691,-0.00527,0.0
660,0.02709,-0.00536,0.0
661,0.02735,-0.00538,0.0
662,0.02756,-0.00546,0.0
663,0.02779,-0.00548,0.0
664,0.02799,-0.00553,0.0
665,0.02825,-0.00552,0.0
666,0.02857,-0.00554,0.0
667,0.02895,-0.00556,0.0
668,0.02929,-0.00559,0.0
669,0.02967,-0.00561,0.0
670,0.0301,-0.0056,0.0
671,0.03055,-0.00559,0.0
672,0.03103,-0.00564,0.0
673,0.0314,-0.00569,0.0
674,0.03168,-0.0059,0.0
675,0.03206,-0.00607,0.0
676,0.03244,-0.00621,0.0
677,0.03284,-0.00636,0.0
678,0.0332,-0.0065,0.0
679,0.03344,-0.00661,0.0
680,0.0336,-0.0067,0.0
681,0.03375,-0.00686,0.0
682,0.03381,-0.00691,0.0
683,0.03384,-0.00694,0.0
684,0.03387,-0.00704,0.0
685,0.03387,-0.0071,0.0
686,0.0338,-0.00715,0.0
687,0.03371,-0.00722,0.0
688,0.03361,-0.00727,0.0
689,0.03356,-0.0073,0.0
690,0.0335,-0.00732,0.0
691,0.03344,-0.0072,0.0
692,0.03356,-0.00734,0.0
693,0.03376,-0.00745,0.0
694,0.03398,-0.00757,0.0
695,0.0345,-0.00782,0.0
696,0.03563,-0.0081,0.0
697,0.03563,-0.0081,0.0
698,0.0407,-0.0091,0.0
699,0.04551,-0.00961,0.0
700,0.0519,-0.01001,0.0
701,0.05965,-0.01051,0.0
702,0.06826,-0.01138,0.0
703,0.07727,-0.01198,0.0
704,0.08636,-0.01252,0.0
705,0.10526,-0.01365,0.0
706,0.11461,-0.0141,0.0
707,0.12437,-0.01446,0.0
708,0.12437,-0.01446,0.0
709,0.14526,-0.01544,0.0
710,0.15684,-0.01583,0.0
711,0.16947,-0.01605,0.0
712,0.18322,-0.01628,0.0
713,0.18322,-0.01628,0.0
714,0.2139,-0.01735,0.0
715,0.23033,-0.01788,0.0
716,0.24743,-0.01832,0.0
717,0.26497,-0.01838,0.0
718,0.26497,-0.01838,0.0
719,0.30162,-0.01933,0.0
720,0.32082,-0.01955,0.0
721,0.3405,-0.01979,0.0
722,0.36052,-0.02079,0.0
723,0.36052,-0.02079,0.0
724,0.40167,-0.02141,0.0
725,0.42305,-0.02089,0.0
726,0.44519,-0.01993,0.0
727,0.44519,-0.01993,0.0
728,0.49163,-0.01826,0.0
729,0.51614,-0.01985,0.0
730,0.54133,-0.02207,0.0
731,0.56665,-0.02289,0.0
732,0.59278,-0.02284,0.0
733,0.61959,-0.02415,0.0
734,0.64593,-0.02526,0.0
735,0.6728,-0.02571,0.0
736,0.69987,-0.02671,0.0
737,0.72592,-0.02721,0.0
738,0.75106,-0.02658,0.0
739,0.77463,-0.02525,0.0
740,0.79606,-0.02408,0.0
741,0.81547,-0.02385,0.0
742,0.83377,-0.02435,0.0
743,0.85028,-0.0255,0.0
744,0.86614,-0.02654,0.0
745,0.8818,-0.02819,0.0
746,0.89721,-0.02891,0.0
747,0.91241,-0.02956,0.0
748,0.92778,-0.02981,0.0
749,0.94319,-0.03056,0.0
750,0.95858,-0.03071,0.0
751,0.9737,-0.03105,0.0
752,0.98846,-0.03124,0.0
753,1.00246,-0.03122,0.0
754,1.02821,-0.03182,0.0
755,1.03984,-0.03201,0.0
756,1.05074,-0.03243,0.0
757,1.06092,-0.03243,0.0
758,1.0706,-0.03284,0.0
759,1.07995,-0.03282,0.0
760,1.09841,-0.03349,0.0
761,1.10767,-0.03362,0.0
762,1.11695,-0.03378,0.0
763,1.1261,-0.03374,0.0
764,1.13488,-0.03399,0.0
765,1.14284,-0.03414,0.0
766,1.15023,-0.03431,0.0
767,1.15682,-0.03432,0.0
768,1.16266,-0.03457,0.0
769,1.16793,-0.03457,0.0
770,1.17295,-0.0349,0.0
771,1.17768,-0.0349,0.0
772,1.18217,-0.03503,0.0
773,1.18672,-0.03464,0.0
774,1.19159,-0.03468,0.0
775,1.19667,-0.03498,0.0
776,1.20167,-0.03527,0.0
777,1.20633,-0.03522,0.0
778,1.21038,-0.03496,0.0
779,1.21397,-0.0349,0.0
780,1.21717,-0.03508,0.0
781,1.21973,-0.03512,0.0
782,1.22177,-0.0352,0.0
783,1.22334,-0.03528,0.0
784,1.22454,-0.03541,0.0
785,1.22561,-0.03562,0.0
786,1.22672,-0.03568,0.0
787,1.22813,-0.03558,0.0
788,1.23002,-0.03545,0.0
789,1.23246,-0.03553,0.0
790,1.2355,-0.03583,0.0
791,1.23897,-0.03606,0.0
792,1.24247,-0.03628,0.0
793,1.24598,-0.03644,0.0
794,1.24949,-0.03651,0.0
795,1.25275,-0.0364,0.0
796,1.25568,-0.03635,0.0
797,1.2585,-0.03636,0.0
798,1.26124,-0.03632,0.0
799,1.26402,-0.03632,0.0
800,1.26681,-0.0364,0.0
801,1.26957,-0.03657,0.0
802,1.27234,-0.03658,0.0
803,1.27503,-0.03649,0.0
804,1.27765,-0.03647,0.0
805,1.28017,-0.03665,0.0
806,1.28253,-0.03672,0.0
807,1.28482,-0.03665,0.0
808,1.28703,-0.03652,0.0
809,1.28924,-0.03659,0.0
810,1.29145,-0.03685,0.0
811,1.29377,-0.03698,0.0
812,1.29602,-0.03698,0.0
813,1.29823,-0.03696,0.0
814,1.30027,-0.0371,0.0
815,1.3023,-0.03737,0.0
816,1.30432,-0.03765,0.0
817,1.30614,-0.03788,0.0
818,1.30775,-0.03794,0.0
819,1.30919,-0.03785,0.0
820,1.31045,-0.03781,0.0
821,1.31161,-0.03793,0.0
822,1.3128,-0.03797,0.0
823,1.31407,-0.0379,0.0
824,1.31535,-0.03787,0.0
825,1.31666,-0.03785,0.0
826,1.31796,-0.03781,0.0
827,1.32077,-0.03767,0.0
828,1.32213,-0.03767,0.0
829,1.32345,-0.03778,0.0
830,1.32483,-0.0379,0.0
831,1.32611,-0.03806,0.0
832,1.32737,-0.0382,0.0
833,1.32855,-0.03842,0.0
834,1.32946,-0.03858,0.0
835,1.3303,-0.03878,0.0
836,1.33098,-0.03904,0.0
837,1.33152,-0.03919,0.0
838,1.33186,-0.03914,0.0
839,1.33198,-0.03895,0.0
840,1.33192,-0.03876,0.0
841,1.33163,-0.03869,0.0
842,1.33113,-0.03858,0.0
843,1.3302,-0.03816,0.0
844,1.32872,-0.03733,0.0
