,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1178,0.01399,-0.02529,-0.98453,0.07815,0.04208,0.05506
1179,0.02804,0.07893,-1.0557,-0.01217,0.00318,-0.05259
1180,0.00459,0.02655,-0.96497,-0.15894,0.08096,0.0147
1181,0.00608,0.04659,-0.98102,-0.03594,0.05033,0.02263
1182,0.00912,0.00805,-1.03217,0.03306,-0.01062,0.01479
1183,0.01053,-0.07967,-1.00344,-0.08698,0.05201,-0.03854
1184,-0.00435,-0.07225,-0.941,0.03122,-0.06001,-0.09685
1185,-0.05852,-0.1882,-1.03205,0.02926,0.03448,-0.00221
1186,-0.05866,-0.22606,-1.00087,0.03246,0.01253,0.05923
1187,-0.04588,-0.21834,-1.04154,0.01925,0.01485,0.1089
1188,-0.03099,-0.17401,-1.00121,0.02714,-0.00226,0.1373
1189,-0.02229,-0.11435,-1.01371,-0.03078,-0.01145,0.20786
1190,-0.01423,-0.1106,-0.99166,0.0113,-0.00631,0.25005
1191,-0.02147,-0.09331,-0.99575,-0.0166,0.00528,0.29125
1192,-0.01203,-0.09039,-0.99996,-0.00205,0.01985,0.34764
1193,-0.01729,-0.09578,-0.99921,-0.01066,0.00504,0.3952
1194,-0.00676,-0.0734,-1.0024,-0.01409,0.01743,0.4109
1195,0.00524,-0.02112,-0.99942,-0.0137,0.02202,0.39063
1196,-0.00154,0.0112,-0.99929,-0.0136,0.00662,0.37053
1197,-0.00239,0.00459,-1.00626,-0.01301,0.01732,0.27757
1198,-0.00715,0.01493,-1.00709,-0.00713,0.00976,0.20136
1199,-0.00655,0.02569,-1.0059,-0.01088,0.00351,0.13774
1200,-0.00297,0.02485,-1.00553,-0.00681,0.00599,0.07704
1201,-0.00314,0.01019,-1.00431,-0.00582,0.0044,0.02959
1202,-0.00532,-0.00283,-1.00428,-0.009,0.00418,-0.00679
1203,-0.01234,0.00219,-1.00152,-0.00838,0.00719,-0.0065
1204,-0.0179,0.01395,-1.00155,-0.0074,0.00322,0.00671
1205,-0.01781,0.00276,-1.00201,-0.00345,0.00468,0.01406
1206,-0.01364,0.00283,-1.00197,-0.00625,0.00563,0.00101
1207,-0.01439,0.00813,-1.00024,-0.00346,0.00557,0.00583
1208,-0.01433,0.00529,-1.00181,-0.00471,0.00831,0.01105
1209,-0.01113,0.00116,-1.00439,-0.00641,0.00649,0.00455
1210,-0.00888,0.00791,-1.00458,-0.00483,0.00799,0.00431
1211,-0.00922,0.00608,-1.00302,-0.0041,0.0061,0.01143
1212,-0.00813,0.00163,-1.00242,-0.00607,0.00757,0.00593
1213,-0.00791,0.00608,-1.00291,-0.00679,0.00769,0.00331
1214,-0.00829,0.00667,-1.00062,-0.00893,0.00499,0.00516
1215,-0.00626,0.00101,-1.00205,-0.00693,0.00782,0.00647
1216,-0.00628,0.00464,-1.00331,-0.00612,0.00664,0.00422
1217,-0.00796,0.00552,-1.00256,-0.00502,0.00933,0.00937
1218,-0.00993,0.00194,-1.00213,-0.00786,0.00575,0.00414
1219,-0.01147,0.00671,-1.00329,-0.00498,0.00784,0.00715
1220,-0.01238,0.00364,-1.00219,-0.00347,0.00595,0.00647
1221,-0.01156,0.0041,-1.00194,-0.00695,0.00696,0.00406
1222,-0.01159,0.00574,-1.00385,-0.00582,0.0053,0.00625
1223,-0.01264,0.00366,-1.00411,-0.00644,0.00875,0.00617
1224,-0.01207,0.00323,-1.00416,-0.00528,0.00507,0.00572
1225,-0.0108,0.00374,-1.00292,-0.00737,0.00931,0.00684
1226,-0.00949,0.00419,-1.00245,-0.00532,0.00757,0.00675
1227,-0.00945,0.00377,-1.00328,-0.00505,0.0073,0.00609
1228,-0.00988,0.00399,-1.00137,-0.00713,0.00926,0.00356
1229,-0.00868,0.00482,-1.00013,-0.00739,0.00694,0.00508
1230,-0.00718,0.00542,-1.00147,-0.00427,0.00711,0.00747
1231,-0.00912,0.005,-1.00242,-0.0066,0.00648,0.0065
1232,-0.01009,0.00497,-1.00318,-0.00485,0.00593,0.00563
1233,-0.01044,0.00519,-1.00271,-0.00933,0.00792,0.00611
1234,-0.01115,0.00391,-1.00353,-0.00369,0.00827,0.00821
1235,-0.01012,0.00447,-1.00356,-0.00692,0.00766,0.00679
1236,-0.01092,0.00512,-1.00221,-0.00456,0.00606,0.00835
1237,-0.01047,0.00484,-1.00148,-0.00719,0.00885,0.00573
1238,-0.01117,0.00554,-1.00382,-0.00415,0.00516,0.00542
1239,-0.04592,0.02036,-1.00489,-0.00178,-0.01803,-0.00543
1240,-0.13313,0.01145,-1.01289,0.03009,-0.03922,0.01824
1241,-0.20467,0.0301,-1.02039,0.04382,-0.05289,-0.05302
1242,-0.28555,0.00361,-1.01497,0.00854,-0.02586,-0.01707
1243,-0.33283,-0.00379,-0.98764,-0.03838,-0.02205,0.01005
1244,-0.35501,-0.03762,-0.97204,-0.00471,-0.07699,0.13264
1245,-0.33014,0.04688,-1.04614,-0.0224,0.01586,0.00515
1246,-0.26327,0.00403,-0.91286,0.10938,0.07219,0.06504
1247,-0.19037,0.00819,-0.98256,-0.09161,0.00845,-0.00304
1248,-0.13042,0.0559,-1.08312,0.04767,-0.04684,-0.02203
1249,-0.07459,-0.06947,-0.97591,0.14868,0.11179,0.01942
1250,0.0275,-0.03204,-0.92649,-0.13692,0.18287,0.04509
1251,0.12538,0.08847,-1.06458,-0.20239,0.0409,-0.11115
1252,0.15105,-0.06891,-1.03613,0.08001,-0.02026,0.04362
1253,0.15301,-0.03714,-0.9204,-0.05524,0.10692,0.08531
1254,0.17639,0.15316,-1.07959,-0.05447,-0.08217,-0.14489
1255,0.07611,-0.00782,-1.02065,0.04047,-0.05154,-0.06038
1256,-0.0258,-0.07918,-0.99119,0.02098,-0.01828,0.11499
1257,-0.08355,0.01159,-0.95477,0.01536,0.07618,-0.00329
1258,-0.14964,0.03665,-1.02141,-0.02945,-0.03064,-0.03604
1259,-0.22084,-0.00329,-1.06843,-0.05725,-0.07819,0.00884
1260,-0.20999,-0.01032,-0.96114,0.00445,0.04945,0.01186
1261,-0.15389,0.00949,-0.86586,-0.0026,0.10247,-0.02765
1262,-0.1213,0.00625,-1.14554,0.00877,-0.0365,0.03457
1263,-0.03596,0.01716,-0.9872,0.02331,0.07823,0.02643
1264,0.09026,0.01655,-0.87982,-0.12404,0.09469,-0.01724
1265,0.10247,0.01444,-1.13394,0.01589,-0.0644,0.01974
1266,0.14341,-0.03121,-1.02857,0.07476,-0.01559,0.0278
1267,0.14729,0.00525,-0.90234,-0.10054,0.02118,0.02966
1268,0.09694,0.06555,-1.08283,-0.10304,-0.11277,-0.05002
1269,0.01706,-0.06123,-1.05501,0.04865,-0.10226,0.04996
1270,-0.01542,-0.00153,-0.92837,0.16105,-0.00111,0.03447
1271,-0.09606,0.0437,-0.95938,-0.14498,0.04966,-0.02734
1272,-0.17695,0.05521,-1.07407,-0.06946,-0.04951,-0.03018
1273,-0.21185,-0.07792,-1.04745,0.09947,-0.05674,0.08566
1274,-0.09613,0.11424,-1.06781,-0.09389,-0.04554,-0.06858
1275,-0.07418,-0.02419,-1.06569,0.0966,0.02378,0.00264
1276,0.02738,-0.074,-0.83707,-0.10725,0.1141,0.09354
1277,0.06,0.04658,-1.16854,-0.17343,-0.05415,-0.02672
1278,0.11216,-0.01591,-0.99879,0.14442,0.02496,0.01176
1279,0.13368,-0.0191,-0.88507,-0.11661,0.05503,0.03503
1280,0.1071,0.08128,-1.15736,-0.14863,0.00165,-0.04903
1281,0.05299,-0.05463,-1.00409,0.15291,-0.05278,0.04471
1282,0.01654,-0.04612,-0.92241,-0.08504,-0.02435,0.05857
1283,-0.04075,0.13769,-1.05424,-0.09142,-0.07765,-0.12611
1284,-0.1263,-0.05365,-1.09745,0.19862,-0.15295,0.03106
1285,-0.15399,-0.09683,-0.93758,0.15531,-0.07036,0.11897
1286,-0.11506,0.11306,-0.95466,-0.24479,0.05969,-0.13461
1287,-0.13431,0.07783,-1.03318,0.02619,0.00102,-0.03308
1288,-0.11709,-0.16832,-0.95499,-0.03,0.05987,0.18167
1289,-0.01772,0.07616,-0.99531,-0.0485,-0.02485,-0.06101
1290,0.02504,0.04555,-1.06492,0.15818,0.04036,-0.05434
1291,0.04233,-0.07908,-0.8949,-0.06991,0.10297,0.14208
1292,0.0957,0.05486,-1.10906,-0.15586,0.04634,-0.01545
1293,0.11728,-0.00863,-0.99052,0.14629,-0.01231,0.01168
1294,0.07351,0.00748,-0.92136,-0.17597,0.07998,0.04932
1295,0.0514,0.05483,-1.1319,-0.1671,-0.02898,-0.05553
1296,0.00869,-0.03081,-0.95378,0.12455,-0.05564,0.00679
1297,-0.06213,-0.02318,-0.92951,-0.16334,0.03321,0.02283
1298,-0.11154,0.08108,-1.14575,-0.07032,-0.07107,-0.06778
1299,-0.14297,-0.07961,-0.97731,0.15481,-0.04738,0.09601
1300,-0.11632,-0.03447,-0.8624,-0.12457,0.07002,0.0481
1301,-0.09331,0.11675,-1.1242,-0.04994,0.01014,-0.07802
1302,-0.07994,-0.06157,-0.95679,0.13682,0.12309,0.04986
1303,-0.01751,-0.00123,-0.92703,0.11697,0.01066,0.06935
1304,0.07662,-0.01604,-0.91166,-0.14513,0.02426,-0.00636
1305,0.10709,0.05228,-1.04417,-0.17347,0.06233,0.06189
1306,0.09044,-0.03155,-1.06255,0.10525,-0.07156,0.05294
1307,0.09044,-0.03155,-1.06255,0.10525,-0.07156,0.05294
1308,0.02657,0.06295,-1.13491,-0.05332,-0.05322,-0.09546
1309,-0.04514,-0.07763,-1.00117,0.07059,-0.05835,0.01115
1310,-0.08644,-0.0668,-0.89519,-0.16447,0.00477,0.05108
1311,-0.11775,0.07683,-1.09343,-0.17606,0.01642,-0.04432
1312,-0.13784,-0.06055,-1.04919,0.09206,-0.03979,0.11478
1313,-0.10219,-0.03009,-0.84287,-0.01571,0.06181,0.07751
1314,-0.02193,0.16037,-1.13635,-0.01388,-0.01267,-0.07288
1315,-0.04988,-0.05928,-0.96392,0.00064,0.07389,0.02322
1316,0.02102,0.00539,-0.94116,-0.03016,0.04233,0.03016
1317,0.06463,0.02051,-1.10721,-0.01048,-0.08029,-0.01463
1318,0.07269,-0.01481,-0.90685,-0.18429,0.06912,-0.01916
1319,0.07727,0.01221,-1.09439,-0.17147,0.08137,0.03814
1320,0.0475,-0.04382,-0.98323,0.15368,-0.02607,0.03761
1321,0.04107,0.04144,-0.93519,-0.1165,0.06833,-0.03812
1322,0.00769,0.05203,-1.10489,-0.20736,0.04418,-0.0585
1323,-0.08461,-0.06822,-0.9221,0.18652,0.0145,0.05199
1324,-0.09683,0.00233,-0.95959,-0.0503,0.08133,0.04786
1325,-0.09135,0.10075,-1.1497,-0.04886,-0.10066,-0.05138
1326,-0.12416,-0.08594,-0.9022,0.03659,0.02093,0.10606
1327,-0.06075,0.04642,-0.96164,-0.21308,0.08719,-0.03592
1328,-0.02204,0.07664,-1.10321,-0.09349,-0.01812,-0.09306
1329,-0.01853,-0.09381,-0.86667,-0.12516,0.07689,0.04921
1330,0.02285,0.00328,-1.14193,-0.15994,-0.03363,0.06939
1331,0.04985,0.0167,-0.92259,0.15646,0.11368,-0.01977
1332,0.10098,0.06112,-0.94794,0.08103,0.13292,-0.04718
1333,0.04563,-0.00604,-1.15171,0.04672,-0.13608,0.0465
1334,0.04235,-0.04329,-0.90113,-0.00055,-0.03535,0.01501
1335,0.04015,0.08261,-1.02993,-0.09868,-0.05042,0.00435
1336,-0.03332,-0.01873,-1.05805,0.17984,-0.1018,0.01523
1337,-0.05186,-0.04762,-0.93501,0.0134,-0.02374,0.05367
1338,-0.06486,0.12806,-1.05801,-0.26775,-0.01964,-0.09336
1339,-0.10347,-0.00053,-0.97145,0.15759,0.04234,-0.02864
1340,-0.09653,-0.08276,-0.95682,0.08767,0.1105,0.10696
1341,-0.05028,0.08153,-1.07563,0.01533,-0.06455,-0.04802
1342,-0.02951,-0.03306,-0.96206,0.04997,0.03866,-0.03664
1343,0.00324,-0.00873,-0.98201,-0.05328,-0.0541,0.06073
1344,0.01528,0.01996,-1.05031,0.22109,-0.03437,-0.0061
1345,0.09287,-0.01904,-0.95579,0.02458,0.14628,0.03196
1346,0.07629,0.0888,-1.04184,-0.09587,-0.01974,-0.03583
1347,0.05262,-0.04241,-1.02222,0.16681,-0.09771,-0.04379
1348,-0.02914,0.0248,-0.99768,0.01539,0.03606,0.04254
1349,-0.02914,0.0248,-0.99768,0.01539,0.03606,0.04254
1350,-0.05835,0.06013,-0.97443,-0.02088,-0.0476,-0.00211
1351,-0.05835,0.06013,-0.97443,-0.02088,-0.0476,-0.00211
1352,-0.09968,-0.06724,-1.06874,0.02208,-0.0084,0.09467
1353,-0.08313,0.06516,-0.8814,-0.05153,0.12899,-0.05416
1354,-0.02673,0.00873,-1.0683,0.09523,0.13892,-0.04803
1355,-0.01086,0.0044,-0.9611,-0.30887,-0.01093,0.04911
1356,-0.00131,-0.01486,-1.04629,-0.154,-0.0613,0.00332
1357,0.10031,0.01195,-1.03704,-0.07653,0.04374,0.00881
1358,0.13125,0.0599,-0.90046,0.03626,0.01928,0.02788
1359,0.18957,-0.03748,-1.06961,0.0475,-0.01129,0.0129
1360,0.23997,0.06599,-1.0559,-0.14143,0.01438,0.02901
1361,0.22759,0.0555,-0.93874,0.07901,-0.01627,-0.05718
1362,0.16048,-0.06383,-0.9816,0.06855,-0.13206,0.04851
1363,0.11996,0.05453,-1.1016,-0.05024,-0.11471,-0.03078
1364,0.07261,0.0295,-0.99944,-0.06143,0.00487,-0.06142
1365,-0.04221,-0.00212,-0.91987,-0.08397,0.01097,-0.04473
1366,-0.13699,-0.00024,-1.01177,0.03343,-0.01009,-0.00545
1367,-0.139,-0.03782,-1.042,0.09205,-0.011,0.09074
1368,-0.10283,0.03358,-1.00749,0.00368,0.02213,0.01931
1369,-0.03888,0.06058,-0.92626,-0.12387,0.08632,-0.01306
1370,-0.00181,-0.03459,-0.96417,-0.08327,0.11285,0.10176
1371,0.11871,-0.01773,-1.10014,0.04112,0.0809,0.10266
1372,0.23492,0.11378,-1.04167,0.00662,-0.01075,-0.08011
1373,0.26348,0.00984,-0.95083,-0.01846,0.01029,-0.04053
1374,0.21989,-0.04476,-0.96072,-0.06522,0.08062,0.01696
1375,0.18026,0.00318,-0.99788,0.02679,0.02173,-0.02255
1376,0.13501,-0.00205,-1.0587,-0.00062,-0.0953,0.02174
1377,0.06961,0.06589,-1.02627,-0.02403,-0.12227,-0.04106
1378,0.01078,0.02586,-0.9888,-0.00645,0.01928,0.02566
1379,0.02597,0.01531,-0.98358,0.02042,0.04983,0.0324
1380,0.00826,0.01231,-1.01175,-0.00243,-0.01119,0.04612
1381,0.01287,-0.00996,-1.00149,-0.00641,-0.00913,0.05678
1382,0.02201,0.02698,-1.00035,-0.0057,-0.00558,0.02622
1383,0.0132,0.01641,-1.00159,-0.00108,0.00719,0.00966
1384,0.0193,0.00679,-1.00372,-0.00516,0.00818,-0.0027
1385,0.02912,0.01401,-1.00203,-0.00124,0.00572,-0.01621
1386,0.01933,0.01185,-1.00364,-0.00266,0.00317,-0.00725
1387,0.0144,0.01284,-1.00264,-0.00755,0.00801,-0.00046
1388,0.00591,0.01036,-1.00416,-0.00561,0.00829,0.0048
1389,0.00322,0.01354,-1.00297,-0.00748,0.00766,0.00274
1390,0.00078,0.0121,-1.00071,-0.00685,0.00684,0.00635
1391,-0.00215,0.00877,-1.00197,-0.00892,0.00552,0.00695
1392,-0.00474,0.01268,-1.00274,-0.00425,0.00674,0.00906
1393,-0.00642,0.01273,-1.00269,-0.00757,0.00929,0.00626
1394,-0.00761,0.01092,-1.0051,-0.0071,0.0067,0.0087
1395,-0.00796,0.01227,-1.00346,-0.00635,0.00768,0.00947
1396,-0.01021,0.01287,-1.00024,-0.00635,0.00692,0.00612
1397,-0.01042,0.01345,-1.00214,-0.00715,0.00586,0.00624
1398,-0.01089,0.01188,-1.00312,-0.00526,0.00545,0.00739
1399,-0.01125,0.01261,-1.00422,-0.00807,0.00649,0.00529
1400,-0.01231,0.01181,-1.00441,-0.00595,0.00829,0.0089
1401,-0.0134,0.01238,-1.00279,-0.00403,0.00626,0.00628
1402,-0.01395,0.01108,-1.00378,-0.00753,0.00745,0.00699
1403,-0.01452,0.01324,-1.00328,-0.00555,0.00891,0.00464
1404,-0.01498,0.01098,-1.00091,-0.00638,0.00578,0.00672
1405,-0.01501,0.01284,-1.00245,-0.00691,0.00595,0.00371
1406,-0.01586,0.012,-1.00376,-0.00655,0.00768,0.00778
1407,-0.016,0.01329,-1.00377,-0.00664,0.00725,0.00563
1408,-0.01594,0.01232,-1.00455,-0.00759,0.00769,0.00713
1409,-0.01568,0.01247,-1.00271,-0.0046,0.00837,0.00679
1410,-0.01645,0.01204,-1.00265,-0.00765,0.00695,0.00633
1411,-0.01828,0.01197,-1.00438,-0.00532,0.00736,0.0087
1412,-0.01826,0.01287,-1.00263,-0.00806,0.00457,0.00577
1413,-0.01727,0.01134,-1.00381,-0.00557,0.00671,0.00877
1414,-0.01877,0.01217,-1.00428,-0.00617,0.00568,0.00537
1415,-0.01836,0.01222,-1.00207,-0.00777,0.00679,0.00928
1416,-0.0186,0.01285,-1.00253,-0.00671,0.00806,0.00572
1417,-0.01898,0.01254,-1.00155,-0.00773,0.00822,0.00773
1418,-0.01921,0.01366,-1.00234,-0.00984,0.00761,0.00718
1419,-0.02034,0.01261,-1.00057,-0.00772,0.00722,0.0091
1420,-0.0216,0.01228,-0.99981,-0.00997,0.00675,0.00639
1421,-0.02192,0.01222,-0.99993,-0.00846,0.00997,0.01003
1422,-0.02154,0.01362,-1.00172,-0.00804,0.00908,0.00951
1423,-0.02226,0.01287,-1.00334,-0.01015,0.00928,0.00649
1424,-0.02274,0.01307,-1.00251,-0.00803,0.01243,0.00835
1425,-0.0243,0.01172,-1.00034,-0.01157,0.01087,0.011
1426,-0.02668,0.01189,-1.00098,-0.01033,0.00994,0.00816
1427,-0.02779,0.0149,-1.00171,-0.00296,0.012,0.00896
1428,-0.01882,0.00773,-0.99869,0.00552,0.02338,0.02791
1429,0.00129,-0.04684,-0.99025,0.04043,0.03214,0.04583
1430,0.01705,-0.09982,-0.99618,0.06785,0.02252,-0.04039
1431,0.00881,-0.19603,-1.03259,0.05627,-0.01014,-0.03827
1432,0.00794,-0.20678,-1.02452,-0.08169,-0.01838,-0.13476
1433,-0.04179,-0.32865,-1.09188,-0.09183,0.06284,-0.13746
1434,-0.09576,-0.25285,-0.94612,-0.00931,0.09489,-0.10316
1435,-0.08239,-0.25769,-1.00906,0.17538,-0.09237,0.17163
1436,-0.12709,-0.26235,-1.14237,-0.09126,-0.07657,0.25685
1437,0.0026,-0.04092,-0.75341,0.14326,0.09999,0.04608
1438,0.02683,-0.01543,-1.07045,-0.03116,0.05102,0.05307
1439,0.01334,0.11782,-1.13716,-0.06073,0.15661,0.1059
1440,0.05133,0.04946,-0.75361,0.21132,0.05031,0.17111
1441,0.08856,0.13857,-1.05736,-0.14328,0.10539,0.05101
1442,0.09991,0.20735,-1.1017,-0.06335,-0.02673,-0.0631
1443,0.01889,0.11894,-0.95692,0.07832,0.06266,-0.06305
1444,-0.02715,-0.04976,-0.93664,0.0449,-0.09498,0.11683
1445,-0.0398,-0.00653,-1.09795,-0.1759,-0.05158,-0.0127
1446,-0.0628,-0.03813,-1.04131,0.00565,-0.04468,-0.01598
1447,-0.09762,-0.08811,-0.91939,0.11883,0.16078,-0.01109
1448,-0.09774,-0.17771,-0.94246,-0.04914,0.06156,0.13513
1449,-0.05633,-0.04519,-1.15008,-0.19565,-0.03853,-0.02865
1450,-0.0091,-0.04383,-0.91496,0.10613,0.04536,-0.01615
1451,-0.04171,-0.03691,-0.96543,-0.04454,0.08688,0.07766
1452,0.02704,0.0721,-1.05301,-0.0783,0.01906,-0.03421
1453,0.06414,0.02281,-0.95008,0.01351,0.08061,0.02465
1454,0.02581,0.06564,-1.06276,0.01215,0.00866,0.03925
1455,0.04078,0.11433,-0.99186,-0.12343,-0.0622,-0.04079
1456,0.04138,0.06625,-0.91797,0.07439,0.08685,-0.02857
1457,-0.00949,-0.00935,-1.09217,0.06546,-0.08455,0.07645
1458,-0.05523,0.03988,-1.00683,-0.04016,-0.00987,-0.02967
1459,-0.02434,-0.0055,-0.90437,0.06414,0.06569,-0.06984
1460,-0.06243,-0.12021,-1.04736,-0.01515,0.00157,0.10669
1461,-0.08706,0.00071,-1.09881,-0.01076,-0.06768,-0.09586
1462,-0.05575,-0.03033,-0.8532,0.08632,0.08181,-0.04058
1463,-0.03544,-0.09992,-1.04376,-0.0624,0.06614,0.07023
1464,-0.0278,0.01831,-1.08461,-0.11046,-0.04087,-0.03721
1465,-0.01023,0.03766,-0.9203,0.07339,0.01968,-0.02866
1466,0.01456,-0.01559,-0.98805,-0.05728,0.07316,0.10643
1467,0.03886,0.06879,-1.07956,-0.07505,0.02107,-0.0257
1468,0.03702,0.0644,-0.95416,0.06234,-0.04873,-0.05845
1469,-0.00254,-0.00533,-1.00471,-0.10782,0.01135,0.10887
1470,0.01764,0.05512,-1.0323,-0.00293,0.04097,-0.02224
1471,0.00383,0.0235,-0.98014,0.03479,-0.0574,-0.07855
1472,-0.05171,-0.0139,-1.0368,-0.08827,-0.12043,0.0809
1473,-0.03675,-0.00669,-1.00294,-0.04151,0.09464,-0.05958
1474,-0.08929,-0.01389,-1.03872,-0.11518,-0.05108,0.03641
1475,-0.0253,-0.00997,-0.92236,-0.01829,0.13344,-0.01788
1476,-0.02397,-0.07025,-1.06714,0.01702,0.02334,0.11093
1477,-0.03523,0.04989,-1.006,-0.01487,0.06408,0.00363
1478,0.03311,0.03374,-0.91989,-0.08516,0.0129,-0.02536
1479,0.0301,0.05129,-1.10591,-0.03213,-0.06657,-0.00934
1480,-0.01364,0.06625,-0.9904,0.12085,0.02684,-0.05225
1481,0.00343,-0.04782,-0.90004,0.00521,0.04074,0.08103
1482,0.01653,0.03319,-1.12322,-0.12726,-0.04605,0.02138
1483,-2e-05,0.04435,-0.99171,0.10113,-0.02411,-0.06702
1484,-0.01862,-0.03932,-0.94851,0.00395,-0.0417,0.09282
1485,-0.02096,0.04233,-1.09977,-0.03299,-0.12869,-0.02581
1486,-0.01655,0.03193,-0.92804,0.23543,-0.15698,-0.078
1487,-0.06542,-0.04139,-1.00902,-0.01264,0.02544,0.11406
1488,-0.03761,0.02713,-0.97415,0.07067,0.07966,-0.02155
1489,-0.00494,0.00641,-1.08689,0.12517,-0.0588,-0.08712
1490,-0.05713,-0.0356,-0.93744,0.10961,-0.06545,0.12915
1491,0.00954,-0.01263,-0.96906,-0.04139,0.06283,-0.02152
1492,0.02924,0.06643,-1.11142,0.09743,-0.09977,-0.06901
1493,-0.0135,0.02308,-0.90836,0.17699,0.06474,0.01238
1494,0.02003,-0.0385,-0.98643,0.00188,0.08838,0.05458
1495,0.02289,0.07785,-1.11576,-0.02843,-0.08887,-0.03087
1496,-0.02105,0.0152,-0.90429,0.05301,-0.0354,0.00943
1497,-0.01276,-0.0161,-0.9912,-0.13109,0.122,0.07702
1498,-0.01015,0.1004,-1.08531,0.02076,-0.01528,-0.09841
1499,-0.04861,-0.03413,-0.91328,0.08344,-0.02079,0.03529
1500,-0.03312,-0.03245,-1.02829,-0.10535,0.00843,0.06031
1501,-0.02753,0.04589,-1.0369,0.0782,-0.00833,-0.09697
1502,-0.04587,-0.03881,-0.96516,0.05579,0.03245,0.04476
1503,-0.02696,-0.02103,-0.9941,-0.05916,0.03161,0.08013
1504,0.00521,0.00087,-1.05804,0.06394,-0.11076,-0.05684
1505,0.00238,0.01071,-0.98391,-0.14385,0.06216,0.02284
1506,0.02355,0.0301,-1.12547,0.00591,-0.09562,-0.04127
1507,0.02355,0.0301,-1.12547,0.00591,-0.09562,-0.04127
1508,0.01488,-0.04179,-0.94871,-0.03266,-0.0673,0.06554
1509,0.01237,0.07922,-1.12429,-0.02309,-0.15463,-0.10361
1510,-0.03557,0.04815,-0.90579,0.16375,0.04998,-0.01227
1511,-0.05012,-0.11475,-0.96743,0.00978,-0.00487,0.14391
1512,-0.00978,0.08203,-1.1565,-0.06075,-0.1271,-0.07825
1513,-0.04096,-0.00632,-0.88464,0.02336,0.01451,0.02948
1514,-0.04278,-0.05698,-1.00243,-0.0706,0.06342,0.10245
1515,-0.01075,0.10963,-1.05687,-0.03197,0.02853,-0.11643
1516,-0.03644,-0.03131,-0.92984,0.03256,0.09634,0.01286
1517,-0.00715,-0.04289,-1.0139,-0.10697,-0.01572,0.14723
1518,0.01485,0.05745,-1.02585,0.02922,-0.01425,-0.09536
1519,0.02689,0.0249,-1.00043,-0.05963,0.03491,0.00291
1520,0.00257,0.00163,-1.00075,-0.06934,-0.004,0.07536
1521,0.02869,0.00871,-1.04277,0.10939,-0.22524,-0.07569
1522,0.02962,0.06672,-1.01431,-0.15278,-0.08623,0.0423
1523,-0.01615,-0.02104,-0.92796,0.04681,0.04066,0.01707
1524,-0.00456,0.01037,-1.09433,0.11224,0.03482,-0.03958
1525,-0.01605,0.0494,-0.96277,-0.22215,0.03408,0.02672
1526,-0.04016,-0.05014,-0.95165,-0.04963,-0.06348,0.05873
1527,-0.03256,0.02803,-0.86192,0.0628,0.17073,0.03492
1528,-0.05252,-0.09053,-1.05316,0.02694,0.06542,0.08174
1529,-0.02555,0.06238,-1.07132,-0.1171,0.06383,-0.06695
1530,0.02196,0.00325,-0.87213,-0.08266,0.02942,0.04966
1531,-0.0055,-0.01928,-1.13314,-0.03406,-0.10579,0.03117
1532,0.03721,0.08903,-0.96223,0.05983,0.04628,-0.02939
1533,0.05062,-0.03692,-0.91892,-0.02299,0.05634,0.07056
1534,0.02516,0.08465,-1.18692,0.03298,-0.11445,-0.05837
1535,0.02945,0.0276,-0.86995,0.13571,0.077,-0.00426
1536,-0.0037,-0.0686,-0.97397,-0.05282,0.05541,0.11893
1537,-0.01474,0.07498,-1.15475,-0.1115,-0.02185,-0.08182
1538,-0.00872,-0.00757,-0.84891,0.0363,0.05416,0.01449
1539,-0.04416,-0.04706,-1.05955,0.00459,-0.0212,0.09219
1540,-0.04959,0.07918,-1.06514,-0.02732,0.02434,-0.06687
1541,-0.03343,-0.05736,-0.8459,-0.01193,0.05864,0.11073
1542,-0.03539,0.03937,-1.18343,-0.14132,-0.1274,-0.06094
1543,0.00943,0.08891,-0.91025,0.02353,0.02088,-0.0758
1544,0.02561,-0.08438,-0.94354,-0.08649,0.03423,0.13514
1545,0.01797,0.08388,-1.17298,-0.03866,-0.07311,-0.03854
1546,0.07807,0.08096,-0.87259,0.00353,0.07475,-0.04204
1547,0.00344,0.08809,-1.11586,-0.10236,-0.04404,-0.00817
1548,0.01607,0.08747,-0.93689,-0.01839,0.02235,0.06776
1549,-0.02645,0.0694,-0.96232,0.02913,-0.02842,0.06298
1550,-0.02645,0.0694,-0.96232,0.02913,-0.02842,0.06298
1551,-0.05631,0.23661,-1.0157,-0.09533,-0.00213,-0.09081
1552,-0.07441,0.13993,-1.00386,0.08841,-0.03352,0.019
1553,-0.10573,0.07732,-0.92973,0.05496,-0.01256,0.04743
1554,-0.04911,0.11824,-1.03022,-0.12762,0.03671,0.0162
1555,-0.00484,0.08824,-1.05392,-0.03219,0.01277,-0.04872
1556,0.03273,-0.03428,-0.96318,0.21559,-0.03238,0.07951
1557,0.04225,0.02471,-0.96863,0.11778,0.05548,-0.05212
1558,0.07469,0.02615,-1.02401,-0.12314,0.02111,-0.0653
1559,0.06773,-0.02696,-1.04525,-0.07502,0.02614,0.06595
1560,0.0474,-0.01508,-0.99929,0.03769,-0.04898,0.07314
1561,0.02484,0.15024,-0.98125,-0.02241,0.07553,-0.01733
