,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
393,-0.03176,-0.10186,-1.00108,0.08728,0.07229,0.18145
394,0.00128,0.12896,-0.94574,0.03228,0.07148,-0.11773
395,0.0002,-0.02362,-1.09585,-0.02865,-0.07603,0.04677
396,-0.03298,-0.05208,-0.92765,-0.14385,0.07058,0.06262
397,0.03883,0.07872,-1.00718,0.06399,0.0658,-0.08495
398,-0.02578,-0.07653,-1.05541,0.16979,-0.02577,0.13168
399,0.02554,0.04535,-0.89022,0.00893,0.11485,-0.08356
400,0.02023,-0.04444,-1.08706,0.06245,-0.06508,-0.00087
401,-0.04741,-0.12837,-1.01007,-0.01919,-0.02765,0.06201
402,0.03189,-0.06726,-0.91349,0.10359,0.03689,-0.11807
403,-0.04016,-0.19335,-1.07987,0.08462,-0.08469,0.04557
404,-0.08151,-0.20292,-1.0071,-0.07704,0.02811,0.06573
405,0.00899,-0.08688,-0.96907,0.02987,0.02073,-0.10961
406,-0.01274,-0.07915,-0.93671,-0.00809,0.05836,-0.05097
407,-0.08878,-0.16746,-1.15097,-0.07766,-0.10267,0.14806
408,-0.02375,-0.0306,-0.96002,0.02326,-0.05353,0.06567
409,0.0585,0.06781,-0.94994,0.03622,0.03116,-0.01794
410,0.0493,0.09101,-0.98085,-0.05689,0.08377,-0.08463
411,-0.00164,0.06164,-1.05731,-0.03532,-0.08694,-0.00732
412,-0.03624,-0.06656,-1.00157,0.03141,-0.0319,0.08178
413,0.03438,-0.0209,-0.97584,0.07932,0.0288,0.04584
414,0.03201,0.00101,-1.0148,-0.05385,0.02671,-0.09081
415,0.00627,-0.09477,-1.02484,-0.10702,0.00504,-0.10338
416,-0.04844,-0.17233,-0.97129,0.07132,-0.10146,-0.02494
417,-0.06821,-0.26202,-1.02299,0.04382,0.02902,0.0536
418,-0.03016,-0.1949,-0.99207,0.01918,0.01262,0.1195
419,-0.02736,-0.14221,-1.01995,0.00541,-0.02973,0.1353
420,-0.00086,-0.06516,-0.98333,0.03706,0.02173,0.13366
421,-0.00564,-0.04293,-0.99299,-0.01171,0.02287,0.16831
422,-0.0026,-0.05679,-1.02325,-0.00353,-0.00864,0.14391
423,-0.03375,-0.10137,-1.01348,-0.03223,-0.01371,0.21207
424,-0.02311,-0.10954,-0.99942,-0.02304,0.01635,0.23196
425,-0.0104,-0.0942,-0.99306,-0.01793,-0.00555,0.26612
426,-0.01624,-0.07505,-0.99936,-0.01082,0.01415,0.30377
427,-0.00431,-0.05849,-0.99893,-0.01687,0.00272,0.31303
428,-0.00998,-0.01693,-1.00634,-0.01776,0.00166,0.28093
429,-0.00365,0.02273,-1.00068,-0.01327,0.01337,0.23952
430,0.00497,0.02922,-1.00375,-0.01463,0.00961,0.1893
431,0.00096,0.00368,-1.00662,-0.01177,0.00809,0.16774
432,-0.00084,0.00082,-1.0038,-0.01352,0.00457,0.12226
433,0.00023,0.00979,-1.00242,-0.0079,0.0082,0.07262
434,-0.00136,0.00993,-1.00264,-0.01065,0.00457,0.01337
435,-0.00771,0.00518,-1.00348,-0.01065,0.00492,-0.01605
436,-0.0155,0.00306,-1.00271,-0.00623,0.00699,-0.00032
437,-0.01786,0.00542,-1.00071,-0.00784,0.00944,0.02059
438,-0.01246,0.00418,-1.00033,-0.00627,0.00856,0.00743
439,-0.01005,0.00649,-1.00285,-0.00595,0.00933,-0.00195
440,-0.01332,0.00727,-1.00309,-0.00943,0.00873,0.00336
441,-0.01564,0.00459,-1.00127,-0.00429,0.01076,0.01089
442,-0.01643,0.00808,-1.00363,0.00168,0.00594,-0.0022
443,-0.02262,0.01018,-1.00505,0.0001,0.00883,-0.00774
444,-0.02838,0.00845,-1.00086,-0.00166,0.00352,-0.01307
445,-0.03306,0.00741,-1.00126,-0.00124,0.00294,-0.01766
446,-0.03377,0.01217,-1.00412,-0.00557,0.0074,-0.02157
447,-0.03164,0.0144,-1.00191,-0.01052,0.01018,-0.03017
448,-0.02929,0.01083,-0.9997,-0.01033,0.00917,-0.03198
449,-0.02603,0.00423,-1.00137,-0.00792,0.00983,-0.02299
450,-0.02153,-0.00353,-1.003,-0.0065,0.00909,-0.01151
451,-0.0175,-0.012,-1.00464,-0.0076,0.00827,0.00287
452,-0.01234,-0.00898,-1.00505,-0.00725,0.00692,0.01409
453,-0.00657,0.00864,-1.00199,-0.00622,0.00647,0.00725
454,-0.00446,0.01082,-1.00112,-0.00628,0.00506,0.00383
455,-0.0057,0.00068,-1.00323,-0.00536,0.00928,0.01074
456,-0.00423,0.00537,-1.00284,-0.00771,0.00747,0.00755
457,-0.00125,0.01017,-1.00285,-0.00501,0.00929,0.00435
458,-0.00368,0.002,-1.00226,-0.00681,0.00782,0.00577
459,-0.00544,0.00457,-1.00166,-0.00375,0.00621,0.0051
460,-0.00798,0.00839,-1.00278,-0.00393,0.00534,0.00483
461,-0.00999,0.00465,-1.00409,-0.00924,0.0079,0.00671
462,-0.01156,0.00512,-1.00316,-0.00589,0.00718,0.00498
463,-0.01548,0.00419,-1.00167,-0.00407,0.00719,0.00561
464,-0.01571,0.00521,-1.00222,-0.00536,0.00959,0.00558
465,-0.01494,0.00519,-1.00131,-0.00568,0.00756,0.00685
466,-0.01545,0.00429,-1.00278,-0.00439,0.00844,0.00672
467,-0.01334,0.00544,-1.00564,-0.00484,0.00843,0.00755
468,-0.01181,0.0064,-1.00193,-0.0054,0.0088,0.00798
469,-0.0096,0.00613,-1.00008,-0.00663,0.00591,0.00639
470,-0.0084,0.00641,-1.00109,-0.00613,0.00694,0.00634
471,-0.00744,0.00629,-1.00486,-0.00705,0.00429,0.00615
472,-0.05423,0.04118,-1.00769,-0.00096,-0.01424,-0.02555
473,-0.15497,0.03729,-1.02517,0.01051,-0.04702,0.02261
474,-0.23737,0.04413,-1.02791,0.04766,-0.09679,-0.04047
475,-0.30837,-0.04033,-0.97973,-0.00065,0.0021,0.13982
476,-0.33012,-0.02445,-0.97977,-0.05457,-0.01817,0.06734
477,-0.3227,0.06215,-0.97997,-0.04972,-0.00053,-0.04547
478,-0.31569,0.0023,-1.04257,0.06235,0.06293,0.02676
479,-0.23672,-0.02739,-0.99265,-0.0472,-0.00479,-0.04881
480,-0.18237,0.02568,-0.92776,-0.1655,0.12195,-0.0707
481,-0.14414,-0.06607,-1.03752,-0.08629,0.0299,0.0562
482,-0.09849,-0.01733,-1.06125,0.03834,-0.01422,0.03344
483,0.04103,0.10992,-0.942,-0.09366,0.04877,-0.16446
484,0.06452,-0.03499,-0.97951,0.02019,0.02462,0.05502
485,0.21279,0.09946,-0.96059,-0.16917,0.08324,-0.06495
486,0.16515,0.01983,-1.02028,-0.05087,-0.06139,-0.00386
487,0.0629,-0.07669,-0.95711,0.05143,0.00136,0.10084
488,0.03284,0.04044,-1.07778,-0.03374,-0.08132,-0.04583
489,-0.05935,0.04955,-0.98696,-0.105,0.03412,-0.08676
490,-0.17442,-0.06209,-1.01576,-0.04297,-0.02841,0.07315
491,-0.22645,-0.04303,-0.95965,0.11721,0.01376,0.04183
492,-0.18956,0.0557,-1.03513,-0.02196,-0.01775,-0.04671
493,-0.17527,0.0797,-0.98341,-0.16654,0.0246,-0.06537
494,-0.13962,-0.05816,-0.93861,0.21275,0.12116,0.04933
495,-0.04604,-0.06284,-0.9981,0.08387,0.05551,0.06268
496,0.05784,0.08485,-1.11389,-0.11984,-0.04104,-0.00706
497,0.10611,-0.03571,-0.88672,0.18071,0.1357,0.02335
498,0.15452,0.01029,-1.02531,-0.07426,0.03798,0.02974
499,0.16702,0.12144,-1.07638,-0.07109,-0.07104,-0.09012
500,0.09382,-0.05787,-0.94141,0.04577,0.05106,0.0097
501,0.0383,-0.03814,-1.01656,-0.00464,-0.04256,0.0755
502,-0.02918,0.0732,-1.05132,-0.07574,-0.05876,-0.05616
503,-0.08685,-0.02375,-1.02913,0.03906,-0.05629,-0.01557
504,-0.16573,-0.06427,-0.88832,0.12154,0.07155,0.08983
505,-0.1629,0.05276,-1.0381,-0.09894,0.0484,-0.05008
506,-0.16233,0.06404,-1.04693,-0.03879,-0.0256,-0.05308
507,-0.14165,-0.08804,-0.89629,0.18664,0.15607,0.08017
508,-0.05474,0.00258,-0.98349,-0.07768,0.15051,0.0302
509,0.07188,-0.06469,-0.92422,-0.01083,0.01549,0.04373
510,0.10063,0.05555,-1.00197,-0.2024,0.0577,0.02008
511,0.10632,0.00377,-1.07366,-0.01846,-0.01908,0.01843
512,0.11251,-0.07247,-0.92037,0.02184,0.00399,0.0421
513,0.06949,0.07767,-1.04029,-0.25827,0.00108,-0.0217
514,-0.00257,0.02384,-1.10322,-0.03543,-0.07098,-0.05802
515,-0.0502,-0.08395,-0.89737,0.16474,0.07305,0.0794
516,-0.10873,0.02026,-1.00518,-0.18911,0.06409,0.02116
517,-0.12737,0.11279,-1.04122,-0.00407,-0.07475,-0.12623
518,-0.15089,-0.09383,-0.97566,0.20117,0.08229,0.07806
519,-0.14507,-0.04284,-0.91684,-0.08701,0.12613,0.06482
520,-0.06603,0.12352,-1.05262,-0.06688,0.02058,-0.12627
521,-0.02806,-0.07247,-1.05972,0.06911,-0.13313,0.11255
522,0.01915,0.06131,-0.91977,0.06857,-0.011,0.01236
523,0.07762,0.01551,-1.0191,0.19047,0.1602,0.04497
524,0.09217,-0.09528,-1.00295,0.06768,0.01879,0.10216
525,0.11788,0.05706,-1.01612,-0.00879,-0.11,-0.03902
526,0.07045,-0.0347,-1.01959,0.17305,0.04307,0.01472
527,0.03032,-0.02815,-0.97106,0.07291,0.03206,0.0258
528,0.00038,0.10507,-0.98376,-0.3091,0.00697,-0.12597
529,-0.0723,-0.00922,-1.07007,0.07556,-0.01888,-0.02918
530,-0.15221,-0.13353,-0.94304,0.08055,-0.08727,0.1662
531,-0.11623,0.1173,-1.04725,-0.12591,-0.01972,-0.10833
532,-0.10355,0.06257,-0.9923,0.08223,0.06024,-0.05311
533,-0.11537,-0.11895,-0.93596,0.0194,0.03751,0.13438
534,-0.04204,0.10237,-1.03652,-0.15702,0.03968,-0.04853
535,0.0139,0.00232,-1.04671,0.09783,-0.09566,-0.04267
536,0.02501,-0.03118,-0.93392,-0.16892,0.13271,0.09062
537,0.08201,-0.00057,-1.0722,0.05556,-0.01367,0.04587
538,0.0984,0.07504,-1.00658,-0.08519,-0.05862,-0.01371
539,0.02517,-0.06277,-1.02193,0.22583,-0.03596,0.00751
540,0.00859,-0.0409,-0.96035,0.03091,0.01156,0.05666
541,-0.01858,0.11663,-1.04228,-0.09394,-0.12265,-0.08728
542,-0.07244,-0.03393,-1.03803,0.21539,0.04363,0.01014
543,-0.12243,-0.07158,-0.93047,0.03835,0.03586,0.14273
544,-0.128,0.12665,-1.05276,-0.20992,-0.00855,-0.11383
545,-0.09343,0.00901,-0.98635,0.11633,0.0379,-0.07219
546,-0.10358,-0.12407,-0.94006,-0.00372,0.00743,0.19046
547,-0.03167,0.07754,-1.08324,0.02299,-0.01429,-0.05324
548,-0.03167,0.07754,-1.08324,0.02299,-0.01429,-0.05324
549,0.05654,0.00329,-0.92681,-0.06318,-0.01772,0.0593
550,0.07466,-0.00853,-1.08232,0.07958,0.01496,-0.02445
551,0.09962,0.00866,-0.93497,-0.08911,0.08524,-0.01541
552,0.05799,0.03662,-1.08871,-0.06764,-0.02202,0.02922
553,0.03506,-0.0327,-0.9862,0.16222,-0.07482,0.02819
554,0.01815,0.03646,-0.93922,-0.1616,0.09463,0.02863
555,-0.05326,0.07278,-1.10867,-0.1408,0.01335,-0.08582
556,-0.0856,-0.06722,-0.91736,0.14462,0.01745,0.05126
557,-0.13083,-0.00979,-0.98544,0.00536,-0.06188,0.04945
558,-0.11268,0.08217,-1.07169,0.09373,0.01951,-0.08302
559,-0.07271,-0.07776,-0.94415,0.0308,0.01823,0.11668
560,-0.06105,0.04699,-0.99838,-0.13777,-0.0133,0.01479
561,0.00761,0.01413,-1.02692,-0.0099,0.05076,-0.04868
562,0.01403,-0.02211,-0.91461,-0.16721,0.15226,0.04327
563,0.11533,-0.01853,-0.95118,-0.02547,-0.01122,-0.02837
564,0.07514,0.09206,-1.02668,-0.02531,-0.12937,0.0004
565,0.03434,-0.04121,-1.0097,0.18146,0.09479,-0.00239
566,0.02021,-0.02329,-0.95742,0.03544,0.0573,0.06617
567,-0.01134,0.08523,-1.08115,-0.07797,-0.0942,-0.03907
568,-0.03729,-0.02603,-0.95616,0.08749,-0.09051,-0.03464
569,-0.11275,-0.05008,-0.98972,-0.13061,-0.00298,0.12803
570,-0.09694,0.1082,-1.02182,-0.07161,0.14377,-0.11933
571,-0.06798,-0.06957,-0.96237,0.08423,0.00116,0.0407
572,-0.10559,-0.00167,-1.00392,-0.10766,-0.11012,0.04299
573,0.0223,0.05895,-1.0704,-0.00998,0.01347,-0.08206
574,-0.01959,-0.00439,-0.95229,-0.09681,-0.00995,-0.00943
575,0.0082,0.01356,-1.01825,0.01946,0.18629,0.06024
576,0.07343,-0.0591,-0.99811,0.16567,-0.04666,0.03295
577,0.07626,0.10548,-0.98664,-0.15064,0.00545,-0.04557
578,0.07123,-0.03165,-1.04072,0.04051,0.02559,0.0127
579,0.01895,-0.05129,-1.00356,-0.01205,-0.02032,0.06194
580,0.01952,0.08914,-0.96378,-0.00679,0.05331,-0.0796
581,-0.00654,-0.04904,-1.12546,0.1695,-0.04219,0.00508
582,-0.09699,-0.05801,-0.90805,-0.0575,-0.04075,0.12962
583,-0.05427,0.14584,-0.98105,-0.13108,0.01468,-0.14805
584,-0.09032,-0.00846,-1.10323,0.11695,-0.14513,0.00893
585,-0.131,-0.03511,-0.87614,0.07947,0.09793,0.12996
586,-0.01791,0.07049,-1.04422,0.09756,0.01549,-0.06795
587,-0.00911,-0.02739,-0.99943,-0.0711,-0.01905,-0.04077
588,0.09273,-0.04944,-0.95316,-0.1809,-0.01556,0.08495
589,0.19068,-0.00605,-1.13914,-0.01722,0.01469,0.079
590,0.25178,0.05753,-0.90129,-0.07491,0.08711,0.02503
591,0.25362,0.04912,-0.98215,-0.04966,-0.07521,0.03531
592,0.25742,0.02981,-1.13849,0.03662,-0.12138,-0.00316
593,0.22118,0.02825,-0.98814,-0.02057,-0.09644,-0.03718
594,0.10905,-0.02306,-0.9161,-0.0422,0.02678,0.01067
595,-0.0063,-0.00638,-0.97408,0.07975,-0.04128,0.02007
596,-0.09226,-0.01041,-1.10586,-0.00956,-0.08273,0.00571
597,-0.12433,0.04783,-1.0277,0.01265,-0.09524,-0.04356
598,-0.12705,0.01516,-0.95585,0.00466,0.04968,-0.05408
599,-0.13421,-0.00043,-0.85727,-0.044,0.13106,-0.03003
600,-0.08222,-0.04021,-1.12703,-0.01066,-0.02782,0.06801
601,0.0129,-0.01793,-1.03687,0.06273,-0.0374,0.05351
602,0.169,0.07119,-0.96097,0.01338,0.10809,-0.08788
603,0.20813,0.01965,-0.88597,-0.13383,0.23388,0.02728
604,0.24375,-0.02837,-1.09159,-0.05094,-0.00626,0.06109
605,0.27758,-0.00905,-1.07054,0.00883,-0.07506,0.07753
606,0.25376,0.06455,-0.9999,-0.02152,-0.1744,-0.01337
607,0.03008,0.03094,-0.98649,0.01156,-0.06041,-0.00564
608,0.00434,-0.01207,-0.97998,-0.00912,0.02273,0.03023
609,0.01197,0.01583,-1.00184,-0.00302,-0.02216,-0.00557
610,0.00437,0.01987,-1.00499,-0.00176,0.02904,-0.01882
611,0.02599,-0.01464,-0.99325,-0.00353,0.02495,0.04406
612,0.01519,-0.00939,-0.99159,0.01386,0.04193,0.06298
613,0.00482,0.01251,-0.99232,0.01562,0.04481,0.03627
614,-0.00282,0.0155,-1.00437,-0.01835,0.04259,0.04115
615,-0.0049,0.03228,-1.00766,-0.03126,0.03655,-0.01633
616,-0.01244,0.03265,-1.01093,-0.02529,0.00892,-0.02933
617,-0.00519,0.00442,-1.01077,0.00355,0.00899,-0.00058
618,0.00521,-0.01007,-1.00882,-0.00148,-0.00642,0.02272
619,0.01429,0.00828,-1.00636,-0.00306,-0.00342,0.00427
620,0.01683,0.01734,-1.00105,0.00245,-0.002,-0.00188
621,0.01009,0.01077,-1.00168,-0.0029,-0.00227,0.00972
622,0.00776,0.00319,-1.00282,-0.00264,-0.00292,0.01512
623,0.01411,0.01311,-1.00102,-0.00128,-0.00042,0.00375
624,0.01333,0.01203,-1.00137,-0.00198,0.00141,0.00792
625,0.01165,0.00863,-1.00324,-0.0034,0.00075,0.00866
626,0.01357,0.00747,-1.00106,-0.00341,0.00221,0.00625
627,0.01258,0.00869,-1.00159,-0.00457,0.00284,0.00394
628,0.0091,0.00829,-1.00042,-0.00475,0.00666,0.00559
629,0.00752,0.00776,-1.00069,-0.00205,0.00466,0.00929
630,0.00634,0.0084,-1.00069,-0.00622,0.00613,0.00692
631,0.00563,0.00947,-1.0009,-0.00775,0.00782,0.00796
632,0.00403,0.00799,-0.99957,-0.00728,0.00989,0.00541
633,0.00417,0.00748,-1.00235,-0.00929,0.01094,0.00766
634,0.00187,0.00801,-1.00236,-0.0085,0.01151,0.00645
635,-0.00123,0.01003,-1.00191,-0.00831,0.01078,0.00811
636,-0.00269,0.00884,-1.00371,-0.00718,0.01105,0.00896
637,-0.00135,0.009,-1.00384,-0.00868,0.013,0.00582
638,-0.00182,0.0093,-1.00297,-0.00848,0.01365,0.01135
639,-0.00214,0.00983,-1.00125,-0.00417,0.01154,0.00486
640,-0.00197,0.00891,-0.99966,-0.00776,0.01083,0.00688
641,-0.0022,0.01143,-1.00071,-0.00921,0.01095,0.00655
642,-0.00541,0.00845,-1.00384,-0.00767,0.01521,0.00507
643,-0.00632,0.00953,-1.00321,-0.00566,0.01312,0.00581
644,-0.00596,0.00994,-1.00059,-0.00734,0.01314,0.00369
645,-0.00513,0.01056,-1.00248,-0.00777,0.01547,0.00654
646,-0.00524,0.01003,-1.00427,-0.0069,0.01045,0.00604
647,-0.00635,0.01008,-1.00066,-0.00693,0.01496,0.00702
648,-0.00673,0.0083,-1.00169,-0.00868,0.0144,0.00719
649,-0.00515,0.00973,-1.00389,-0.00643,0.00989,0.00524
650,-0.00881,0.01302,-1.00466,0.00135,0.00903,-0.00042
651,-0.02137,0.01838,-1.00534,-0.0005,0.00183,-0.01095
652,-0.0346,0.01881,-1.00635,1e-05,-0.00473,-0.01271
653,-0.04319,0.00162,-1.00393,0.00721,-0.00685,0.00548
654,-0.04515,-0.00872,-1.00137,-0.00056,0.00188,0.01622
655,-0.03967,0.00716,-1.00153,0.00015,0.00351,0.00947
656,-0.03967,0.00716,-1.00153,0.00015,0.00351,0.00947
657,-0.03775,0.01014,-1.00151,-0.00309,0.00335,0.00983
658,-0.0356,0.00638,-0.99973,-0.00749,0.00525,0.0045
659,-0.02229,-0.00892,-0.99834,0.00651,0.01358,0.03687
660,0.00257,-0.06847,-0.99592,0.03878,0.0203,0.01256
661,0.03897,-0.12354,-1.0064,0.02473,-0.00672,-0.06628
662,0.03018,-0.18191,-1.00956,-0.0727,-0.00593,-0.16175
663,-0.00082,-0.19914,-0.97217,-0.17069,0.04742,-0.23447
664,-0.05281,-0.3645,-1.09893,-0.03486,-0.03139,-0.06638
665,-0.07306,-0.29492,-0.98169,-0.18347,0.0033,-0.02676
666,-0.05255,-0.23092,-0.99683,0.06888,0.00307,0.09333
667,-0.08102,-0.29798,-0.97238,-0.11483,-0.01871,0.2059
668,-0.02692,-0.08953,-1.00946,-0.2983,0.12498,0.04429
669,0.02241,-0.06313,-0.98683,0.06573,0.031,0.06812
670,0.00896,-0.02193,-1.03051,-0.02015,-0.03062,0.13689
671,0.05126,0.12531,-1.03288,-0.2214,0.01065,0.03963
672,0.05788,0.11005,-0.94727,0.09499,0.05084,0.05876
673,-0.01059,0.12615,-1.00209,0.09258,-0.00281,0.0382
674,-0.00952,0.15688,-1.01477,-0.14244,-0.06487,0.05298
675,0.01736,0.10794,-1.03605,-0.07282,0.00431,0.0218
676,-0.00538,-0.01561,-0.93772,0.10513,0.02237,0.04741
677,-0.05358,-0.04102,-1.04756,0.03248,-0.01053,-0.00945
678,-0.03214,-0.08454,-0.98935,-0.05229,-0.0306,-0.00823
679,-0.02804,-0.15174,-1.03679,-0.11039,0.02975,-0.00683
680,-0.03622,-0.11419,-0.98449,0.24598,-0.00158,-0.04697
681,-0.06829,-0.12073,-0.97418,0.06058,-0.04557,0.0433
682,-0.01873,-0.05025,-1.04482,-0.14161,0.13103,0.05368
683,0.00396,-0.00662,-1.08215,-0.1806,-0.18681,0.00263
684,-0.02161,0.05771,-0.86936,-0.26115,-0.15575,0.01152
685,0.04965,0.13412,-1.08502,-0.24554,-0.25249,-0.01305
686,0.05082,0.08665,-1.02353,-0.08512,0.04693,0.00943
687,0.00679,0.04839,-0.88112,0.19929,0.04273,-0.0007
688,0.01646,0.04768,-1.01396,-0.0904,0.10608,-0.04262
689,-0.01191,0.03709,-1.11653,-0.13544,0.01762,-0.0259
690,-0.07568,-0.06943,-0.95845,0.09432,0.04919,0.05688
691,-0.05293,-0.093,-0.84091,0.10046,-0.03098,0.05012
692,-0.03026,0.01871,-1.18187,-0.10983,-0.07383,-0.08936
693,-0.05686,-0.02044,-1.06299,0.0044,-0.00244,-0.07577
694,-0.04748,-0.12661,-0.76392,0.02853,0.12369,0.08376
695,-0.02059,-0.02262,-1.14896,-0.15512,0.04124,0.02219
696,-0.0103,0.05324,-1.07609,0.01765,-0.04553,-0.03246
697,0.02446,-0.03365,-0.78998,0.04379,0.00395,0.06041
698,0.02664,0.05377,-1.13549,-0.08994,0.00515,0.03342
699,0.0224,0.12795,-1.0715,-0.09088,-0.01614,-0.07964
700,0.00748,-0.00364,-0.80248,0.14635,0.17717,0.09803
701,0.00976,0.02648,-1.10731,-0.00664,0.06386,0.04262
702,-0.01072,0.12718,-1.0706,-0.14672,-0.02189,-0.1368
703,-0.02385,-0.03569,-0.87143,0.03358,0.07869,0.02795
704,-0.04041,-0.11107,-1.01584,0.04868,-0.05932,0.05716
705,-0.07744,0.03459,-1.0898,-0.11978,-0.03256,-0.0811
706,-0.04147,-0.05899,-0.91196,0.00899,0.13642,0.06532
707,-0.02427,-0.11893,-0.9995,-0.00889,-0.0048,0.06967
708,-0.04328,0.03603,-1.07949,-0.0879,-0.06557,-0.03001
709,0.01287,0.03933,-0.93968,0.0172,0.09486,0.02424
710,0.0075,-0.00088,-1.0292,0.11649,-0.02418,-0.05269
711,-0.00664,0.06112,-1.01053,-0.09788,-0.10398,-0.0297
712,0.0267,0.04776,-1.00179,-0.03342,0.11762,-0.01791
713,0.00609,-0.0217,-1.00294,0.13496,0.03473,0.05267
714,0.0046,0.04251,-1.00379,-0.139,-0.06101,0.03902
715,0.03164,0.10368,-1.05356,0.05728,0.01039,-0.11071
716,-0.03606,-0.06255,-0.94427,-0.0398,0.07269,0.07492
717,-0.06836,-0.06076,-0.99927,-0.18726,0.06013,0.0983
718,0.00728,0.08596,-1.12168,0.10071,-0.06726,-0.18875
719,-0.05885,-0.12051,-0.83892,0.11899,0.0365,0.16733
720,-0.04874,-0.04707,-1.07329,-0.19817,0.03107,0.03946
721,0.00847,0.13305,-1.04781,-0.00371,0.08044,-0.15917
722,-0.03982,-0.13846,-0.85196,-0.00549,0.06384,0.19973
723,0.01321,0.06214,-1.12879,-0.15506,-0.05167,-0.04126
724,0.02915,0.13886,-0.98152,0.04708,0.05069,-0.11564
725,-0.01985,-0.09289,-0.90347,0.04783,0.08153,0.17251
726,-0.00437,0.11852,-1.17658,-0.05216,-0.05387,-0.1225
727,0.02214,0.06368,-0.82236,0.12153,0.11564,-0.04427
728,-0.03315,-0.10049,-1.02929,-8e-05,0.07592,0.1586
729,-0.03388,0.08267,-1.13991,-0.13345,0.03454,-0.0735
730,0.00636,-0.00245,-0.79822,0.10992,0.05081,-0.00123
731,-0.03415,-0.06992,-1.1125,0.03361,-0.03539,0.03352
732,-0.03296,0.0438,-1.05149,-0.08762,0.01339,-0.06264
733,-0.00522,-0.06192,-0.87798,-0.14665,0.03476,0.06522
734,-0.03869,0.00343,-1.1216,-0.0706,-0.04247,0.01491
735,-0.0218,0.06893,-0.94056,0.03844,0.04609,-0.034
736,0.01824,-0.0,-1.00617,0.05593,-0.05611,0.03062
737,-0.0408,0.06159,-1.07227,-0.09697,-0.08798,0.00682
738,-0.01248,0.03153,-0.89382,0.06266,0.19728,-0.01316
739,0.01986,0.01564,-1.06405,0.10148,-0.05516,-0.04644
740,-0.02894,0.0068,-1.0157,0.01252,-0.081,0.01928
741,-0.00508,-0.00889,-0.9126,-0.0277,0.17749,0.02032
742,-0.02343,-0.00487,-1.08405,-0.00452,0.0626,0.03156
743,-0.01552,0.00236,-0.96097,-0.05308,-0.00193,0.00636
744,0.01729,0.00769,-1.02423,0.07681,-0.0993,-0.03954
745,-0.02062,0.03612,-0.98385,0.01334,0.13904,-0.03549
746,-0.0022,0.02028,-1.04177,0.07707,0.01838,-0.04625
747,-0.0407,-0.0299,-0.95894,-0.14969,-0.10235,0.10366
748,-0.00514,0.05906,-1.06049,0.02898,-0.07152,-0.05005
749,-0.01227,0.01991,-0.94836,-0.12476,0.08968,0.01198
750,-0.02482,-0.02838,-1.03372,-0.15279,-0.06307,0.08881
751,0.00651,0.0931,-1.05917,-0.06371,-0.04418,-0.14897
752,-0.00595,-0.03014,-0.88668,-0.00036,0.02362,0.08239
753,-0.02093,-0.0062,-1.04836,-0.07078,0.0335,0.0082
754,-0.00658,0.00969,-0.99936,-0.02045,0.05834,-0.02194
755,-0.03308,-0.06389,-0.96013,-0.11645,-0.03202,0.12905
756,-0.00498,0.12288,-1.12514,0.00495,-0.04901,-0.189
757,-0.00933,-0.05534,-0.84267,0.0514,0.05432,0.09099
758,-0.04725,-0.0247,-1.0943,-0.14778,-0.04364,0.04287
759,-0.01811,0.09681,-1.01183,-0.00702,0.02317,-0.10746
760,-0.02618,-0.07574,-0.90401,-0.00874,-0.06111,0.15522
761,-0.02455,0.0718,-1.15439,-0.03419,-0.0964,-0.07946
762,0.00398,0.03316,-0.89641,0.08347,-0.00135,-0.03827
763,-0.04391,-0.07136,-1.02309,-0.08461,0.00723,0.11723
764,-0.01434,0.09396,-1.04807,0.04387,0.04907,-0.11773
765,-0.00682,-0.04097,-0.9102,0.00356,0.08232,0.10443
766,-0.01737,0.03564,-1.1039,-0.10299,-0.10187,0.00146
767,-0.0086,0.09478,-0.94881,-0.01798,0.03468,-0.12122
768,-0.02624,-0.0732,-0.97799,-0.09936,0.03935,0.14227
769,-0.02647,0.07474,-1.1163,0.04415,-0.04849,-0.10599
770,-0.00709,0.00799,-0.86886,0.06069,0.10632,-0.03248
771,-0.04331,-0.04939,-1.06257,-0.12947,-0.02135,0.09132
772,-0.03896,0.07541,-1.04735,0.04702,0.07505,-0.13459
773,-0.02553,-0.08512,-0.87618,-0.04259,0.06932,0.14647
774,-0.04174,0.02327,-1.11604,-0.03356,-0.07243,0.01925
775,-0.00106,0.04779,-0.98309,0.06783,0.02903,-0.05236
776,-0.01853,-0.00861,-0.99205,-0.07892,-0.02583,0.05937
777,-0.03021,0.07445,-1.05206,-0.03925,-0.03983,-0.09593
778,-0.01193,0.01695,-0.938,-0.08371,0.05377,-0.01496
779,-0.01099,0.07911,-1.04108,0.07279,-0.03571,-0.02787
780,0.00728,0.13674,-0.97284,-0.08479,-0.04085,0.00461
781,-0.00807,0.13755,-0.98975,-0.0526,0.03015,0.09422
782,0.00061,0.23417,-1.07609,0.08008,-0.01515,-0.08392
783,0.02169,0.23009,-0.9413,-0.02664,0.00071,-0.01977
784,0.01565,0.11903,-0.98746,-0.04277,0.04923,0.04611
785,-0.02359,0.06582,-0.94705,0.10029,0.04344,0.05198
786,-0.00046,0.12021,-1.11986,0.11751,-0.04079,-0.05119
