,times(seconds),yaw,pitch,roll
0,0.0,-1.26,-4.74,-1.56
1,0.020043694817261308,-1.26,-4.73,-1.56
2,0.040087389634522616,-1.26,-4.73,-1.56
3,0.060131084451783924,-1.27,-4.73,-1.56
4,0.08017477926904523,-1.26,-4.73,-1.56
5,0.10021847408630655,-1.27,-4.74,-1.56
6,0.12026216890356785,-1.27,-4.74,-1.56
7,0.14030586372082915,-1.27,-4.74,-1.56
8,0.16034955853809046,-1.27,-4.74,-1.56
9,0.18039325335535178,-1.26,-4.73,-1.56
10,0.2004369481726131,-1.26,-4.73,-1.56
11,0.22048064298987438,-1.26,-4.73,-1.56
12,0.2405243378071357,-1.26,-4.74,-1.56
13,0.260568032624397,-1.26,-4.74,-1.56
14,0.2806117274416583,-1.26,-4.74,-1.56
15,0.3006554222589196,-1.27,-4.74,-1.55
16,0.32069911707618093,-1.26,-4.73,-1.55
17,0.34074281189344224,-1.26,-4.74,-1.55
18,0.36078650671070356,-1.26,-4.73,-1.55
19,0.3808302015279649,-1.26,-4.74,-1.55
20,0.4008738963452262,-1.26,-4.74,-1.55
21,0.42091759116248745,-1.26,-4.73,-1.55
22,0.44096128597974876,-1.26,-4.73,-1.55
23,0.4610049807970101,-1.26,-4.73,-1.55
24,0.4810486756142714,-1.27,-4.73,-1.56
25,0.5010923704315327,-1.26,-4.73,-1.56
26,0.521136065248794,-1.26,-4.73,-1.56
27,0.5411797600660553,-1.26,-4.73,-1.56
28,0.5612234548833166,-1.26,-4.73,-1.56
29,0.5812671497005779,-1.26,-4.73,-1.56
30,0.6013108445178392,-1.26,-4.73,-1.56
31,0.6213545393351005,-1.26,-4.74,-1.56
32,0.6413982341523619,-1.26,-4.74,-1.56
33,0.6614419289696232,-1.26,-4.74,-1.56
34,0.6814856237868845,-1.26,-4.74,-1.56
35,0.7015293186041458,-1.26,-4.73,-1.55
36,0.7215730134214071,-1.27,-4.73,-1.56
37,0.7416167082386684,-1.26,-4.73,-1.56
38,0.7616604030559297,-1.26,-4.73,-1.56
39,0.7817040978731911,-1.26,-4.74,-1.56
40,0.8017477926904524,-1.26,-4.74,-1.56
41,0.8217914875077136,-1.26,-4.74,-1.56
42,0.8418351823249749,-1.26,-4.74,-1.56
43,0.8618788771422362,-1.27,-4.74,-1.56
44,0.8819225719594975,-1.26,-4.74,-1.56
45,0.9019662667767588,-1.26,-4.74,-1.56
46,0.9220099615940202,-1.26,-4.74,-1.56
47,0.9420536564112815,-1.26,-4.74,-1.55
48,0.9620973512285428,-1.26,-4.74,-1.55
49,0.9821410460458041,-1.26,-4.73,-1.55
50,1.0021847408630653,-1.26,-4.74,-1.56
51,1.0222284356803266,-1.26,-4.74,-1.56
52,1.042272130497588,-1.26,-4.74,-1.56
53,1.0623158253148492,-1.26,-4.74,-1.56
54,1.0823595201321106,-1.26,-4.74,-1.56
55,1.1024032149493719,-1.26,-4.74,-1.56
56,1.1224469097666332,-1.27,-4.74,-1.56
57,1.1424906045838945,-1.26,-4.74,-1.56
58,1.1625342994011558,-1.26,-4.74,-1.56
59,1.1825779942184171,-1.26,-4.74,-1.55
60,1.2026216890356785,-1.26,-4.74,-1.55
61,1.2226653838529398,-1.26,-4.74,-1.56
62,1.242709078670201,-1.27,-4.74,-1.56
63,1.2627527734874624,-1.26,-4.74,-1.56
64,1.2827964683047237,-1.26,-4.74,-1.56
65,1.302840163121985,-1.27,-4.74,-1.56
66,1.3228838579392463,-1.26,-4.74,-1.56
67,1.3429275527565077,-1.26,-4.74,-1.56
68,1.362971247573769,-1.27,-4.74,-1.56
69,1.3830149423910303,-1.26,-4.73,-1.56
70,1.4030586372082916,-1.27,-4.74,-1.56
71,1.423102332025553,-1.26,-4.73,-1.56
72,1.4431460268428142,-1.26,-4.74,-1.55
73,1.4631897216600755,-1.27,-4.73,-1.55
74,1.4832334164773369,-1.27,-4.7,-1.54
75,1.5032771112945982,-1.24,-4.54,-1.62
76,1.5233208061118595,-1.17,-4.46,-1.68
77,1.5433645009291208,-1.18,-4.56,-1.66
78,1.5634081957463821,-1.18,-4.56,-1.66
79,1.5834518905636434,-1.19,-4.37,-1.64
80,1.6034955853809048,-1.25,-4.51,-1.65
81,1.6235392801981658,-1.25,-4.66,-1.64
82,1.6435829750154272,-1.29,-4.62,-1.62
83,1.6636266698326885,-1.27,-4.72,-1.65
84,1.6836703646499498,-1.33,-4.87,-1.64
85,1.703714059467211,-1.43,-4.77,-1.62
86,1.7237577542844724,-1.37,-4.77,-1.62
87,1.7438014491017337,-1.33,-4.87,-1.62
88,1.763845143918995,-1.4,-4.82,-1.62
89,1.7838888387362564,-1.35,-4.7,-1.6
90,1.8039325335535177,-1.31,-4.6,-1.59
91,1.823976228370779,-1.3,-4.54,-1.67
92,1.8440199231880403,-1.3,-4.59,-1.7
93,1.8640636180053016,-1.31,-4.5,-1.65
94,1.884107312822563,-1.28,-4.42,-1.64
95,1.9041510076398243,-1.33,-4.6,-1.65
96,1.9241947024570856,-1.37,-4.54,-1.61
97,1.9442383972743469,-1.31,-4.48,-1.58
98,1.9642820920916082,-1.31,-4.63,-1.59
99,1.9843257869088695,-1.38,-4.6,-1.56
100,2.0043694817261306,-1.34,-4.49,-1.55
101,2.024413176543392,-1.34,-4.58,-1.51
102,2.0444568713606532,-1.39,-4.56,-1.46
103,2.0645005661779146,-1.28,-4.42,-1.47
104,2.084544260995176,-1.21,-4.33,-1.5
105,2.104587955812437,-1.24,-4.36,-1.56
106,2.1246316506296985,-1.3,-4.31,-1.52
107,2.14467534544696,-1.31,-4.2,-1.47
108,2.164719040264221,-1.32,-4.3,-1.48
109,2.1847627350814824,-1.38,-4.33,-1.42
110,2.2048064298987438,-1.35,-4.23,-1.37
111,2.224850124716005,-1.28,-4.32,-1.33
112,2.2448938195332664,-1.31,-4.39,-1.31
113,2.2649375143505277,-1.2,-4.34,-1.39
114,2.284981209167789,-1.28,-4.4,-1.34
115,2.3050249039850503,-1.33,-4.25,-1.31
116,2.3250685988023116,-1.22,-4.17,-1.33
117,2.345112293619573,-1.21,-4.29,-1.36
118,2.3651559884368343,-1.3,-4.22,-1.32
119,2.3851996832540956,-1.25,-4.07,-1.33
120,2.405243378071357,-1.22,-4.18,-1.42
121,2.4252870728886182,-1.31,-4.19,-1.38
122,2.4453307677058795,-1.27,-4.11,-1.37
123,2.465374462523141,-1.23,-4.31,-1.41
124,2.485418157340402,-1.39,-4.35,-1.36
125,2.5054618521576635,-1.38,-4.25,-1.36
126,2.525505546974925,-1.25,-4.32,-1.42
127,2.545549241792186,-1.38,-4.34,-1.38
128,2.5655929366094474,-1.34,-4.21,-1.37
129,2.5856366314267087,-1.21,-4.17,-1.43
130,2.60568032624397,-1.28,-4.24,-1.44
131,2.6257240210612314,-1.31,-4.16,-1.42
132,2.6457677158784927,-1.21,-4.07,-1.45
133,2.665811410695754,-1.26,-4.2,-1.47
134,2.6858551055130153,-1.37,-4.19,-1.37
135,2.7058988003302766,-1.3,-4.13,-1.41
136,2.725942495147538,-1.34,-4.25,-1.45
137,2.7459861899647993,-1.45,-4.23,-1.38
138,2.7660298847820606,-1.46,-4.26,-1.29
139,2.786073579599322,-1.31,-4.17,-1.34
140,2.806117274416583,-1.23,-4.2,-1.43
141,2.8261609692338445,-1.32,-4.22,-1.38
142,2.846204664051106,-1.29,-4.13,-1.35
143,2.866248358868367,-1.23,-4.12,-1.42
144,2.8862920536856285,-1.29,-4.14,-1.37
145,2.90633574850289,-1.3,-4.1,-1.29
146,2.926379443320151,-1.22,-4.13,-1.42
147,2.9464231381374124,-1.3,-4.19,-1.4
148,2.9664668329546737,-1.34,-4.19,-1.3
149,2.986510527771935,-1.22,-4.19,-1.43
150,3.0065542225891964,-1.31,-4.23,-1.4
151,3.0265979174064577,-1.34,-4.21,-1.31
152,3.046641612223719,-1.18,-4.18,-1.43
153,3.0666853070409803,-1.25,-4.14,-1.43
154,3.0867290018582416,-1.35,-4.14,-1.3
155,3.106772696675503,-1.25,-4.13,-1.35
156,3.1268163914927642,-1.25,-4.1,-1.45
157,3.1468600863100256,-1.32,-4.1,-1.36
158,3.166903781127287,-1.26,-4.1,-1.5
159,3.186947475944548,-1.35,-4.14,-1.4
160,3.2069911707618095,-1.32,-4.16,-1.36
161,3.2270348655790704,-1.33,-4.16,-1.46
162,3.2470785603963317,-1.35,-4.21,-1.4
163,3.267122255213593,-1.29,-4.24,-1.35
164,3.2871659500308543,-1.33,-4.2,-1.47
165,3.3072096448481156,-1.35,-4.14,-1.47
166,3.327253339665377,-1.32,-4.18,-1.38
167,3.3472970344826383,-1.28,-4.21,-1.44
168,3.3673407292998996,-1.27,-4.13,-1.46
169,3.387384424117161,-1.26,-4.15,-1.38
170,3.407428118934422,-1.27,-4.21,-1.45
171,3.4274718137516835,-1.32,-4.14,-1.49
172,3.447515508568945,-1.32,-4.17,-1.41
173,3.467559203386206,-1.29,-4.24,-1.41
174,3.4876028982034675,-1.35,-4.2,-1.44
175,3.507646593020729,-1.34,-4.24,-1.34
176,3.52769028783799,-1.28,-4.32,-1.34
177,3.5477339826552514,-1.33,-4.25,-1.41
178,3.5677776774725127,-1.33,-4.2,-1.38
179,3.587821372289774,-1.25,-4.29,-1.33
180,3.6078650671070354,-1.26,-4.28,-1.43
181,3.6279087619242967,-1.32,-4.18,-1.43
182,3.647952456741558,-1.29,-4.24,-1.31
183,3.6679961515588193,-1.26,-4.27,-1.41
184,3.6880398463760806,-1.32,-4.18,-1.43
185,3.708083541193342,-1.26,-4.37,-1.38
186,3.7281272360106033,-1.31,-4.28,-1.43
187,3.7481709308278646,-1.3,-4.29,-1.36
188,3.768214625645126,-1.22,-4.41,-1.37
189,3.788258320462387,-1.31,-4.32,-1.44
190,3.8083020152796485,-1.3,-4.28,-1.4
191,3.82834571009691,-1.23,-4.4,-1.39
192,3.848389404914171,-1.28,-4.33,-1.44
193,3.8684330997314325,-1.3,-4.24,-1.42
194,3.8884767945486938,-1.28,-4.33,-1.37
195,3.908520489365955,-1.26,-4.33,-1.45
196,3.9285641841832164,-1.29,-4.23,-1.47
197,3.9486078790004777,-1.29,-4.3,-1.39
198,3.968651573817739,-1.3,-4.38,-1.45
199,3.9886952686350003,-1.36,-4.3,-1.49
200,4.008738963452261,-1.29,-4.33,-1.4
201,4.028782658269523,-1.24,-4.43,-1.43
202,4.048826353086784,-1.38,-4.38,-1.49
203,4.068870047904046,-1.31,-4.38,-1.39
204,4.0889137427213065,-1.25,-4.55,-1.32
205,4.108957437538568,-1.3,-4.55,-1.35
206,4.129001132355829,-1.33,-4.42,-1.45
207,4.149044827173091,-1.28,-4.4,-1.4
208,4.169088521990352,-1.4,-4.47,-1.3
209,4.1891322168076135,-1.35,-4.46,-1.37
210,4.209175911624874,-1.27,-4.38,-1.45
211,4.229219606442136,-1.28,-4.33,-1.47
212,4.249263301259397,-1.33,-4.3,-1.48
213,4.269306996076659,-1.38,-4.38,-1.42
214,4.28935069089392,-1.31,-4.42,-1.41
215,4.309394385711181,-1.26,-4.38,-1.46
216,4.329438080528442,-1.3,-4.38,-1.45
217,4.349481775345704,-1.32,-4.44,-1.35
218,4.369525470162965,-1.33,-4.53,-1.25
219,4.389569164980227,-1.34,-4.52,-1.23
220,4.4096128597974875,-1.29,-4.51,-1.29
221,4.429656554614749,-1.25,-4.48,-1.35
222,4.44970024943201,-1.24,-4.45,-1.38
223,4.469743944249272,-1.24,-4.4,-1.39
224,4.489787639066533,-1.28,-4.35,-1.4
225,4.5098313338837945,-1.28,-4.35,-1.37
226,4.529875028701055,-1.33,-4.41,-1.31
227,4.549918723518317,-1.33,-4.43,-1.27
228,4.569962418335578,-1.27,-4.44,-1.31
229,4.59000611315284,-1.19,-4.44,-1.39
230,4.610049807970101,-1.11,-4.43,-1.42
231,4.630093502787362,-1.08,-4.41,-1.43
232,4.650137197604623,-1.1,-4.4,-1.42
233,4.670180892421885,-1.16,-4.39,-1.37
234,4.690224587239146,-1.26,-4.41,-1.3
235,4.710268282056408,-1.39,-4.43,-1.25
236,4.7303119768736686,-1.52,-4.45,-1.22
237,4.75035567169093,-1.6,-4.45,-1.2
238,4.770399366508191,-1.55,-4.46,-1.22
239,4.790443061325453,-1.47,-4.47,-1.29
240,4.810486756142714,-1.37,-4.46,-1.33
241,4.830530450959976,-1.3,-4.45,-1.35
242,4.8505741457772364,-1.27,-4.44,-1.35
243,4.870617840594498,-1.25,-4.42,-1.36
244,4.890661535411759,-1.23,-4.4,-1.35
245,4.910705230229021,-1.25,-4.4,-1.33
246,4.930748925046282,-1.33,-4.41,-1.3
247,4.9507926198635435,-1.44,-4.43,-1.26
248,4.970836314680804,-1.57,-4.45,-1.23
249,4.990880009498066,-1.68,-4.46,-1.22
250,5.010923704315327,-1.75,-4.45,-1.22
251,5.030967399132589,-1.77,-4.45,-1.22
252,5.05101109394985,-1.72,-4.46,-1.24
253,5.071054788767111,-1.66,-4.47,-1.28
254,5.091098483584372,-1.6,-4.48,-1.3
255,5.111142178401634,-1.56,-4.49,-1.32
256,5.131185873218895,-1.54,-4.48,-1.34
257,5.151229568036156,-1.56,-4.47,-1.35
258,5.1712732628534175,-1.55,-4.46,-1.36
259,5.191316957670678,-1.55,-4.45,-1.35
260,5.21136065248794,-1.56,-4.45,-1.35
261,5.231404347305201,-1.56,-4.44,-1.35
262,5.251448042122463,-1.55,-4.43,-1.35
263,5.271491736939724,-1.56,-4.43,-1.35
264,5.291535431756985,-1.55,-4.42,-1.35
265,5.311579126574246,-1.55,-4.41,-1.36
266,5.331622821391508,-1.57,-4.41,-1.35
267,5.351666516208769,-1.59,-4.4,-1.35
268,5.371710211026031,-1.64,-4.41,-1.33
269,5.3917539058432915,-1.72,-4.41,-1.33
270,5.411797600660553,-1.86,-4.4,-1.33
271,5.431841295477814,-2.02,-4.4,-1.32
272,5.451884990295076,-2.18,-4.4,-1.31
273,5.471928685112337,-2.3,-4.4,-1.3
274,5.4919723799295985,-2.36,-4.4,-1.29
275,5.512016074746859,-2.38,-4.4,-1.29
276,5.532059769564121,-2.37,-4.4,-1.29
277,5.552103464381382,-2.37,-4.4,-1.29
278,5.572147159198644,-2.38,-4.4,-1.28
279,5.592190854015905,-2.37,-4.4,-1.29
280,5.612234548833166,-2.38,-4.41,-1.29
281,5.632278243650427,-2.42,-4.42,-1.33
282,5.652321938467689,-2.4,-4.39,-1.39
283,5.67236563328495,-2.44,-4.39,-1.41
284,5.692409328102212,-2.46,-4.44,-1.4
285,5.7124530229194725,-2.43,-4.54,-1.39
286,5.732496717736734,-2.23,-4.46,-1.43
287,5.752540412553995,-2.2,-4.4,-1.49
288,5.772584107371257,-2.19,-4.48,-1.48
289,5.792627802188518,-2.26,-4.42,-1.45
290,5.81267149700578,-2.42,-4.34,-1.43
291,5.83271519182304,-2.39,-4.45,-1.39
292,5.852758886640302,-2.26,-4.42,-1.43
293,5.872802581457563,-2.44,-4.33,-1.42
294,5.892846276274825,-2.53,-4.36,-1.25
295,5.912889971092086,-2.41,-4.47,-1.24
296,5.9329336659093475,-2.4,-4.41,-1.42
297,5.952977360726608,-2.42,-4.43,-1.27
298,5.97302105554387,-2.42,-4.43,-1.27
299,5.993064750361131,-2.39,-4.42,-1.47
300,6.013108445178393,-2.43,-4.43,-1.49
301,6.033152139995654,-2.39,-4.46,-1.36
302,6.053195834812915,-2.44,-4.41,-1.4
303,6.073239529630176,-2.43,-4.41,-1.41
304,6.093283224447438,-2.39,-4.42,-1.33
305,6.113326919264699,-2.39,-4.42,-1.33
306,6.133370614081961,-2.48,-4.43,-1.31
307,6.1534143088992215,-2.4,-4.46,-1.27
308,6.173458003716483,-2.43,-4.42,-1.33
