,times(seconds),yaw,pitch,roll
309,6.193501698533744,-2.51,-4.42,-1.33
310,6.213545393351006,-2.43,-4.5,-1.26
311,6.233589088168267,-2.35,-4.47,-1.34
312,6.2536327829855285,-2.51,-4.4,-1.39
313,6.273676477802789,-2.46,-4.46,-1.33
314,6.293720172620051,-2.26,-4.49,-1.34
315,6.313763867437312,-2.4,-4.43,-1.38
316,6.333807562254574,-2.43,-4.44,-1.31
317,6.353851257071835,-2.31,-4.46,-1.38
318,6.373894951889096,-2.41,-4.41,-1.33
319,6.393938646706357,-2.44,-4.44,-1.18
320,6.413982341523619,-2.3,-4.42,-1.43
321,6.43402603634088,-2.39,-4.39,-1.46
322,6.454069731158141,-2.46,-4.44,-1.28
323,6.4741134259754025,-2.33,-4.48,-1.48
324,6.494157120792663,-2.43,-4.46,-1.53
325,6.514200815609925,-2.45,-4.47,-1.35
326,6.534244510427186,-2.34,-4.49,-1.43
327,6.554288205244448,-2.41,-4.47,-1.52
328,6.574331900061709,-2.47,-4.42,-1.42
329,6.59437559487897,-2.4,-4.43,-1.47
330,6.614419289696231,-2.36,-4.44,-1.49
331,6.634462984513493,-2.44,-4.33,-1.36
332,6.654506679330754,-2.41,-4.36,-1.38
333,6.674550374148016,-2.38,-4.38,-1.4
334,6.6945940689652765,-2.44,-4.32,-1.35
335,6.714637763782538,-2.36,-4.37,-1.37
336,6.734681458599799,-2.35,-4.4,-1.33
337,6.754725153417061,-2.46,-4.34,-1.29
338,6.774768848234322,-2.41,-4.38,-1.34
339,6.7948125430515836,-2.39,-4.44,-1.33
340,6.814856237868844,-2.43,-4.36,-1.33
341,6.834899932686106,-2.39,-4.38,-1.26
342,6.854943627503367,-2.4,-4.42,-1.23
343,6.874987322320629,-2.45,-4.36,-1.27
344,6.89503101713789,-2.42,-4.39,-1.21
345,6.915074711955151,-2.36,-4.39,-1.19
346,6.935118406772412,-2.4,-4.34,-1.25
347,6.955162101589674,-2.39,-4.32,-1.17
348,6.975205796406935,-2.36,-4.35,-1.18
349,6.995249491224197,-2.44,-4.34,-1.22
350,7.015293186041458,-2.38,-4.41,-1.12
351,7.035336880858719,-2.36,-4.38,-1.14
352,7.05538057567598,-2.47,-4.35,-1.13
353,7.075424270493242,-2.39,-4.4,-1.1
354,7.095467965310503,-2.38,-4.35,-1.22
355,7.115511660127765,-2.48,-4.33,-1.15
356,7.1355553549450255,-2.39,-4.35,-1.25
357,7.155599049762287,-2.46,-4.31,-1.14
358,7.175642744579548,-2.37,-4.32,-1.23
359,7.19568643939681,-2.41,-4.3,-1.33
360,7.215730134214071,-2.4,-4.28,-1.24
361,7.2357738290313325,-2.38,-4.31,-1.29
362,7.255817523848593,-2.47,-4.29,-1.23
363,7.275861218665855,-2.38,-4.32,-1.16
364,7.295904913483116,-2.42,-4.31,-1.33
365,7.315948608300378,-2.47,-4.28,-1.26
366,7.335992303117639,-2.32,-4.32,-1.25
367,7.3560359979349,-2.4,-4.33,-1.33
368,7.376079692752161,-2.43,-4.28,-1.21
369,7.396123387569423,-2.36,-4.31,-1.29
370,7.416167082386684,-2.44,-4.33,-1.29
371,7.436210777203946,-2.43,-4.3,-1.2
372,7.4562544720212065,-2.37,-4.36,-1.27
373,7.476298166838468,-2.46,-4.36,-1.18
374,7.496341861655729,-2.44,-4.29,-1.16
375,7.516385556472991,-2.42,-4.38,-1.17
376,7.536429251290252,-2.46,-4.33,-1.05
377,7.5564729461075135,-2.45,-4.37,-1.19
378,7.576516640924774,-2.42,-4.33,-1.04
379,7.596560335742036,-2.4,-4.34,-1.15
380,7.616604030559297,-2.45,-4.36,-1.12
381,7.636647725376559,-2.41,-4.35,-1.1
382,7.65669142019382,-2.45,-4.35,-1.06
383,7.676735115011081,-2.47,-4.34,-0.95
384,7.696778809828342,-2.38,-4.34,-1.07
385,7.716822504645603,-2.43,-4.37,-1.09
386,7.736866199462865,-2.44,-4.33,-1.03
387,7.756909894280126,-2.41,-4.36,-1.12
388,7.7769535890973875,-2.49,-4.35,-1.08
389,7.796997283914648,-2.35,-4.33,-1.11
390,7.81704097873191,-2.42,-4.35,-1.2
391,7.837084673549171,-2.45,-4.33,-1.13
392,7.857128368366433,-2.34,-4.35,-1.19
393,7.877172063183694,-2.46,-4.36,-1.12
394,7.897215758000955,-2.34,-4.36,-1.04
395,7.917259452818216,-2.39,-4.33,-1.15
396,7.937303147635478,-2.46,-4.34,-1.08
397,7.957346842452739,-2.33,-4.34,-1.12
398,7.977390537270001,-2.42,-4.31,-1.11
399,7.997434232087262,-2.36,-4.39,-1.03
400,8.017477926904522,-2.36,-4.3,-1.11
401,8.037521621721785,-2.44,-4.31,-1.07
402,8.057565316539046,-2.36,-4.42,-1.02
403,8.077609011356307,-2.43,-4.33,-1.03
404,8.097652706173568,-2.48,-4.34,-0.92
405,8.11769640099083,-2.37,-4.42,-0.92
406,8.137740095808091,-2.46,-4.43,-0.89
407,8.157783790625352,-2.54,-4.32,-0.9
408,8.177827485442613,-2.44,-4.39,-0.97
409,8.197871180259876,-2.33,-4.49,-0.96
410,8.217914875077136,-2.34,-4.44,-0.9
411,8.237958569894397,-2.41,-4.33,-0.89
412,8.258002264711658,-2.5,-4.34,-0.96
413,8.27804595952892,-2.4,-4.44,-0.94
414,8.298089654346182,-2.34,-4.43,-0.83
415,8.318133349163443,-2.4,-4.41,-0.77
416,8.338177043980703,-2.54,-4.35,-0.8
417,8.358220738797966,-2.61,-4.34,-0.89
418,8.378264433615227,-2.58,-4.37,-0.84
419,8.398308128432488,-2.48,-4.36,-0.77
420,8.418351823249749,-2.33,-4.38,-0.81
421,8.438395518067011,-2.2,-4.38,-0.79
422,8.458439212884272,-2.01,-4.39,-0.78
423,8.478482907701533,-1.85,-4.38,-0.81
424,8.498526602518794,-1.65,-4.41,-0.84
425,8.518570297336057,-1.39,-4.4,-0.88
426,8.538613992153318,-1.11,-4.4,-0.91
427,8.558657686970578,-0.78,-4.4,-0.94
428,8.57870138178784,-0.43,-4.39,-0.98
429,8.598745076605102,-0.1,-4.38,-1.02
430,8.618788771422363,0.19,-4.37,-1.05
431,8.638832466239624,0.41,-4.36,-1.08
432,8.658876161056885,0.61,-4.36,-1.1
433,8.678919855874147,0.76,-4.36,-1.12
434,8.698963550691408,0.86,-4.36,-1.13
435,8.719007245508669,0.89,-4.36,-1.14
436,8.73905094032593,0.86,-4.36,-1.14
437,8.759094635143192,0.85,-4.36,-1.14
438,8.779138329960453,0.86,-4.36,-1.14
439,8.799182024777714,0.87,-4.35,-1.14
440,8.819225719594975,0.86,-4.35,-1.14
441,8.839269414412238,0.86,-4.35,-1.14
442,8.859313109229499,0.86,-4.35,-1.14
443,8.87935680404676,0.86,-4.35,-1.14
444,8.89940049886402,0.84,-4.35,-1.13
445,8.919444193681283,0.82,-4.35,-1.12
446,8.939487888498544,0.79,-4.36,-1.11
447,8.959531583315805,0.73,-4.36,-1.1
448,8.979575278133066,0.68,-4.36,-1.1
449,8.999618972950326,0.65,-4.35,-1.1
450,9.019662667767589,0.62,-4.35,-1.1
451,9.03970636258485,0.61,-4.35,-1.1
452,9.05975005740211,0.61,-4.35,-1.1
453,9.079793752219372,0.62,-4.35,-1.11
454,9.099837447036634,0.62,-4.35,-1.1
455,9.119881141853895,0.62,-4.35,-1.1
456,9.139924836671156,0.63,-4.35,-1.1
457,9.159968531488417,0.62,-4.35,-1.1
458,9.18001222630568,0.62,-4.35,-1.1
459,9.20005592112294,0.62,-4.35,-1.1
460,9.220099615940201,0.62,-4.35,-1.1
461,9.240143310757462,0.62,-4.35,-1.1
462,9.260187005574725,0.62,-4.35,-1.1
463,9.280230700391986,0.62,-4.35,-1.1
464,9.300274395209247,0.62,-4.35,-1.1
465,9.320318090026507,0.62,-4.35,-1.1
466,9.34036178484377,0.62,-4.35,-1.1
467,9.360405479661031,0.62,-4.35,-1.1
468,9.380449174478292,0.62,-4.35,-1.1
469,9.400492869295553,0.62,-4.34,-1.1
470,9.420536564112815,0.62,-4.34,-1.1
471,9.440580258930076,0.62,-4.34,-1.09
472,9.460623953747337,0.62,-4.34,-1.09
473,9.480667648564598,0.59,-4.37,-1.09
474,9.50071134338186,0.6,-4.42,-1.08
475,9.520755038199122,0.56,-4.51,-1.03
476,9.540798733016382,0.65,-4.57,-1.02
477,9.560842427833643,0.76,-4.61,-1.01
478,9.580886122650906,0.75,-4.58,-0.95
479,9.600929817468167,0.7,-4.55,-0.94
480,9.620973512285428,0.64,-4.48,-1.06
481,9.641017207102689,0.66,-4.4,-1.1
482,9.661060901919951,0.72,-4.38,-1.05
483,9.681104596737212,0.59,-4.29,-1.17
484,9.701148291554473,0.53,-4.21,-1.22
485,9.721191986371734,0.65,-4.19,-1.22
486,9.741235681188996,0.61,-4.16,-1.33
487,9.761279376006257,0.53,-4.17,-1.36
488,9.781323070823518,0.62,-4.18,-1.23
489,9.801366765640779,0.61,-4.19,-1.2
490,9.821410460458042,0.5,-4.24,-1.29
491,9.841454155275303,0.51,-4.29,-1.32
492,9.861497850092563,0.59,-4.34,-1.18
493,9.881541544909824,0.56,-4.37,-1.12
494,9.901585239727087,0.48,-4.36,-1.27
495,9.921628934544348,0.49,-4.32,-1.24
496,9.941672629361609,0.57,-4.28,-1.08
497,9.96171632417887,0.57,-4.27,-1.2
498,9.981760018996132,0.58,-4.18,-1.17
499,10.001803713813393,0.63,-4.13,-1.11
500,10.021847408630654,0.56,-4.16,-1.24
501,10.041891103447915,0.57,-4.23,-1.18
502,10.061934798265177,0.52,-4.33,-1.19
503,10.081978493082438,0.59,-4.35,-1.06
504,10.1020221878997,0.58,-4.34,-1.08
505,10.12206588271696,0.48,-4.38,-1.18
506,10.142109577534223,0.54,-4.33,-1.09
507,10.162153272351484,0.59,-4.26,-1.02
508,10.182196967168744,0.54,-4.3,-1.06
509,10.202240661986005,0.57,-4.22,-0.96
510,10.222284356803268,0.59,-4.14,-1.01
511,10.242328051620529,0.59,-4.22,-1.1
512,10.26237174643779,0.62,-4.19,-0.94
513,10.28241544125505,0.61,-4.16,-1.02
514,10.302459136072311,0.53,-4.25,-1.1
515,10.322502830889574,0.57,-4.24,-0.92
516,10.342546525706835,0.65,-4.23,-0.93
517,10.362590220524096,0.49,-4.29,-1.08
518,10.382633915341357,0.5,-4.3,-0.96
519,10.40267761015862,0.64,-4.29,-0.91
520,10.42272130497588,0.48,-4.29,-1.02
521,10.442764999793141,0.53,-4.26,-1.01
522,10.462808694610402,0.58,-4.23,-1.03
523,10.482852389427665,0.59,-4.22,-0.96
524,10.502896084244925,0.68,-4.24,-0.89
525,10.522939779062186,0.68,-4.23,-0.98
526,10.542983473879447,0.71,-4.3,-0.86
527,10.56302716869671,0.63,-4.31,-1.07
528,10.58307086351397,0.49,-4.35,-1.12
529,10.603114558331232,0.49,-4.35,-1.12
530,10.623158253148492,0.63,-4.41,-0.98
531,10.643201947965755,0.49,-4.4,-1.05
532,10.663245642783016,0.59,-4.39,-0.93
533,10.683289337600277,0.63,-4.33,-1.04
534,10.703333032417538,0.63,-4.33,-1.04
535,10.7233767272348,0.6,-4.27,-1.04
536,10.743420422052061,0.66,-4.28,-1.06
537,10.763464116869322,0.6,-4.37,-0.94
538,10.783507811686583,0.57,-4.31,-1.11
539,10.803551506503846,0.58,-4.36,-1.1
540,10.823595201321107,0.6,-4.42,-0.93
541,10.843638896138367,0.58,-4.38,-1.11
542,10.863682590955628,0.54,-4.32,-1.11
543,10.883726285772891,0.64,-4.35,-0.95
544,10.903769980590152,0.63,-4.38,-1.07
545,10.923813675407413,0.47,-4.37,-1.06
546,10.943857370224674,0.63,-4.31,-1.0
547,10.963901065041936,0.62,-4.32,-1.06
548,10.983944759859197,0.55,-4.3,-1.01
549,11.003988454676458,0.6,-4.22,-1.11
550,11.024032149493719,0.6,-4.22,-1.16
551,11.044075844310981,0.55,-4.21,-1.17
552,11.064119539128242,0.57,-4.24,-1.26
553,11.084163233945503,0.59,-4.27,-1.17
554,11.104206928762764,0.62,-4.24,-1.21
555,11.124250623580027,0.53,-4.31,-1.34
556,11.144294318397288,0.5,-4.3,-1.22
