,tof1,tof2,tof3,tof4
1074,196,0,0,0
1075,196,0,0,0
1076,197,0,0,0
1077,197,0,0,0
1078,198,0,0,0
1079,198,0,0,0
1080,198,0,0,0
1081,200,0,0,0
1082,200,0,0,0
1083,203,0,0,0
1084,203,0,0,0
1085,203,0,0,0
1086,203,0,0,0
1087,203,0,0,0
1088,207,0,0,0
1089,207,0,0,0
1090,208,0,0,0
1091,208,0,0,0
1092,208,0,0,0
1093,209,0,0,0
1094,209,0,0,0
1095,212,0,0,0
1096,212,0,0,0
1097,212,0,0,0
1098,214,0,0,0
1099,214,0,0,0
1100,215,0,0,0
1101,215,0,0,0
1102,215,0,0,0
1103,218,0,0,0
1104,218,0,0,0
1105,234,0,0,0
1106,234,0,0,0
1107,234,0,0,0
1108,853,0,0,0
1109,2381,0,0,0
1110,2381,0,0,0
1111,2381,0,0,0
1112,2484,0,0,0
1113,2484,0,0,0
1114,2509,0,0,0
1115,2509,0,0,0
1116,2509,0,0,0
1117,2528,0,0,0
1118,2528,0,0,0
1119,2512,0,0,0
1120,2512,0,0,0
1121,2515,0,0,0
1122,2515,0,0,0
1123,2515,0,0,0
1124,2518,0,0,0
1125,2518,0,0,0
1126,2518,0,0,0
1127,2523,0,0,0
1128,2523,0,0,0
1129,2526,0,0,0
1130,2526,0,0,0
1131,2519,0,0,0
1132,2519,0,0,0
1133,2519,0,0,0
1134,2524,0,0,0
1135,2524,0,0,0
1136,2524,0,0,0
1137,2524,0,0,0
1138,2524,0,0,0
1139,2533,0,0,0
1140,2533,0,0,0
1141,2529,0,0,0
1142,2529,0,0,0
1143,2529,0,0,0
1144,2534,0,0,0
1145,2534,0,0,0
1146,2536,0,0,0
1147,2536,0,0,0
1148,2536,0,0,0
1149,2536,0,0,0
1150,2536,0,0,0
1151,2542,0,0,0
1152,2542,0,0,0
1153,2542,0,0,0
1154,2553,0,0,0
1155,2553,0,0,0
1156,2541,0,0,0
1157,2541,0,0,0
1158,2541,0,0,0
1159,2550,0,0,0
1160,2550,0,0,0
1161,2538,0,0,0
1162,2538,0,0,0
1163,2538,0,0,0
1164,2550,0,0,0
1165,2550,0,0,0
1166,2542,0,0,0
1167,2542,0,0,0
1168,2542,0,0,0
1169,2542,0,0,0
1170,2542,0,0,0
1171,2544,0,0,0
1172,2544,0,0,0
1173,2544,0,0,0
1174,2560,0,0,0
1175,2560,0,0,0
1176,2556,0,0,0
1177,2556,0,0,0
1178,2556,0,0,0
1179,2565,0,0,0
1180,2565,0,0,0
1181,2553,0,0,0
1182,2553,0,0,0
1183,2554,0,0,0
1184,2554,0,0,0
1185,2558,0,0,0
1186,2558,0,0,0
1187,2558,0,0,0
1188,2553,0,0,0
1189,2553,0,0,0
1190,2541,0,0,0
1191,2541,0,0,0
1192,2541,0,0,0
1193,2552,0,0,0
1194,2552,0,0,0
1195,2550,0,0,0
1196,2550,0,0,0
1197,2561,0,0,0
1198,2561,0,0,0
1199,2561,0,0,0
1200,2563,0,0,0
1201,2563,0,0,0
1202,2560,0,0,0
1203,2560,0,0,0
1204,2560,0,0,0
1205,2553,0,0,0
1206,2553,0,0,0
1207,2556,0,0,0
1208,2556,0,0,0
1209,2556,0,0,0
1210,2552,0,0,0
1211,2552,0,0,0
1212,2550,0,0,0
1213,2550,0,0,0
1214,2550,0,0,0
1215,2555,0,0,0
1216,2569,0,0,0
1217,2569,0,0,0
1218,2544,0,0,0
1219,2544,0,0,0
1220,2544,0,0,0
1221,2548,0,0,0
1222,2548,0,0,0
1223,2548,0,0,0
1224,2546,0,0,0
1225,2546,0,0,0
1226,2551,0,0,0
1227,2551,0,0,0
1228,2562,0,0,0
1229,2562,0,0,0
1230,2565,0,0,0
1231,2565,0,0,0
1232,2565,0,0,0
1233,2557,0,0,0
1234,2557,0,0,0
1235,2550,0,0,0
1236,2550,0,0,0
1237,2550,0,0,0
1238,2548,0,0,0
1239,2548,0,0,0
1240,2556,0,0,0
1241,2556,0,0,0
1242,2556,0,0,0
1243,2581,0,0,0
1244,2581,0,0,0
1245,2596,0,0,0
1246,2596,0,0,0
1247,2596,0,0,0
1248,2603,0,0,0
1249,2603,0,0,0
1250,2624,0,0,0
1251,2624,0,0,0
1252,2624,0,0,0
1253,2650,0,0,0
1254,2650,0,0,0
1255,2663,0,0,0
1256,2663,0,0,0
1257,2663,0,0,0
1258,2685,0,0,0
1259,2685,0,0,0
1260,2716,0,0,0
1261,2716,0,0,0
1262,2716,0,0,0
1263,2719,0,0,0
1264,2719,0,0,0
1265,2741,0,0,0
1266,2741,0,0,0
1267,2761,0,0,0
1268,2761,0,0,0
1269,2761,0,0,0
1270,2789,0,0,0
1271,2789,0,0,0
1272,2792,0,0,0
1273,2792,0,0,0
1274,2792,0,0,0
