,times(seconds),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
47,0.9129660496344933,-0.01605,0.01548,-1.00158,-0.00645,0.00583,0.0056
48,0.9323908592011847,-0.01435,0.01453,-1.0013,-0.00435,0.00614,0.00669
49,0.951815668767876,-0.0145,0.01469,-1.00205,-0.00734,0.00738,0.00592
50,0.9712404783345674,-0.01324,0.01401,-1.00424,-0.00862,0.0093,0.00739
51,0.9906652879012587,-0.01248,0.01524,-1.00364,-0.00603,0.00806,0.00613
52,1.01009009746795,-0.01163,0.0156,-1.0046,-0.00779,0.00776,0.00431
53,1.0295149070346414,-0.01302,0.01478,-1.00447,-0.00667,0.00636,0.0056
54,1.0489397166013328,-0.01341,0.01399,-1.00185,-0.00548,0.0081,0.00634
55,1.0683645261680241,-0.01408,0.01494,-1.00311,-0.00907,0.00806,0.00624
56,1.0877893357347155,-0.01489,0.0146,-1.00432,-0.00618,0.01128,0.00813
57,1.1072141453014068,-0.01568,0.01548,-1.00243,-0.00446,0.00682,0.00554
58,1.1266389548680982,-0.01523,0.01508,-1.00212,-0.00592,0.00817,0.00488
59,1.1460637644347895,-0.0155,0.01399,-1.00221,-0.00618,0.00716,0.00817
60,1.1654885740014809,-0.01632,0.01491,-1.00266,-0.00537,0.00753,0.00494
61,1.1849133835681722,-0.01518,0.0158,-1.00298,-0.00484,0.00781,0.00424
62,1.2043381931348636,-0.0142,0.01432,-1.00333,-0.00375,0.01043,0.00623
63,1.223763002701555,-0.01449,0.0148,-1.00224,-0.00585,0.00673,0.00321
64,1.2431878122682463,-0.01417,0.01428,-1.0024,-0.00575,0.0073,0.00793
65,1.2626126218349376,-0.01327,0.01309,-1.0027,-0.00783,0.00698,0.01062
66,1.282037431401629,-0.01276,0.0149,-1.00187,-0.00463,0.00576,0.00797
67,1.3014622409683203,-0.0136,0.01405,-1.00289,-0.00442,0.00567,0.0087
68,1.3208870505350117,-0.01287,0.01396,-1.00194,-0.00649,0.00678,0.00695
69,1.340311860101703,-0.01513,0.01454,-1.00046,-0.00686,0.00769,0.0054
70,1.3597366696683943,-0.01612,0.01442,-1.00322,-0.00489,0.00676,0.00656
71,1.3791614792350857,-0.01538,0.01431,-1.00336,-0.00757,0.00775,0.00746
72,1.398586288801777,-0.01504,0.0138,-1.00397,-0.0077,0.00803,0.00822
73,1.4180110983684684,-0.01484,0.01498,-1.00315,-0.00625,0.00806,0.00557
74,1.4374359079351597,-0.01467,0.01497,-1.0031,-0.00491,0.00855,0.00542
75,1.456860717501851,-0.01439,0.01509,-1.00356,-0.00604,0.0071,0.00502
76,1.4762855270685424,-0.01389,0.01432,-1.00321,-0.00577,0.00752,0.00631
77,1.4957103366352338,-0.01264,0.01471,-1.00451,-0.00435,0.00776,0.00657
78,1.5151351462019251,-0.01291,0.01419,-1.00382,-0.00774,0.00647,0.00923
79,1.5345599557686165,-0.01279,0.01552,-1.00282,-0.0048,0.00778,0.00596
80,1.5539847653353078,-0.01272,0.01428,-1.00132,-0.00599,0.00905,0.00817
81,1.5734095749019992,-0.01325,0.01402,-0.99986,-0.00741,0.0062,0.00439
82,1.5928343844686905,-0.01405,0.01563,-1.00219,-0.00557,0.00854,0.00661
83,1.6122591940353819,-0.01688,0.01367,-1.00277,-0.00677,0.00789,0.00693
84,1.6316840036020732,-0.01695,0.01474,-1.00431,-0.00439,0.00731,0.00399
85,1.6511088131687646,-0.01701,0.01526,-1.00425,-0.00615,0.00871,0.00596
86,1.670533622735456,-0.01544,0.01393,-1.00299,-0.00497,0.00691,0.00692
87,1.6899584323021473,-0.01379,0.01499,-1.00243,-0.0075,0.00882,0.00544
88,1.7093832418688386,-0.01307,0.01572,-1.00468,-0.00641,0.00686,0.00606
89,1.72880805143553,-0.01338,0.01509,-1.00475,-0.00499,0.00491,0.0059
90,1.7482328610022213,-0.01227,0.01516,-1.00246,-0.00667,0.00688,0.00675
91,1.7676576705689127,-0.01349,0.01406,-1.00174,-0.00835,0.00767,0.0081
92,1.787082480135604,-0.01472,0.01507,-1.00141,-0.00412,0.00858,0.00809
93,1.8065072897022953,-0.01528,0.0148,-1.00209,-0.00838,0.00878,0.00658
94,1.8259320992689867,-0.01512,0.01546,-1.00372,-0.00651,0.00595,0.00632
95,1.845356908835678,-0.01571,0.01486,-1.00333,-0.00519,0.00874,0.00625
96,1.8647817184023694,-0.0156,0.01394,-1.00322,-0.00439,0.00735,0.0097
97,1.8842065279690607,-0.01511,0.01423,-1.00508,-0.00465,0.00432,0.00614
98,1.903631337535752,-0.01445,0.01422,-1.00516,-0.007,0.0064,0.00828
99,1.9230561471024434,-0.01423,0.01455,-1.00174,-0.00921,0.00684,0.00841
100,1.9424809566691348,-0.01465,0.01577,-1.00178,-0.00473,0.00831,0.00393
101,1.9619057662358261,-0.01432,0.01459,-1.0039,-0.00563,0.00896,0.00718
102,1.9813305758025175,-0.01391,0.01563,-1.00256,-0.00418,0.00601,0.0061
103,2.000755385369209,-0.01491,0.01475,-1.00261,-0.00635,0.0087,0.00693
104,2.0201801949359,-0.01366,0.01383,-1.00467,-0.00675,0.00597,0.00681
105,2.0396050045025915,-0.01342,0.01535,-1.00349,-0.00696,0.00779,0.00467
106,2.059029814069283,-0.0148,0.01601,-1.00366,-0.0073,0.00745,0.00671
107,2.078454623635974,-0.01489,0.01516,-1.00386,-0.00465,0.00525,0.00812
108,2.0978794332026656,-0.01466,0.01532,-1.00214,-0.00344,0.00486,0.00676
109,2.117304242769357,-0.01548,0.01393,-0.99998,-0.00688,0.00592,0.00747
110,2.1367290523360483,-0.01522,0.01571,-1.00373,-0.00484,0.00749,0.0081
111,2.1561538619027396,-0.01527,0.01489,-1.0021,-0.00557,0.00718,0.00709
112,2.175578671469431,-0.01379,0.0149,-1.00278,-0.00492,0.00739,0.00925
113,2.1950034810361223,-0.01314,0.01556,-1.00224,-0.00554,0.00876,0.00504
114,2.2144282906028137,-0.01365,0.01549,-1.00284,-0.00714,0.00733,0.00693
115,2.233853100169505,-0.01507,0.00984,-1.00541,-0.00433,0.00982,0.02318
116,2.2532779097361963,-0.01327,0.02063,-1.00428,-0.01022,0.00346,-0.00992
117,2.2727027193028877,-0.01246,0.01431,-1.00145,-0.00321,0.00817,0.0097
118,2.292127528869579,-0.01089,0.01386,-0.99767,-0.00104,0.01585,0.00625
119,2.3115523384362704,0.04612,0.0123,-0.98398,0.01045,0.04778,0.00612
120,2.3309771480029617,0.12472,-0.00096,-1.01146,-0.01158,0.06437,0.03937
121,2.350401957569653,0.20305,0.00137,-1.02494,-0.05344,0.05259,0.05959
122,2.3698267671363444,0.25086,0.01905,-0.99972,-0.05872,0.05444,0.09941
123,2.389251576703036,0.27042,0.05435,-1.03238,0.06939,-0.08963,0.00438
124,2.408676386269727,0.28254,0.06602,-0.94829,0.0475,0.05193,-0.02329
125,2.4281011958364185,0.3419,0.09057,-0.98667,-0.02648,0.00111,-0.10669
126,2.44752600540311,0.21778,-0.07177,-1.08946,-0.11937,-0.03453,0.06537
127,2.466950814969801,0.18364,-0.02545,-0.98461,0.08618,-0.11067,-0.07603
128,2.4863756245364925,0.1364,0.06627,-0.94789,0.02084,-0.07734,-0.11364
129,2.505800434103184,0.05517,-0.04134,-1.06321,-0.19305,0.01228,0.11517
130,2.525225243669875,0.04461,0.00246,-1.01303,0.05835,-0.11796,-0.03552
131,2.5446500532365666,0.05182,0.06876,-0.93226,-0.00479,0.10431,-0.08846
132,2.564074862803258,0.04347,-0.01335,-1.05958,-0.12337,0.02226,0.07398
133,2.5834996723699493,0.08968,-0.01672,-1.01322,0.00482,-0.0206,-0.03218
134,2.6029244819366406,0.17656,0.02453,-1.06704,0.01754,0.05445,0.09338
135,2.622349291503332,0.201,0.00946,-0.95604,0.03494,0.07298,0.02137
136,2.6417741010700233,0.26308,0.07779,-0.97205,-0.00381,0.08279,0.01886
137,2.6611989106367147,0.24085,-0.00772,-1.05491,-0.05864,0.02119,-0.01748
138,2.680623720203406,0.24788,0.03231,-0.97314,0.1662,-0.07337,-0.01422
139,2.7000485297700973,0.19606,0.00923,-1.02931,0.02043,0.05008,-0.0194
140,2.7194733393367887,0.16327,0.00978,-1.02448,-0.04384,0.058,-0.06505
141,2.73889814890348,0.14663,-0.01498,-0.93816,0.2954,-0.02117,0.02065
142,2.7583229584701714,0.10879,-0.03316,-1.00851,0.02373,0.04955,0.0532
143,2.7777477680368627,0.13961,0.05192,-0.96921,-0.00742,0.20445,-0.05134
144,2.797172577603554,0.10138,0.02353,-1.08971,0.30969,-0.17294,0.00826
145,2.8165973871702454,0.09254,0.01455,-0.99545,-0.00536,0.1374,0.06229
146,2.836022196736937,0.10816,0.00161,-0.98944,-0.09707,-0.02943,0.03783
147,2.855447006303628,0.11177,0.03367,-1.00808,-0.28519,0.04887,-0.01641
148,2.8748718158703195,0.14731,0.04646,-1.02292,0.09843,-0.11195,-0.02407
149,2.894296625437011,0.17468,0.03281,-0.99327,0.20215,0.0374,0.00582
150,2.913721435003702,0.20578,0.0044,-0.9737,0.04386,0.15758,-0.00942
151,2.9331462445703935,0.18122,-0.01287,-0.99218,-0.08025,0.15505,0.00882
152,2.952571054137085,0.18148,-0.02727,-1.01475,-0.08196,0.00729,0.03549
153,2.971995863703776,0.14984,-0.00824,-1.02955,-0.22844,-0.05729,0.00349
154,2.9914206732704676,0.12237,0.01022,-1.05234,-0.25929,-0.12869,0.02602
155,3.010845482837159,0.10216,0.00628,-0.9977,-0.44426,-0.03286,-0.00349
156,3.0302702924038503,0.08466,0.00728,-1.02358,-0.38025,-0.09106,0.02957
157,3.0496951019705416,0.04753,0.02451,-1.03293,-0.41167,0.0382,0.00798
158,3.069119911537233,0.04838,0.03464,-1.00198,-0.32003,-0.03668,-0.00177
159,3.0885447211039243,-0.02153,-0.00991,-1.04472,-0.17014,-0.15282,0.08703
160,3.1079695306706157,-0.07751,-0.00894,-1.03019,-0.21713,-0.1351,0.05802
161,3.127394340237307,-0.1731,0.01374,-1.02864,-0.30859,-0.04318,0.05528
162,3.1468191498039984,-0.28167,0.01872,-1.02783,-0.13212,-0.17998,0.00288
163,3.1662439593706897,-0.31677,0.02555,-0.94501,0.02353,-0.07274,-0.03437
164,3.185668768937381,-0.34586,0.0167,-1.01,0.14073,-0.00368,-0.03762
165,3.2050935785040724,-0.32809,-0.01466,-0.95523,-0.13438,0.15524,-0.05049
166,3.2245183880707637,-0.33221,-0.06923,-1.04691,-0.02319,-0.11843,0.04895
167,3.243943197637455,-0.27526,-0.07059,-1.0091,-0.09496,-0.02871,0.07038
168,3.2633680072041464,-0.2282,0.0051,-0.94572,-0.0207,0.05884,-0.00292
169,3.282792816770838,-0.15748,0.03259,-1.03042,-0.12862,0.25126,0.01138
170,3.302217626337529,-0.09325,0.00382,-1.06074,0.01377,-0.07649,0.08883
171,3.3216424359042205,-0.06404,0.06471,-0.91659,0.10537,-0.06402,0.01452
172,3.341067245470912,-0.06953,0.06942,-1.0718,-0.06295,0.14545,-0.06419
173,3.360492055037603,-0.04675,0.01439,-0.99257,-0.14555,-0.06329,0.0472
174,3.3799168646042945,-0.11241,0.00803,-0.9654,-0.04483,0.02828,0.00718
175,3.399341674170986,-0.10737,0.01269,-1.08823,0.12943,-0.19855,-0.00768
176,3.418766483737677,-0.16507,0.01631,-0.93183,0.04508,-0.0395,-0.03615
177,3.4381912933043686,-0.20623,-0.00549,-1.05931,0.11362,-0.05398,0.05226
178,3.45761610287106,-0.22828,0.01788,-0.92355,0.03414,0.0237,-0.03977
179,3.4770409124377513,-0.23816,0.0044,-1.07815,0.1429,-0.04179,0.03399
180,3.4964657220044426,-0.22452,0.02872,-0.91509,0.0131,-0.00288,-0.00047
181,3.515890531571134,-0.16568,-0.00125,-1.03272,-0.10035,0.03186,0.00709
182,3.5353153411378253,-0.1583,0.00631,-1.05954,0.01799,-0.0855,-0.02156
183,3.5547401507045167,-0.07806,-0.01889,-0.90911,0.01443,0.10218,0.02826
184,3.574164960271208,-0.05543,-0.00258,-1.0633,-0.00019,-0.03469,0.05537
185,3.5935897698378994,-0.01968,0.04466,-0.97919,-0.00873,0.06472,-0.03424
186,3.6130145794045907,0.01651,-0.01136,-1.01951,-0.10532,0.03249,0.04626
187,3.632439388971282,-0.03869,0.02429,-1.04492,0.04792,-0.05858,-0.01975
188,3.6518641985379734,-0.048,0.03439,-0.92647,0.06802,0.02277,-0.03929
189,3.6712890081046647,-0.09972,0.02207,-1.0767,-0.10354,0.01934,0.01463
190,3.690713817671356,-0.18286,0.01622,-1.03918,-0.0338,-0.06008,-0.05412
191,3.7101386272380474,-0.19108,-0.02841,-0.89234,0.07376,0.02332,0.0248
192,3.729563436804739,-0.21043,0.00291,-1.07246,-0.18204,0.00744,0.01407
193,3.74898824637143,-0.22307,-0.02171,-1.02936,-0.01288,-0.0791,0.01158
194,3.7684130559381215,-0.19034,0.00796,-0.96406,0.05462,-0.01127,0.04096
195,3.787837865504813,-0.09629,0.06229,-0.94494,-0.03847,0.09159,-0.01507
196,3.807262675071504,-0.03314,0.03074,-1.03552,-0.03034,0.06742,0.00409
197,3.8266874846381955,-0.04192,-0.08183,-1.06921,-0.09155,-0.00993,0.14432
198,3.846112294204887,0.00507,0.05413,-1.01189,0.03905,-0.06932,-0.02597
199,3.865537103771578,-0.00161,0.08467,-0.9652,0.05305,-0.006,-0.00743
200,3.8849619133382696,-0.02335,0.00194,-0.95507,0.00965,0.04263,0.01353
201,3.904386722904961,-0.02769,0.0084,-1.02604,-0.05689,0.03385,-0.05331
202,3.9238115324716523,-0.07727,-0.05488,-1.04321,-0.0579,-0.01362,0.04271
203,3.9432363420383436,-0.1326,-0.01785,-1.00489,-0.05965,0.00019,0.02447
204,3.962661151605035,-0.09904,0.0983,-0.97489,0.03406,0.00032,-0.12278
205,3.9820859611717263,-0.1292,0.05375,-0.99226,0.04005,-0.01808,-0.02409
206,4.001510770738418,-0.07042,-0.01844,-1.00516,-0.00643,0.02961,-0.0283
207,4.020935580305109,-0.08194,-0.06039,-1.01168,-0.00966,0.03664,0.08656
208,4.0403603898718,-0.05048,-0.00744,-1.00064,-0.00407,0.03492,0.07788
209,4.059785199438492,-0.05048,-0.00744,-1.00064,-0.00407,0.03492,0.07788
210,4.079210009005183,-0.02124,0.01192,-1.0285,-0.0525,-0.00307,0.04079
211,4.098634818571874,-0.01185,0.00049,-1.00439,-0.0446,-0.00025,0.01743
212,4.118059628138566,-0.01185,0.00049,-1.00439,-0.0446,-0.00025,0.01743
213,4.1374844377052575,0.01737,0.05046,-1.00931,0.00318,-0.03243,-0.03394
214,4.156909247271948,-0.03114,0.03946,-1.00529,0.04654,-0.02691,-0.04104
215,4.176334056838639,-0.02673,0.01609,-0.99098,0.03641,0.01235,-0.05079
216,4.195758866405331,-0.01316,0.00446,-1.00271,0.01297,0.01325,-0.0555
217,4.215183675972023,-0.02634,-0.01904,-1.00354,0.00296,0.01327,-0.01437
218,4.234608485538714,-0.02765,-0.02812,-0.9969,-0.00456,0.02065,0.02812
219,4.254033295105405,-0.01658,-0.00316,-1.00342,-0.0114,0.01572,0.01536
220,4.2734581046720965,-0.01602,0.01529,-1.0037,-0.01525,0.01872,0.01356
221,4.292882914238788,-0.01554,0.02044,-1.00338,-0.01766,0.02294,0.00786
222,4.312307723805479,-0.03487,-0.00714,-1.01304,-0.03072,0.0157,0.04142
223,4.33173253337217,-0.04894,-0.01197,-1.0173,-0.04606,0.00506,0.05632
224,4.351157342938862,-0.03934,0.00412,-0.99705,-0.02932,6e-05,0.06463
225,4.370582152505554,-0.0278,0.01697,-0.99221,-0.01935,0.00825,0.05046
226,4.390006962072245,-0.01696,0.03145,-1.00272,-0.00576,0.00042,0.01446
227,4.4094317716389355,-0.02479,0.05811,-1.00444,0.01372,0.00205,-0.0318
228,4.428856581205627,-0.03713,0.04163,-1.00066,0.02459,-0.00329,-0.0228
229,4.448281390772319,-0.03048,0.00914,-1.00054,0.01977,-0.00579,-0.01991
230,4.46770620033901,-0.02285,-0.00738,-0.99922,0.01174,-0.00329,-0.02218
231,4.487131009905701,-0.02555,-0.01249,-1.00198,0.00848,0.00441,-0.01155
232,4.506555819472393,-0.0274,-0.00433,-1.00305,0.00193,0.00638,0.0062
233,4.5259806290390845,-0.01951,0.01581,-0.99634,0.00061,0.00963,-0.00691
234,4.545405438605775,-0.01259,0.01232,-0.99883,-0.00255,0.00481,-0.01889
235,4.564830248172466,-0.00821,0.00779,-1.0027,-0.00523,0.00599,-0.02749
236,4.584255057739158,-0.01755,0.00458,-1.00117,-0.00818,0.01265,-0.00705
237,4.60367986730585,-0.02396,0.00797,-1.00157,-0.01095,0.01594,0.01195
238,4.623104676872541,-0.02197,0.01028,-1.0028,-0.01171,0.01533,0.01419
239,4.642529486439232,-0.02013,0.00797,-1.0042,-0.01651,0.01436,0.00758
240,4.6619542960059235,-0.01969,0.01036,-1.00073,-0.01541,0.01651,0.00313
241,4.681379105572615,-0.01993,0.01219,-1.00151,-0.01348,0.01524,0.00979
242,4.700803915139306,-0.01917,0.01165,-1.00046,-0.00991,0.01255,0.0094
243,4.720228724705997,-0.02073,0.00928,-1.00026,-0.00689,0.01826,0.01188
244,4.739653534272689,-0.02441,0.00918,-1.00459,-0.01281,0.01118,0.01236
245,4.759078343839381,-0.04257,-0.00114,-1.00254,-0.00781,0.01116,0.02961
246,4.778503153406072,-0.04539,-0.00393,-1.00299,-0.00545,0.00826,0.04287
247,4.7979279629727625,-0.04499,-0.00096,-1.00145,-0.00509,0.0096,0.0485
248,4.817352772539454,-0.04171,0.01054,-1.00341,-0.00345,0.01067,0.05262
249,4.836777582106146,-0.03799,0.01375,-1.00136,-0.00189,0.00724,0.04797
250,4.856202391672837,-0.03482,0.01571,-1.00083,-0.00319,0.00897,0.04379
251,4.875627201239528,-0.02784,0.02292,-1.00098,-0.00198,0.00925,0.03236
252,4.89505201080622,-0.01944,0.03269,-1.00293,-0.00166,0.00559,0.01036
253,4.9144768203729114,-0.01335,0.02785,-1.00121,-0.00539,0.0071,-0.00428
254,4.933901629939602,-0.01296,0.00406,-1.00309,-0.0085,0.00655,0.00323
255,4.953326439506293,-0.01131,0.00122,-1.00493,-0.0065,0.00484,0.0121
256,4.972751249072985,-0.00722,0.01612,-1.00363,-0.00856,0.00577,0.00473
257,4.992176058639677,-0.00668,0.0126,-1.0036,-0.00755,0.00562,0.00344
258,5.011600868206368,-0.00809,0.00396,-1.00275,-0.00928,0.00464,0.00956
259,5.031025677773059,-0.00593,0.01158,-0.99857,-0.00933,0.00728,0.00953
260,5.05045048733975,-0.00479,0.01434,-1.00137,-0.00468,0.00657,0.0033
261,5.069875296906442,-0.00456,0.00865,-1.00408,-0.00733,0.00763,0.00831
262,5.089300106473133,-0.00616,0.01013,-1.00204,-0.0077,0.00495,0.0093
263,5.108724916039824,-0.00424,0.01202,-1.00054,-0.00329,0.00606,0.00769
264,5.128149725606516,-0.0019,0.01199,-1.00417,-0.00752,0.00434,0.0045
265,5.147574535173208,-0.03874,0.04252,-1.00526,-0.00994,-0.01518,-0.0219
266,5.1669993447398985,-0.08376,0.17089,-1.02041,-0.05162,-0.01571,0.05337
267,5.186424154306589,-0.07804,0.21968,-1.02506,0.00969,0.00569,0.07379
268,5.205848963873281,-0.03077,0.28261,-1.00145,-0.11627,0.00994,0.03942
269,5.225273773439973,-0.03122,0.34994,-0.93005,-0.09843,0.04753,-0.1041
270,5.244698583006664,-0.04608,0.275,-1.07085,-0.10958,-0.08288,-0.00951
271,5.264123392573355,-0.01752,0.24361,-1.03417,-0.03185,-0.02574,-0.03376
272,5.283548202140047,0.03047,0.24174,-0.8748,-0.02659,0.07185,-0.13726
273,5.302973011706738,0.03236,0.137,-1.06818,-0.01617,0.02901,-0.01939
274,5.322397821273429,-0.00306,0.02952,-1.06886,-0.00427,-0.05169,0.06327
275,5.34182263084012,0.02111,0.15312,-0.93193,-0.10223,0.06448,-0.03514
276,5.361247440406812,0.06805,0.13111,-1.01517,0.12703,0.00148,0.00594
277,5.380672249973504,0.04131,0.09919,-1.03022,-0.10645,-0.00559,0.04522
278,5.400097059540195,0.03632,0.2414,-0.98478,-0.09863,0.04493,-0.03268
279,5.419521869106886,-0.00633,0.1102,-1.01772,0.15715,0.00273,0.07192
280,5.438946678673577,0.00476,0.2172,-0.98392,0.07038,-0.10059,0.02669
281,5.458371488240269,-0.02575,0.26592,-1.03672,-0.0887,-0.00171,-0.02015
282,5.47779629780696,-0.0333,0.21369,-0.94876,0.02922,0.08643,-0.06549
283,5.497221107373651,-0.03802,0.1471,-1.01873,-0.23344,0.02712,0.09539
284,5.516645916940343,-0.03679,0.2158,-0.99611,-0.11811,0.0467,-0.06443
285,5.536070726507035,-0.01993,0.12693,-1.02803,0.02308,0.00153,0.08728
286,5.5554955360737255,0.00343,0.20674,-0.99174,0.13554,0.02897,-0.01905
287,5.574920345640416,0.0235,0.19277,-0.99892,0.14396,0.04925,-0.03355
288,5.594345155207108,0.00159,0.10214,-0.98274,-0.13959,0.1255,0.08553
289,5.6137699647738,0.02643,0.1804,-1.04772,-0.13335,-0.08215,0.00753
290,5.633194774340491,-0.00295,0.19404,-0.99755,-0.05706,-0.02786,-0.06943
291,5.652619583907182,0.01309,0.16665,-0.96464,0.24797,-0.0953,0.0229
292,5.672044393473874,-0.01373,0.14367,-1.00404,0.06334,0.12587,0.0221
293,5.691469203040565,-0.0172,0.13359,-1.01718,-0.18131,0.04684,0.07008
294,5.710894012607256,-0.01368,0.15565,-1.01622,-0.15864,-0.05711,-0.01162
295,5.730318822173947,-0.02374,0.18373,-1.01152,0.11413,-0.06428,-0.06476
296,5.749743631740639,-0.01972,0.18615,-0.97703,0.11687,-0.15069,-0.01721
297,5.769168441307331,-0.02179,0.22912,-0.94601,0.05688,0.00839,-0.02535
298,5.788593250874022,-0.03982,0.14935,-0.90491,0.38193,0.29894,0.03709
299,5.808018060440713,-0.01835,0.20028,-0.98682,0.31202,0.11984,-0.03098
300,5.827442870007404,-0.04169,0.12799,-1.04162,0.46712,0.02166,0.14803
301,5.846867679574096,0.00168,0.16474,-0.90499,0.4361,0.14431,0.05203
302,5.866292489140787,-0.011,0.16111,-0.95731,0.58241,0.08319,0.05022
303,5.885717298707478,0.00907,0.15341,-0.96228,0.52828,0.10066,0.01149
304,5.90514210827417,0.02154,0.13958,-1.01931,0.29557,-0.12025,-0.02036
305,5.9245669178408615,0.02329,0.12831,-0.98152,0.22572,-0.29055,-0.06459
306,5.943991727407552,-0.00575,0.0878,-0.95143,0.10315,-0.19974,-0.05308
307,5.963416536974243,0.0041,-0.02831,-1.00456,0.16532,-0.17716,-0.00977
308,5.982841346540935,-0.01287,-0.12885,-0.97453,0.02178,-0.11821,0.01388
309,6.002266156107627,-0.0119,-0.18715,-0.96438,0.1297,0.05591,-0.12371
310,6.021690965674318,-0.04837,-0.26942,-0.96063,0.00295,0.34603,-0.08812
311,6.041115775241009,-0.0483,-0.36238,-1.04014,0.04685,0.07897,0.00838
312,6.0605405848077005,-0.03321,-0.29793,-1.03506,0.07348,-0.22859,0.07408
313,6.079965394374392,-0.05102,-0.26091,-0.9717,0.089,0.08387,-0.02145
314,6.099390203941083,-0.02617,-0.24565,-1.03074,-0.10805,0.20331,0.12157
315,6.118815013507774,0.02186,-0.11856,-1.0133,-0.04235,-0.20501,0.00165
316,6.138239823074466,0.01152,-0.0883,-0.95161,0.20222,-0.06805,-0.00054
317,6.157664632641158,0.01646,-0.0745,-1.03305,-0.15459,0.1448,0.03419
318,6.177089442207849,0.0384,-0.04457,-1.07425,-0.078,-0.15848,-0.01987
