,times(seconds),tof1,tof2,tof3,tof4
0,0.0,3393,0,0,0
1,0.019393069681778452,3387,0,0,0
2,0.038786139363556904,3387,0,0,0
3,0.058179209045335356,3353,0,0,0
4,0.07757227872711381,3353,0,0,0
5,0.09696534840889226,3353,0,0,0
6,0.11635841809067071,3353,0,0,0
7,0.13575148777244916,3353,0,0,0
8,0.15514455745422762,3360,0,0,0
9,0.17453762713600607,3360,0,0,0
10,0.19393069681778452,3360,0,0,0
11,0.21332376649956297,3311,0,0,0
12,0.23271683618134142,3311,0,0,0
13,0.2521099058631199,3306,0,0,0
14,0.27150297554489833,3306,0,0,0
15,0.2908960452266768,3306,0,0,0
16,0.31028911490845523,3295,0,0,0
17,0.3296821845902337,3295,0,0,0
18,0.34907525427201214,3298,0,0,0
19,0.3684683239537906,3298,0,0,0
20,0.38786139363556904,3298,0,0,0
21,0.4072544633173475,3275,0,0,0
22,0.42664753299912594,3275,0,0,0
23,0.4460406026809044,3280,0,0,0
24,0.46543367236268285,3280,0,0,0
25,0.4848267420444613,3250,0,0,0
26,0.5042198117262398,3250,0,0,0
27,0.5236128814080182,3250,0,0,0
28,0.5430059510897967,3248,0,0,0
29,0.5623990207715751,3248,0,0,0
30,0.5817920904533536,3230,0,0,0
31,0.601185160135132,3230,0,0,0
32,0.6205782298169105,3230,0,0,0
33,0.6399712994986889,3260,0,0,0
34,0.6593643691804674,3260,0,0,0
35,0.6787574388622458,3223,0,0,0
36,0.6981505085440243,3223,0,0,0
37,0.7175435782258027,3223,0,0,0
38,0.7369366479075812,3224,0,0,0
39,0.7563297175893596,3224,0,0,0
40,0.7757227872711381,3216,0,0,0
41,0.7951158569529165,3216,0,0,0
42,0.814508926634695,3216,0,0,0
43,0.8339019963164734,3216,0,0,0
44,0.8532950659982519,3211,0,0,0
45,0.8726881356800303,3211,0,0,0
46,0.8920812053618088,3224,0,0,0
47,0.9114742750435872,3224,0,0,0
48,0.9308673447253657,3224,0,0,0
49,0.9502604144071441,3201,0,0,0
50,0.9696534840889226,3201,0,0,0
51,0.989046553770701,3206,0,0,0
52,1.0084396234524795,3206,0,0,0
53,1.027832693134258,3206,0,0,0
54,1.0472257628160364,3215,0,0,0
55,1.0666188324978148,3215,0,0,0
56,1.0860119021795933,3218,0,0,0
57,1.1054049718613719,3218,0,0,0
58,1.1247980415431502,3218,0,0,0
59,1.1441911112249286,3210,0,0,0
60,1.1635841809067071,3210,0,0,0
61,1.1829772505884857,3211,0,0,0
62,1.202370320270264,3211,0,0,0
63,1.2217633899520424,3198,0,0,0
64,1.241156459633821,3198,0,0,0
65,1.2605495293155995,3198,0,0,0
66,1.2799425989973778,3196,0,0,0
67,1.2993356686791562,3196,0,0,0
68,1.3187287383609347,3193,0,0,0
69,1.3381218080427133,3193,0,0,0
70,1.3575148777244916,3193,0,0,0
71,1.37690794740627,3230,0,0,0
72,1.3963010170880485,3230,0,0,0
73,1.415694086769827,3205,0,0,0
74,1.4350871564516055,3205,0,0,0
75,1.4544802261333838,3205,0,0,0
76,1.4738732958151624,3209,0,0,0
77,1.493266365496941,3209,0,0,0
78,1.5126594351787193,3198,0,0,0
79,1.5320525048604976,3198,0,0,0
80,1.5514455745422762,3198,0,0,0
81,1.5708386442240547,3214,0,0,0
82,1.590231713905833,3214,0,0,0
83,1.6096247835876114,3210,0,0,0
84,1.62901785326939,3210,0,0,0
85,1.6484109229511685,3210,0,0,0
86,1.6678039926329469,3204,0,0,0
87,1.6871970623147252,3204,0,0,0
88,1.7065901319965038,3198,0,0,0
89,1.7259832016782823,3198,0,0,0
90,1.7453762713600607,3198,0,0,0
91,1.764769341041839,3214,0,0,0
92,1.7841624107236176,3214,0,0,0
93,1.8035554804053961,3214,0,0,0
94,1.8229485500871745,3214,0,0,0
95,1.8423416197689528,3216,0,0,0
96,1.8617346894507314,3216,0,0,0
97,1.88112775913251,3216,0,0,0
98,1.9005208288142883,3216,0,0,0
99,1.9199138984960666,3216,0,0,0
100,1.9393069681778452,3220,0,0,0
101,1.9587000378596238,3220,0,0,0
102,1.978093107541402,3220,0,0,0
103,1.9974861772231804,3210,0,0,0
104,2.016879246904959,3210,0,0,0
105,2.0362723165867376,3220,0,0,0
106,2.055665386268516,3220,0,0,0
107,2.0750584559502943,3220,0,0,0
108,2.094451525632073,3206,0,0,0
109,2.1138445953138514,3206,0,0,0
110,2.1332376649956295,3220,0,0,0
111,2.152630734677408,3220,0,0,0
112,2.1720238043591866,3220,0,0,0
113,2.191416874040965,3210,0,0,0
114,2.2108099437227438,3210,0,0,0
115,2.230203013404522,3201,0,0,0
116,2.2495960830863004,3201,0,0,0
117,2.268989152768079,3201,0,0,0
118,2.288382222449857,3200,0,0,0
119,2.3077752921316357,3200,0,0,0
120,2.3271683618134142,3207,0,0,0
121,2.346561431495193,3207,0,0,0
122,2.3659545011769714,3207,0,0,0
123,2.3853475708587495,3187,0,0,0
124,2.404740640540528,3187,0,0,0
125,2.4241337102223066,3139,0,0,0
126,2.4435267799040847,3139,0,0,0
127,2.4629198495858633,3139,0,0,0
128,2.482312919267642,3083,0,0,0
129,2.5017059889494204,3083,0,0,0
130,2.521099058631199,3042,0,0,0
131,2.540492128312977,3042,0,0,0
132,2.5598851979947557,3042,0,0,0
133,2.5792782676765342,2998,0,0,0
134,2.5986713373583123,2998,0,0,0
135,2.618064407040091,2921,0,0,0
136,2.6374574767218695,2921,0,0,0
137,2.656850546403648,2921,0,0,0
138,2.6762436160854266,2801,0,0,0
139,2.6956366857672047,2801,0,0,0
140,2.7150297554489833,2704,0,0,0
141,2.734422825130762,2704,0,0,0
142,2.75381589481254,2704,0,0,0
143,2.7732089644943185,2559,0,0,0
144,2.792602034176097,2559,0,0,0
145,2.8119951038578757,2431,0,0,0
146,2.831388173539654,2431,0,0,0
147,2.8507812432214323,2431,0,0,0
148,2.870174312903211,2270,0,0,0
149,2.8895673825849895,2270,0,0,0
150,2.9089604522667676,2097,0,0,0
151,2.928353521948546,2097,0,0,0
152,2.9477465916303247,2097,0,0,0
153,2.9671396613121033,1882,0,0,0
154,2.986532730993882,1882,0,0,0
155,3.00592580067566,1654,0,0,0
156,3.0253188703574385,1654,0,0,0
157,3.044711940039217,1654,0,0,0
158,3.064105009720995,1422,0,0,0
159,3.0834980794027738,1422,0,0,0
160,3.1028911490845523,1187,0,0,0
161,3.122284218766331,1187,0,0,0
162,3.1416772884481095,1187,0,0,0
163,3.1610703581298876,1011,0,0,0
164,3.180463427811666,1011,0,0,0
165,3.1998564974934447,857,0,0,0
166,3.219249567175223,857,0,0,0
167,3.2386426368570014,740,0,0,0
168,3.25803570653878,740,0,0,0
169,3.2774287762205585,740,0,0,0
170,3.296821845902337,642,0,0,0
171,3.316214915584115,642,0,0,0
172,3.3356079852658937,561,0,0,0
173,3.3550010549476723,561,0,0,0
174,3.3743941246294504,561,0,0,0
175,3.393787194311229,486,0,0,0
176,3.4131802639930076,486,0,0,0
177,3.432573333674786,486,0,0,0
178,3.4519664033565647,429,0,0,0
179,3.471359473038343,429,0,0,0
180,3.4907525427201214,406,0,0,0
181,3.5101456124019,406,0,0,0
182,3.529538682083678,406,0,0,0
183,3.5489317517654566,406,0,0,0
184,3.568324821447235,406,0,0,0
185,3.5877178911290137,325,0,0,0
186,3.6071109608107923,325,0,0,0
187,3.6265040304925704,291,0,0,0
188,3.645897100174349,291,0,0,0
189,3.6652901698561275,291,0,0,0
190,3.6846832395379057,266,0,0,0
191,3.7040763092196842,266,0,0,0
192,3.723469378901463,248,0,0,0
193,3.7428624485832414,248,0,0,0
194,3.76225551826502,248,0,0,0
195,3.781648587946798,262,0,0,0
196,3.8010416576285766,262,0,0,0
197,3.820434727310355,244,0,0,0
198,3.8398277969921333,244,0,0,0
199,3.859220866673912,244,0,0,0
200,3.8786139363556904,227,0,0,0
201,3.898007006037469,227,0,0,0
202,3.9174000757192475,215,0,0,0
203,3.9367931454010257,215,0,0,0
204,3.956186215082804,215,0,0,0
205,3.9755792847645828,206,0,0,0
206,3.994972354446361,206,0,0,0
207,4.0143654241281395,197,0,0,0
208,4.033758493809918,197,0,0,0
209,4.053151563491697,197,0,0,0
210,4.072544633173475,191,0,0,0
211,4.091937702855254,191,0,0,0
212,4.111330772537032,185,0,0,0
213,4.13072384221881,185,0,0,0
214,4.1501169119005885,185,0,0,0
215,4.169509981582367,178,0,0,0
216,4.188903051264146,178,0,0,0
217,4.208296120945924,171,0,0,0
218,4.227689190627703,171,0,0,0
219,4.247082260309481,171,0,0,0
220,4.266475329991259,165,0,0,0
221,4.285868399673038,165,0,0,0
222,4.305261469354816,160,0,0,0
223,4.324654539036595,160,0,0,0
224,4.344047608718373,154,0,0,0
225,4.363440678400152,154,0,0,0
226,4.38283374808193,154,0,0,0
227,4.402226817763709,150,0,0,0
228,4.4216198874454875,150,0,0,0
229,4.441012957127265,146,0,0,0
230,4.460406026809044,146,0,0,0
231,4.479799096490822,146,0,0,0
232,4.499192166172601,143,0,0,0
233,4.518585235854379,143,0,0,0
234,4.537978305536158,139,0,0,0
235,4.557371375217937,139,0,0,0
236,4.576764444899714,139,0,0,0
237,4.596157514581493,136,0,0,0
238,4.615550584263271,136,0,0,0
239,4.63494365394505,133,0,0,0
240,4.6543367236268285,133,0,0,0
241,4.673729793308607,133,0,0,0
242,4.693122862990386,131,0,0,0
243,4.712515932672164,131,0,0,0
244,4.731909002353943,129,0,0,0
245,4.75130207203572,129,0,0,0
246,4.770695141717499,128,0,0,0
247,4.7900882113992775,128,0,0,0
248,4.809481281081056,128,0,0,0
249,4.828874350762835,127,0,0,0
250,4.848267420444613,127,0,0,0
251,4.867660490126392,128,0,0,0
252,4.8870535598081695,128,0,0,0
253,4.906446629489948,128,0,0,0
254,4.925839699171727,129,0,0,0
255,4.945232768853505,129,0,0,0
256,4.964625838535284,130,0,0,0
257,4.984018908217062,130,0,0,0
258,5.003411977898841,130,0,0,0
259,5.022805047580619,130,0,0,0
260,5.042198117262398,130,0,0,0
261,5.061591186944176,130,0,0,0
262,5.080984256625954,130,0,0,0
263,5.100377326307733,130,0,0,0
264,5.119770395989511,130,0,0,0
265,5.13916346567129,130,0,0,0
266,5.1585565353530685,131,0,0,0
267,5.177949605034847,131,0,0,0
268,5.197342674716625,134,0,0,0
