,tof1,tof2,tof3,tof4,speed,angle,timestamp,state,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y,z,yaw,pitch,roll
290,236.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03897,-0.04487,-1.14032,-0.07309,-0.13855,0.12791,1.22701,0.04264,0.0,-2.42,-4.34,-1.43
291,236.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01588,-0.0491,-0.92934,-0.1222,0.16241,0.02486,1.22658,0.05119,0.0,-2.39,-4.45,-1.39
292,235.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.09834,0.03778,-0.95955,0.05667,0.06586,-0.17099,1.22647,0.0591,0.0,-2.26,-4.42,-1.43
293,235.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02077,-0.14389,-1.04342,0.14468,-0.05435,0.01433,1.22633,0.06661,0.0,-2.44,-4.33,-1.42
294,235.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0135,-0.19715,-1.0553,-0.09523,-0.05516,0.12898,1.22627,0.07314,0.0,-2.53,-4.36,-1.25
295,235.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02341,-0.04007,-0.95837,-0.12176,0.10942,-0.0845,1.22606,0.07904,0.0,-2.41,-4.47,-1.24
296,235.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01551,0.00487,-0.98957,0.12947,-0.01242,-0.03553,1.22606,0.08489,0.0,-2.4,-4.41,-1.42
297,236.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0537,-0.04459,-1.01662,0.10181,-0.04579,0.12452,1.22596,0.09064,0.0,-2.42,-4.43,-1.27
298,236.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02667,0.11594,-1.0052,-0.12708,0.05509,0.03202,1.22565,0.09664,0.0,-2.42,-4.43,-1.27
299,228.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01918,0.18602,-1.0342,-0.17731,0.04245,-0.02109,1.22532,0.10366,0.0,-2.39,-4.42,-1.47
300,228.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04291,0.13563,-0.9589,0.07254,-0.03051,-0.01787,1.225,0.11135,0.0,-2.43,-4.43,-1.49
301,228.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03513,0.10431,-0.98035,0.06429,0.00802,0.04643,1.22469,0.11945,0.0,-2.39,-4.46,-1.36
302,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00558,0.1682,-1.00431,-0.14572,0.03897,-0.0889,1.22419,0.12807,0.0,-2.44,-4.41,-1.4
303,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04219,0.0324,-1.06543,0.13703,-0.03424,0.03237,1.22374,0.13672,0.0,-2.43,-4.41,-1.41
304,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00187,-0.02655,-0.89892,-0.00204,0.1148,0.03106,1.22329,0.14538,0.0,-2.39,-4.42,-1.33
305,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0557,0.04552,-1.0192,0.02117,0.08696,-0.10105,1.22311,0.15375,0.0,-2.39,-4.42,-1.33
306,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01903,-0.11449,-0.92316,-0.05962,0.06282,0.07541,1.22304,0.16189,0.0,-2.48,-4.43,-1.31
307,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01903,-0.11449,-0.92316,-0.05962,0.06282,0.07541,1.22281,0.16952,0.0,-2.4,-4.46,-1.27
308,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.05913,0.01251,-0.96087,-0.03081,0.00931,-0.04907,1.22303,0.17653,0.0,-2.43,-4.42,-1.33
309,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01321,-0.02458,-1.08224,-0.00247,-0.05259,-0.04694,1.2234,0.18357,0.0,-2.51,-4.42,-1.33
310,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.046,-0.07723,-1.00313,0.03584,-0.00974,0.13539,1.22371,0.19065,0.0,-2.43,-4.5,-1.26
311,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02014,0.0691,-0.93518,-0.16148,0.10643,-0.00351,1.22382,0.19759,0.0,-2.35,-4.47,-1.34
312,239.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00469,0.18101,-1.01842,0.04439,0.0399,-0.11039,1.22381,0.20521,0.0,-2.51,-4.4,-1.39
313,239.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.08254,-0.01026,-1.06567,0.02912,-0.07544,0.1427,1.2237,0.21356,0.0,-2.46,-4.46,-1.33
314,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.06281,0.06153,-0.94575,-0.08919,0.03081,0.11102,1.22319,0.22181,0.0,-2.26,-4.49,-1.34
315,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01755,0.21731,-0.96718,0.06276,-0.01361,-0.13232,1.22251,0.23054,0.0,-2.4,-4.43,-1.38
316,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02746,0.00826,-1.05379,-0.01148,-0.03969,0.03587,1.22223,0.23972,0.0,-2.43,-4.44,-1.31
317,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04779,0.00382,-0.99876,-0.14121,-0.00173,0.04732,1.22176,0.24882,0.0,-2.31,-4.46,-1.38
318,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.06763,0.04526,-0.98652,0.06572,0.0146,-0.12286,1.22117,0.25772,0.0,-2.41,-4.41,-1.33
319,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01304,-0.06294,-1.00442,0.02711,-0.04009,0.03726,1.2211,0.26651,0.0,-2.44,-4.44,-1.18
320,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01031,-0.05341,-1.02887,-0.21311,0.08018,0.06484,1.22111,0.27485,0.0,-2.3,-4.42,-1.43
321,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.06143,0.00057,-0.98175,0.17548,-0.00283,-0.12295,1.22138,0.28274,0.0,-2.39,-4.39,-1.46
322,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00975,-0.02896,-0.9833,-0.01005,0.03801,0.00458,1.22186,0.29064,0.0,-2.46,-4.44,-1.28
323,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04402,-0.01935,-1.06885,-0.21906,-0.01812,0.05834,1.22227,0.29842,0.0,-2.33,-4.48,-1.48
324,239.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01673,0.07394,-0.99099,0.06081,0.06366,-0.10736,1.22261,0.30623,0.0,-2.43,-4.46,-1.53
325,239.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02041,0.03047,-0.93316,0.10034,-0.06503,0.0523,1.22297,0.31456,0.0,-2.45,-4.47,-1.35
326,239.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.07822,0.03362,-1.09793,-0.09957,-0.12477,0.08752,1.22304,0.32305,0.0,-2.34,-4.49,-1.43
327,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0114,0.13573,-0.99729,0.05355,0.03835,-0.09274,1.22269,0.33193,0.0,-2.41,-4.47,-1.52
328,241.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.07417,0.0057,-1.13681,-0.13245,-0.06689,0.12136,1.22249,0.34116,0.0,-2.47,-4.42,-1.42
329,243.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00582,0.03596,-1.02876,0.07755,-0.09625,-0.00567,1.22225,0.35007,0.0,-2.4,-4.43,-1.47
330,243.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0543,0.03083,-0.81537,-0.03068,0.05952,-0.07477,1.22188,0.35895,0.0,-2.36,-4.44,-1.49
331,242.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02789,-0.02265,-1.18495,-0.16325,-0.04202,0.09552,1.22179,0.36791,0.0,-2.44,-4.33,-1.36
332,242.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00987,-0.01269,-1.03745,0.12587,-0.10522,-0.02248,1.22193,0.37667,0.0,-2.41,-4.36,-1.38
333,242.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.05231,0.00168,-0.81701,-0.0301,0.08363,-0.01625,1.22215,0.38553,0.0,-2.38,-4.38,-1.4
334,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02621,-0.03235,-1.18926,-0.15438,-0.0763,0.13279,1.22277,0.40266,0.0,-2.44,-4.32,-1.35
335,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02146,0.02048,-1.01017,0.12255,-0.13252,-0.09412,1.2232,0.41123,0.0,-2.36,-4.37,-1.37
336,240.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02573,0.05601,-0.82142,-0.06259,0.08732,-0.0448,1.2236,0.41979,0.0,-2.35,-4.4,-1.33
337,247.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.06794,-0.02345,-1.175,-0.17272,-0.02184,0.11716,1.2236,0.41979,0.0,-2.46,-4.34,-1.29
338,247.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03243,0.03764,-1.02765,0.06699,-0.10639,-0.04857,1.22442,0.43741,0.0,-2.41,-4.38,-1.34
339,267.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00144,0.06041,-0.82575,-0.04127,0.08496,0.00757,1.22457,0.44635,0.0,-2.39,-4.44,-1.33
340,267.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.06339,0.00173,-1.1465,-0.02924,-0.05738,0.05921,1.22495,0.45542,0.0,-2.43,-4.36,-1.33
341,267.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03383,0.05905,-0.99634,-0.06671,0.00741,-0.04814,1.22485,0.46443,0.0,-2.39,-4.38,-1.26
342,2014.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01522,0.06182,-0.90532,0.0799,-0.02018,-0.01275,1.22465,0.47371,0.0,-2.4,-4.42,-1.23
343,2014.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03624,-0.04354,-1.12774,0.02435,0.02504,0.06602,1.22472,0.48302,0.0,-2.45,-4.36,-1.27
344,2452.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0123,-0.00507,-0.93228,-0.10669,0.02956,0.03112,1.22455,0.49215,0.0,-2.42,-4.39,-1.21
345,2452.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03367,0.07672,-0.96775,0.02588,0.00367,-0.04308,1.22452,0.50128,0.0,-2.36,-4.39,-1.19
346,2452.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01052,-0.07277,-1.10202,0.05434,-0.00712,0.04663,1.22471,0.51046,0.0,-2.4,-4.34,-1.25
347,2507.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00334,0.00447,-0.92422,-0.20329,0.0735,-0.00421,1.22501,0.51933,0.0,-2.39,-4.32,-1.17
348,2507.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02212,0.05926,-1.04684,-0.055,0.01512,-0.04545,1.22554,0.52832,0.0,-2.36,-4.35,-1.18
349,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03173,-0.07968,-1.04369,0.10178,-0.07266,0.10469,1.2261,0.53738,0.0,-2.44,-4.34,-1.22
350,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01179,0.0759,-0.91716,-0.13358,0.14682,-0.03671,1.22635,0.54622,0.0,-2.38,-4.41,-1.12
351,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00154,0.06946,-1.03285,0.0682,0.08119,-0.05152,1.22666,0.55548,0.0,-2.36,-4.38,-1.14
352,2515.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.07134,-0.07068,-1.02961,0.06026,0.07008,0.11134,1.22701,0.5649,0.0,-2.47,-4.35,-1.13
353,2515.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01718,0.09882,-0.9223,-0.01351,0.01154,-0.07975,1.22695,0.57414,0.0,-2.39,-4.4,-1.1
354,2515.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00782,0.04883,-1.05736,0.08199,-0.05447,-0.06721,1.22698,0.58357,0.0,-2.38,-4.35,-1.22
355,2515.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01063,0.09506,-0.96543,-0.07837,0.00784,-0.04367,1.22698,0.58357,0.0,-2.48,-4.33,-1.15
356,2512.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02883,-0.01363,-1.05528,0.06934,-0.06001,-0.00798,1.22689,0.60248,0.0,-2.39,-4.35,-1.25
357,2512.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02607,-0.01499,-0.96804,-0.10902,-0.04154,0.02249,1.22679,0.61212,0.0,-2.46,-4.31,-1.14
358,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03939,0.05462,-0.9923,0.06165,0.14909,-0.05212,1.22691,0.62164,0.0,-2.37,-4.32,-1.23
359,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04044,-0.05799,-1.00426,-0.00295,-0.01674,0.07571,1.22694,0.63097,0.0,-2.41,-4.3,-1.33
360,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01024,0.05014,-1.02974,0.0235,-0.05981,-0.04793,1.22743,0.64052,0.0,-2.4,-4.28,-1.24
361,2522.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0381,0.02027,-0.98643,0.18555,0.05391,-0.04832,1.22796,0.64989,0.0,-2.38,-4.31,-1.29
362,2522.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03712,-0.08373,-1.00168,-0.04661,-0.00685,0.13839,1.22848,0.65921,0.0,-2.47,-4.29,-1.23
363,2522.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02117,0.12568,-0.99796,-0.07758,0.01297,-0.10992,1.22947,0.67751,0.0,-2.38,-4.32,-1.16
364,2522.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00294,-0.00905,-1.00078,0.16121,0.09566,0.00854,1.22985,0.68705,0.0,-2.42,-4.31,-1.33
365,2522.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.07605,-0.04195,-0.99641,0.01906,-0.06066,0.1051,1.23007,0.69649,0.0,-2.47,-4.28,-1.26
366,2514.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00368,0.13145,-1.03457,0.00289,-0.03113,-0.09419,1.23008,0.70613,0.0,-2.32,-4.32,-1.25
367,2514.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00096,-0.01515,-0.97675,0.07221,-0.05488,0.01666,1.23008,0.71606,0.0,-2.4,-4.33,-1.33
368,2519.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05012,0.0361,-0.98634,-0.14868,0.01665,0.00066,1.23006,0.72589,0.0,-2.43,-4.28,-1.21
369,2519.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0096,0.05341,-1.05832,0.15727,0.04977,-0.07415,1.23008,0.73581,0.0,-2.36,-4.31,-1.29
370,2519.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00966,-0.07246,-0.92045,-0.11546,-0.01306,0.09602,1.23021,0.74557,0.0,-2.44,-4.33,-1.29
371,2512.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02079,0.01519,-1.125,-0.10376,-0.0735,0.01843,1.23048,0.75507,0.0,-2.43,-4.3,-1.2
372,2512.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04481,0.03251,-0.93659,0.11914,0.04443,-0.07624,1.23073,0.7647,0.0,-2.37,-4.36,-1.27
373,2512.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01658,-0.02676,-0.93613,0.0374,-0.00993,0.04457,1.23128,0.77426,0.0,-2.46,-4.36,-1.18
374,2512.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02657,0.02737,-1.11984,0.11546,-0.03026,-0.01762,1.23191,0.78382,0.0,-2.44,-4.29,-1.16
375,2507.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04685,-0.0138,-0.92354,0.09709,0.10649,0.00201,1.23245,0.79345,0.0,-2.42,-4.38,-1.17
376,2507.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03628,0.02871,-0.99698,-0.18609,-0.02398,0.01738,1.23312,0.80298,0.0,-2.46,-4.33,-1.05
377,2507.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00229,0.05702,-1.05041,0.03778,0.0182,-0.04225,1.23359,0.81258,0.0,-2.45,-4.37,-1.19
378,2510.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00221,-0.05159,-0.93412,0.00721,0.01896,0.08277,1.23416,0.82221,0.0,-2.42,-4.33,-1.04
379,2510.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05122,0.08285,-1.04009,-0.06834,-0.00235,-0.03635,1.23437,0.8317,0.0,-2.4,-4.34,-1.15
380,2519.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01208,0.02483,-1.04348,0.19069,-0.00796,-0.00814,1.23472,0.84169,0.0,-2.45,-4.36,-1.12
381,2519.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02288,-0.02082,-0.93017,0.06124,-0.09964,0.03133,1.23505,0.85173,0.0,-2.41,-4.35,-1.1
382,2519.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01899,0.06186,-1.09267,0.02754,-0.02763,-0.06667,1.2353,0.86153,0.0,-2.45,-4.35,-1.06
383,2510.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01494,-0.02221,-0.92997,0.07721,0.10023,0.0125,1.23563,0.87147,0.0,-2.47,-4.34,-0.95
