,tof1,tof2,tof3,tof4,speed,angle,timestamp,state,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y,z,yaw,pitch,roll
1314,3206.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02193,0.16037,-1.13635,-0.01388,-0.01267,-0.07288,0.61026,1.13001,0.0,6.83,-5.46,-1.45
1315,3206.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04988,-0.05928,-0.96392,0.00064,0.07389,0.02322,0.59996,1.12926,0.0,6.81,-5.48,-1.41
1316,3206.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02102,0.00539,-0.94116,-0.03016,0.04233,0.03016,0.58973,1.12785,0.0,6.86,-5.45,-1.42
1317,3206.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.06463,0.02051,-1.10721,-0.01048,-0.08029,-0.01463,0.57984,1.1267,0.0,6.86,-5.44,-1.48
1318,3206.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.07269,-0.01481,-0.90685,-0.18429,0.06912,-0.01916,0.57036,1.12544,0.0,6.82,-5.45,-1.47
1319,3248.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.07727,0.01221,-1.09439,-0.17147,0.08137,0.03814,0.56115,1.12436,0.0,6.82,-5.44,-1.53
1320,3248.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0475,-0.04382,-0.98323,0.15368,-0.02607,0.03761,0.55232,1.12321,0.0,6.88,-5.48,-1.46
1321,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04107,0.04144,-0.93519,-0.1165,0.06833,-0.03812,0.54358,1.1218,0.0,6.85,-5.45,-1.47
1322,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00769,0.05203,-1.10489,-0.20736,0.04418,-0.0585,0.53485,1.12075,0.0,6.75,-5.46,-1.6
1323,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.08461,-0.06822,-0.9221,0.18652,0.0145,0.05199,0.52602,1.11974,0.0,6.76,-5.51,-1.52
1324,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.09683,0.00233,-0.95959,-0.0503,0.08133,0.04786,0.51681,1.1184,0.0,6.84,-5.47,-1.52
1325,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.09135,0.10075,-1.1497,-0.04886,-0.10066,-0.05138,0.49722,1.11596,0.0,6.76,-5.5,-1.63
1326,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.12416,-0.08594,-0.9022,0.03659,0.02093,0.10606,0.48687,1.11432,0.0,6.81,-5.51,-1.53
1327,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.06075,0.04642,-0.96164,-0.21308,0.08719,-0.03592,0.47633,1.11304,0.0,6.89,-5.45,-1.55
1328,3245.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02204,0.07664,-1.10321,-0.09349,-0.01812,-0.09306,0.46597,1.11197,0.0,6.77,-5.48,-1.65
1329,3333.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01853,-0.09381,-0.86667,-0.12516,0.07689,0.04921,0.45581,1.11027,0.0,6.77,-5.41,-1.63
1330,3333.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02285,0.00328,-1.14193,-0.15994,-0.03363,0.06939,0.44594,1.10888,0.0,6.84,-5.32,-1.68
1331,3340.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04985,0.0167,-0.92259,0.15646,0.11368,-0.01977,0.43635,1.10748,0.0,6.85,-5.36,-1.62
1332,3340.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.10098,0.06112,-0.94794,0.08103,0.13292,-0.04718,0.42732,1.10657,0.0,6.79,-5.27,-1.65
1333,3340.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04563,-0.00604,-1.15171,0.04672,-0.13608,0.0465,0.41832,1.10519,0.0,6.82,-5.35,-1.72
1334,3401.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04235,-0.04329,-0.90113,-0.00055,-0.03535,0.01501,0.40952,1.10384,0.0,6.83,-5.38,-1.57
1335,3401.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04015,0.08261,-1.02993,-0.09868,-0.05042,0.00435,0.40062,1.10282,0.0,6.84,-5.32,-1.67
1336,3393.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03332,-0.01873,-1.05805,0.17984,-0.1018,0.01523,0.39141,1.1014,0.0,6.87,-5.45,-1.54
1337,3393.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05186,-0.04762,-0.93501,0.0134,-0.02374,0.05367,0.38185,1.10004,0.0,6.85,-5.42,-1.7
1338,3393.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.06486,0.12806,-1.05801,-0.26775,-0.01964,-0.09336,0.37201,1.09883,0.0,6.78,-5.45,-1.73
1339,3420.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.10347,-0.00053,-0.97145,0.15759,0.04234,-0.02864,0.36174,1.09758,0.0,6.86,-5.4,-1.61
1340,3420.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.09653,-0.08276,-0.95682,0.08767,0.1105,0.10696,0.35127,1.09586,0.0,6.85,-5.41,-1.66
1341,3456.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05028,0.08153,-1.07563,0.01533,-0.06455,-0.04802,0.34071,1.09448,0.0,6.76,-5.39,-1.55
1342,3456.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02951,-0.03306,-0.96206,0.04997,0.03866,-0.03664,0.33024,1.09282,0.0,6.84,-5.3,-1.6
1343,3456.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00324,-0.00873,-0.98201,-0.05328,-0.0541,0.06073,0.31994,1.09133,0.0,6.87,-5.36,-1.63
1344,3480.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01528,0.01996,-1.05031,0.22109,-0.03437,-0.0061,0.30981,1.08965,0.0,6.88,-5.32,-1.57
1345,3480.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.09287,-0.01904,-0.95579,0.02458,0.14628,0.03196,0.30031,1.08825,0.0,6.86,-5.32,-1.74
1346,3508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.07629,0.0888,-1.04184,-0.09587,-0.01974,-0.03583,0.29093,1.08703,0.0,6.8,-5.4,-1.67
1347,3508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.05262,-0.04241,-1.02222,0.16681,-0.09771,-0.04379,0.28177,1.08555,0.0,6.76,-5.4,-1.6
1348,3520.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02914,0.0248,-0.99768,0.01539,0.03606,0.04254,0.27272,1.08434,0.0,6.77,-5.49,-1.64
1349,3520.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02914,0.0248,-0.99768,0.01539,0.03606,0.04254,0.26339,1.08297,0.0,6.85,-5.56,-1.54
1350,3520.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05835,0.06013,-0.97443,-0.02088,-0.0476,-0.00211,0.25379,1.08134,0.0,6.92,-5.55,-1.59
1351,3558.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05835,0.06013,-0.97443,-0.02088,-0.0476,-0.00211,0.24384,1.08016,0.0,6.8,-5.56,-1.61
1352,3558.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.09968,-0.06724,-1.06874,0.02208,-0.0084,0.09467,0.23346,1.07887,0.0,6.85,-5.58,-1.54
1353,3589.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.08313,0.06516,-0.8814,-0.05153,0.12899,-0.05416,0.22276,1.07733,0.0,6.87,-5.59,-1.65
1354,3589.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02673,0.00873,-1.0683,0.09523,0.13892,-0.04803,0.21215,1.07591,0.0,6.79,-5.59,-1.58
1355,3589.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01086,0.0044,-0.9611,-0.30887,-0.01093,0.04911,0.20148,1.07425,0.0,6.82,-5.56,-1.66
1356,3607.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00131,-0.01486,-1.04629,-0.154,-0.0613,0.00332,0.19104,1.07265,0.0,6.83,-5.59,-1.71
1357,3607.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.10031,0.01195,-1.03704,-0.07653,0.04374,0.00881,0.18079,1.07105,0.0,6.83,-5.54,-1.65
1358,3613.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.13125,0.0599,-0.90046,0.03626,0.01928,0.02788,0.17136,1.0697,0.0,6.85,-5.46,-1.77
1359,3613.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.18957,-0.03748,-1.06961,0.0475,-0.01129,0.0129,0.16273,1.06846,0.0,6.87,-5.46,-1.72
1360,3613.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.23997,0.06599,-1.0559,-0.14143,0.01438,0.02901,0.15492,1.06717,0.0,6.88,-5.45,-1.74
1361,3633.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.22759,0.0555,-0.93874,0.07901,-0.01627,-0.05718,0.14842,1.06632,0.0,6.85,-5.4,-1.85
1362,3633.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.16048,-0.06383,-0.9816,0.06855,-0.13206,0.04851,0.14258,1.06554,0.0,6.86,-5.46,-1.7
1363,3655.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.11996,0.05453,-1.1016,-0.05024,-0.11471,-0.03078,0.13705,1.06459,0.0,6.86,-5.59,-1.65
1364,3655.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.07261,0.0295,-0.99944,-0.06143,0.00487,-0.06142,0.13178,1.06406,0.0,6.8,-5.64,-1.69
1365,3655.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04221,-0.00212,-0.91987,-0.08397,0.01097,-0.04473,0.1266,1.06352,0.0,6.73,-5.67,-1.79
1366,3680.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.13699,-0.00024,-1.01177,0.03343,-0.01009,-0.00545,0.12102,1.06265,0.0,6.71,-5.74,-1.74
1367,3680.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.139,-0.03782,-1.042,0.09205,-0.011,0.09074,0.11457,1.06175,0.0,6.77,-5.78,-1.66
1368,3680.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.10283,0.03358,-1.00749,0.00368,0.02213,0.01931,0.10761,1.06065,0.0,6.82,-5.8,-1.64
1369,3691.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03888,0.06058,-0.92626,-0.12387,0.08632,-0.01306,0.10038,1.05963,0.0,6.78,-5.78,-1.73
1370,3691.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00181,-0.03459,-0.96417,-0.08327,0.11285,0.10176,0.09326,1.05889,0.0,6.83,-5.68,-1.72
1371,3686.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.11871,-0.01773,-1.10014,0.04112,0.0809,0.10266,0.08667,1.05821,0.0,6.97,-5.53,-1.69
1372,3686.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.23492,0.11378,-1.04167,0.00662,-0.01075,-0.08011,0.08104,1.05737,0.0,6.93,-5.53,-1.69
1373,3686.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.26348,0.00984,-0.95083,-0.01846,0.01029,-0.04053,0.0767,1.05708,0.0,6.85,-5.54,-1.68
1374,3721.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.21989,-0.04476,-0.96072,-0.06522,0.08062,0.01696,0.07364,1.05659,0.0,6.85,-5.5,-1.74
1375,3721.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.18026,0.00318,-0.99788,0.02679,0.02173,-0.02255,0.07138,1.05598,0.0,6.81,-5.44,-1.75
1376,3680.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.13501,-0.00205,-1.0587,-0.00062,-0.0953,0.02174,0.06966,1.05548,0.0,6.85,-5.5,-1.72
1377,3680.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.06961,0.06589,-1.02627,-0.02403,-0.12227,-0.04106,0.068,1.05535,0.0,6.8,-5.66,-1.73
1378,3713.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01078,0.02586,-0.9888,-0.00645,0.01928,0.02566,0.06642,1.05531,0.0,6.8,-5.66,-1.73
1379,3713.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02597,0.01531,-0.98358,0.02042,0.04983,0.0324,0.06497,1.05523,0.0,6.84,-5.65,-1.72
1380,3713.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00826,0.01231,-1.01175,-0.00243,-0.01119,0.04612,0.06358,1.05506,0.0,6.87,-5.68,-1.72
1381,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01287,-0.00996,-1.00149,-0.00641,-0.00913,0.05678,0.06108,1.05464,0.0,6.93,-5.68,-1.72
1382,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02201,0.02698,-1.00035,-0.0057,-0.00558,0.02622,0.05994,1.0545,0.0,6.97,-5.68,-1.72
1383,3730.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0132,0.01641,-1.00159,-0.00108,0.00719,0.00966,0.05994,1.0545,0.0,6.98,-5.69,-1.72
1384,3730.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0193,0.00679,-1.00372,-0.00516,0.00818,-0.0027,0.05796,1.05439,0.0,6.97,-5.69,-1.72
1385,3722.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02912,0.01401,-1.00203,-0.00124,0.00572,-0.01621,0.05723,1.05427,0.0,6.95,-5.69,-1.71
1386,3722.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01933,0.01185,-1.00364,-0.00266,0.00317,-0.00725,0.05665,1.05409,0.0,6.93,-5.69,-1.71
1387,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0144,0.01284,-1.00264,-0.00755,0.00801,-0.00046,0.05617,1.05403,0.0,6.92,-5.69,-1.7
1388,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00591,0.01036,-1.00416,-0.00561,0.00829,0.0048,0.05577,1.05404,0.0,6.92,-5.69,-1.7
1389,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00322,0.01354,-1.00297,-0.00748,0.00766,0.00274,0.05537,1.05411,0.0,6.92,-5.69,-1.7
1390,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00078,0.0121,-1.00071,-0.00685,0.00684,0.00635,0.05506,1.0542,0.0,6.91,-5.69,-1.7
1391,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00215,0.00877,-1.00197,-0.00892,0.00552,0.00695,0.05478,1.05429,0.0,6.91,-5.69,-1.7
1392,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00474,0.01268,-1.00274,-0.00425,0.00674,0.00906,0.05461,1.05436,0.0,6.91,-5.69,-1.71
1393,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00642,0.01273,-1.00269,-0.00757,0.00929,0.00626,0.05443,1.05441,0.0,6.91,-5.69,-1.71
1394,3725.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00761,0.01092,-1.0051,-0.0071,0.0067,0.0087,0.05426,1.05437,0.0,6.91,-5.69,-1.71
1395,3723.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00796,0.01227,-1.00346,-0.00635,0.00768,0.00947,0.05418,1.05432,0.0,6.92,-5.68,-1.71
1396,3723.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01021,0.01287,-1.00024,-0.00635,0.00692,0.00612,0.05413,1.05431,0.0,6.92,-5.68,-1.71
1397,3716.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01042,0.01345,-1.00214,-0.00715,0.00586,0.00624,0.05412,1.05432,0.0,6.92,-5.68,-1.71
1398,3716.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01089,0.01188,-1.00312,-0.00526,0.00545,0.00739,0.05412,1.05438,0.0,6.92,-5.68,-1.71
1399,3716.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01125,0.01261,-1.00422,-0.00807,0.00649,0.00529,0.05406,1.05438,0.0,6.92,-5.68,-1.71
1400,3708.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01231,0.01181,-1.00441,-0.00595,0.00829,0.0089,0.05395,1.05438,0.0,6.92,-5.68,-1.71
1401,3708.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0134,0.01238,-1.00279,-0.00403,0.00626,0.00628,0.05385,1.0543,0.0,6.92,-5.68,-1.71
1402,3726.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01395,0.01108,-1.00378,-0.00753,0.00745,0.00699,0.05374,1.05423,0.0,6.92,-5.68,-1.71
1403,3726.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01452,0.01324,-1.00328,-0.00555,0.00891,0.00464,0.05363,1.05416,0.0,6.92,-5.68,-1.71
1404,3726.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01498,0.01098,-1.00091,-0.00638,0.00578,0.00672,0.05354,1.05408,0.0,6.92,-5.68,-1.71
1405,3706.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01501,0.01284,-1.00245,-0.00691,0.00595,0.00371,0.05347,1.05403,0.0,6.92,-5.68,-1.71
1406,3706.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01586,0.012,-1.00376,-0.00655,0.00768,0.00778,0.05338,1.05403,0.0,6.92,-5.68,-1.71
1407,3723.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.016,0.01329,-1.00377,-0.00664,0.00725,0.00563,0.05336,1.05397,0.0,6.92,-5.68,-1.71
