,not_importance\distance_(speed 1.5),not_importance\distance_(speed 1.5),not_importance\distance_(speed 1.5),not_importance\distance_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\position_(speed 1.5),not_importance\position_(speed 1.5),not_importance\position_(speed 1.5),not_importance\Attitude_(speed 1.5),not_importance\Attitude_(speed 1.5),not_importance\Attitude_(speed 1.5)
,tof1,tof2,tof3,tof4,speed,angle,timestamp,state,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y,z,yaw,pitch,roll
237,136.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02396,0.00797,-1.00157,-0.01095,0.01594,0.01195,1.24332,-0.04674,0.0,-2.51,-5.8,-0.18
238,136.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02197,0.01028,-1.0028,-0.01171,0.01533,0.01419,1.24428,-0.04695,0.0,-2.51,-5.79,-0.18
239,133.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02013,0.00797,-1.0042,-0.01651,0.01436,0.00758,1.24531,-0.04704,0.0,-2.51,-5.78,-0.19
240,133.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01969,0.01036,-1.00073,-0.01541,0.01651,0.00313,1.24637,-0.04707,0.0,-2.5,-5.77,-0.2
241,133.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01993,0.01219,-1.00151,-0.01348,0.01524,0.00979,1.24731,-0.04711,0.0,-2.5,-5.76,-0.21
242,131.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01917,0.01165,-1.00046,-0.00991,0.01255,0.0094,1.24818,-0.0471,0.0,-2.5,-5.75,-0.22
243,131.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02073,0.00928,-1.00026,-0.00689,0.01826,0.01188,1.24901,-0.04711,0.0,-2.5,-5.75,-0.23
244,129.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02441,0.00918,-1.00459,-0.01281,0.01118,0.01236,1.2498,-0.04711,0.0,-2.5,-5.74,-0.23
245,129.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04257,-0.00114,-1.00254,-0.00781,0.01116,0.02961,1.25056,-0.04711,0.0,-2.49,-5.73,-0.24
246,128.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04539,-0.00393,-1.00299,-0.00545,0.00826,0.04287,1.25118,-0.04717,0.0,-2.48,-5.73,-0.25
247,128.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04499,-0.00096,-1.00145,-0.00509,0.0096,0.0485,1.25175,-0.04728,0.0,-2.46,-5.73,-0.25
248,128.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04171,0.01054,-1.00341,-0.00345,0.01067,0.05262,1.25224,-0.04736,0.0,-2.42,-5.73,-0.26
249,127.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03799,0.01375,-1.00136,-0.00189,0.00724,0.04797,1.2525,-0.04752,0.0,-2.32,-5.72,-0.27
250,127.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03482,0.01571,-1.00083,-0.00319,0.00897,0.04379,1.25285,-0.04774,0.0,-2.27,-5.72,-0.27
251,128.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02784,0.02292,-1.00098,-0.00198,0.00925,0.03236,1.25287,-0.04787,0.0,-2.23,-5.72,-0.27
252,128.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01944,0.03269,-1.00293,-0.00166,0.00559,0.01036,1.25274,-0.04793,0.0,-2.2,-5.72,-0.27
253,128.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01335,0.02785,-1.00121,-0.00539,0.0071,-0.00428,1.25257,-0.04802,0.0,-2.18,-5.72,-0.27
254,129.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01296,0.00406,-1.00309,-0.0085,0.00655,0.00323,1.25234,-0.04812,0.0,-2.2,-5.72,-0.26
255,129.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01131,0.00122,-1.00493,-0.0065,0.00484,0.0121,1.25212,-0.04801,0.0,-2.2,-5.72,-0.26
256,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00722,0.01612,-1.00363,-0.00856,0.00577,0.00473,1.25194,-0.04799,0.0,-2.2,-5.72,-0.26
257,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00668,0.0126,-1.0036,-0.00755,0.00562,0.00344,1.25169,-0.04801,0.0,-2.19,-5.72,-0.27
258,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00809,0.00396,-1.00275,-0.00928,0.00464,0.00956,1.25145,-0.0481,0.0,-2.2,-5.73,-0.27
259,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00593,0.01158,-0.99857,-0.00933,0.00728,0.00953,1.2512,-0.04809,0.0,-2.2,-5.73,-0.27
260,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00479,0.01434,-1.00137,-0.00468,0.00657,0.0033,1.25096,-0.04815,0.0,-2.2,-5.73,-0.27
261,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00456,0.00865,-1.00408,-0.00733,0.00763,0.00831,1.25069,-0.04822,0.0,-2.2,-5.73,-0.27
262,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00616,0.01013,-1.00204,-0.0077,0.00495,0.0093,1.25048,-0.04832,0.0,-2.2,-5.74,-0.27
263,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00424,0.01202,-1.00054,-0.00329,0.00606,0.00769,1.25033,-0.04833,0.0,-2.2,-5.74,-0.27
264,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0019,0.01199,-1.00417,-0.00752,0.00434,0.0045,1.25022,-0.04841,0.0,-2.2,-5.74,-0.27
265,130.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03874,0.04252,-1.00526,-0.00994,-0.01518,-0.0219,1.25009,-0.04848,0.0,-2.2,-5.74,-0.27
266,131.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.08376,0.17089,-1.02041,-0.05162,-0.01571,0.05337,1.24997,-0.04851,0.0,-2.22,-5.76,-0.27
267,131.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.07804,0.21968,-1.02506,0.00969,0.00569,0.07379,1.2498,-0.04845,0.0,-2.14,-5.76,-0.43
268,134.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03077,0.28261,-1.00145,-0.11627,0.00994,0.03942,1.24872,-0.04678,0.0,-2.07,-5.77,-0.42
269,134.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03122,0.34994,-0.93005,-0.09843,0.04753,-0.1041,1.24771,-0.04444,0.0,-2.07,-5.77,-0.42
270,134.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04608,0.275,-1.07085,-0.10958,-0.08288,-0.00951,1.24771,-0.04444,0.0,-2.08,-5.81,-0.53
271,138.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01752,0.24361,-1.03417,-0.03185,-0.02574,-0.03376,1.24564,-0.03366,0.0,-2.11,-5.82,-0.57
272,138.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.03047,0.24174,-0.8748,-0.02659,0.07185,-0.13726,1.24534,-0.02521,0.0,-2.12,-5.84,-0.53
273,142.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.03236,0.137,-1.06818,-0.01617,0.02901,-0.01939,1.24519,-0.01584,0.0,-2.23,-5.79,-0.53
274,142.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00306,0.02952,-1.06886,-0.00427,-0.05169,0.06327,1.24539,-0.00626,0.0,-2.23,-5.79,-0.53
275,142.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02111,0.15312,-0.93193,-0.10223,0.06448,-0.03514,1.24539,-0.00626,0.0,-2.28,-5.81,-0.39
276,144.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.06805,0.13111,-1.01517,0.12703,0.00148,0.00594,1.24515,0.01263,0.0,-2.26,-5.8,-0.48
277,144.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.04131,0.09919,-1.03022,-0.10645,-0.00559,0.04522,1.24497,0.02191,0.0,-2.28,-5.78,-0.42
278,146.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.03632,0.2414,-0.98478,-0.09863,0.04493,-0.03268,1.24491,0.03156,0.0,-2.28,-5.82,-0.33
279,146.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00633,0.1102,-1.01772,0.15715,0.00273,0.07192,1.24558,0.04176,0.0,-2.29,-5.81,-0.48
280,145.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00476,0.2172,-0.98392,0.07038,-0.10059,0.02669,1.24586,0.05252,0.0,-2.25,-5.83,-0.42
281,145.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02575,0.26592,-1.03672,-0.0887,-0.00171,-0.02015,1.24688,0.06428,0.0,-2.17,-5.83,-0.37
282,145.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0333,0.21369,-0.94876,0.02922,0.08643,-0.06549,1.24757,0.07657,0.0,-2.23,-5.85,-0.41
283,147.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03802,0.1471,-1.01873,-0.23344,0.02712,0.09539,1.24758,0.09008,0.0,-2.24,-5.84,-0.39
284,147.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03679,0.2158,-0.99611,-0.11811,0.0467,-0.06443,1.2476,0.10447,0.0,-2.24,-5.81,-0.41
285,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01993,0.12693,-1.02803,0.02308,0.00153,0.08728,1.24789,0.11934,0.0,-2.24,-5.8,-0.38
286,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00343,0.20674,-0.99174,0.13554,0.02897,-0.01905,1.24784,0.13517,0.0,-2.16,-5.79,-0.46
287,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0235,0.19277,-0.99892,0.14396,0.04925,-0.03355,1.24772,0.15137,0.0,-2.2,-5.77,-0.41
288,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00159,0.10214,-0.98274,-0.13959,0.1255,0.08553,1.24762,0.16836,0.0,-2.2,-5.76,-0.45
289,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02643,0.1804,-1.04772,-0.13335,-0.08215,0.00753,1.2479,0.18573,0.0,-2.19,-5.76,-0.56
290,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00295,0.19404,-0.99755,-0.05706,-0.02786,-0.06943,1.24875,0.20439,0.0,-2.21,-5.79,-0.48
291,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01309,0.16665,-0.96464,0.24797,-0.0953,0.0229,1.24946,0.22274,0.0,-2.23,-5.81,-0.44
292,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01373,0.14367,-1.00404,0.06334,0.12587,0.0221,1.25008,0.24186,0.0,-2.22,-5.8,-0.45
293,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0172,0.13359,-1.01718,-0.18131,0.04684,0.07008,1.25096,0.26225,0.0,-2.26,-5.8,-0.5
294,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01368,0.15565,-1.01622,-0.15864,-0.05711,-0.01162,1.25229,0.28381,0.0,-2.29,-5.9,-0.5
295,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02374,0.18373,-1.01152,0.11413,-0.06428,-0.06476,1.25399,0.30596,0.0,-2.28,-5.86,-0.49
296,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01972,0.18615,-0.97703,0.11687,-0.15069,-0.01721,1.25521,0.32804,0.0,-2.29,-5.83,-0.42
297,149.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02179,0.22912,-0.94601,0.05688,0.00839,-0.02535,1.25644,0.35051,0.0,-2.24,-5.84,-0.41
298,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03982,0.14935,-0.90491,0.38193,0.29894,0.03709,1.25716,0.37354,0.0,-2.28,-5.8,-0.5
299,148.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01835,0.20028,-0.98682,0.31202,0.11984,-0.03098,1.25808,0.39788,0.0,-2.26,-5.68,-0.47
300,164.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04169,0.12799,-1.04162,0.46712,0.02166,0.14803,1.25929,0.42338,0.0,-2.33,-5.67,-0.36
301,164.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00168,0.16474,-0.90499,0.4361,0.14431,0.05203,1.26057,0.44933,0.0,-2.22,-5.71,-0.32
302,164.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.011,0.16111,-0.95731,0.58241,0.08319,0.05022,1.26137,0.4754,0.0,-2.17,-5.69,-0.32
303,2452.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00907,0.15341,-0.96228,0.52828,0.10066,0.01149,1.26165,0.50176,0.0,-2.14,-5.67,-0.27
304,2452.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02154,0.13958,-1.01931,0.29557,-0.12025,-0.02036,1.2628,0.52884,0.0,-2.15,-5.7,-0.18
305,2464.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02329,0.12831,-0.98152,0.22572,-0.29055,-0.06459,1.26481,0.5565,0.0,-2.14,-5.7,-0.15
306,2464.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00575,0.0878,-0.95143,0.10315,-0.19974,-0.05308,1.26581,0.58442,0.0,-2.19,-5.74,-0.07
307,2464.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0041,-0.02831,-1.00456,0.16532,-0.17716,-0.00977,1.26802,0.61285,0.0,-2.22,-5.73,-0.08
308,2480.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01287,-0.12885,-0.97453,0.02178,-0.11821,0.01388,1.26925,0.64054,0.0,-2.24,-5.68,-0.08
309,2480.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0119,-0.18715,-0.96438,0.1297,0.05591,-0.12371,1.27136,0.6677,0.0,-2.26,-5.62,-0.06
310,2475.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04837,-0.26942,-0.96063,0.00295,0.34603,-0.08812,1.2733,0.69341,0.0,-2.37,-5.58,-0.09
311,2475.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0483,-0.36238,-1.04014,0.04685,0.07897,0.00838,1.27471,0.71753,0.0,-2.45,-5.59,-0.19
312,2475.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03321,-0.29793,-1.03506,0.07348,-0.22859,0.07408,1.27633,0.73963,0.0,-2.43,-5.65,-0.21
313,2489.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.05102,-0.26091,-0.9717,0.089,0.08387,-0.02145,1.27796,0.75942,0.0,-2.45,-5.62,-0.2
314,2489.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02617,-0.24565,-1.03074,-0.10805,0.20331,0.12157,1.27893,0.77667,0.0,-2.38,-5.61,-0.17
315,2481.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02186,-0.11856,-1.0133,-0.04235,-0.20501,0.00165,1.27987,0.79314,0.0,-2.3,-5.68,-0.2
316,2481.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01152,-0.0883,-0.95161,0.20222,-0.06805,-0.00054,1.27991,0.80891,0.0,-2.27,-5.66,-0.21
317,2481.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01646,-0.0745,-1.03305,-0.15459,0.1448,0.03419,1.28046,0.82434,0.0,-2.23,-5.61,-0.19
318,2478.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0384,-0.04457,-1.07425,-0.078,-0.15848,-0.01987,1.2805,0.84028,0.0,-2.25,-5.68,-0.26
319,2478.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0226,-0.0726,-0.92494,0.19208,-0.04984,0.00485,1.28095,0.85638,0.0,-2.25,-5.7,-0.18
320,2477.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01513,-0.13361,-1.06072,-0.18267,-0.01596,0.02506,1.28143,0.87208,0.0,-2.23,-5.63,-0.14
321,2477.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01634,-0.12806,-0.97736,-0.04697,-0.03369,-0.04896,1.28183,0.88801,0.0,-2.24,-5.71,-0.15
322,2477.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04672,-0.23148,-1.05382,0.04341,0.06877,0.07802,1.28245,0.90343,0.0,-2.24,-5.68,-0.15
323,2492.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00155,-0.13748,-0.91734,0.17231,0.01527,-0.05761,1.28343,0.91832,0.0,-2.17,-5.78,-0.17
324,2492.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.04233,-0.22552,-1.05458,0.02879,0.09133,0.01624,1.28403,0.93241,0.0,-2.23,-5.73,-0.12
325,2491.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03094,-0.15954,-0.97796,0.18732,-0.06488,0.00016,1.28429,0.94532,0.0,-2.27,-5.74,-0.12
326,2491.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03046,-0.19416,-0.994,-0.00941,4e-05,0.03497,1.28488,0.95764,0.0,-2.28,-5.79,-0.05
327,2491.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01198,-0.06448,-0.97604,0.05566,0.14878,-0.03931,1.28487,0.9691,0.0,-2.28,-5.78,0.01
328,2498.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00214,-0.05527,-1.02988,0.02811,0.05003,0.09831,1.28491,0.98014,0.0,-2.22,-5.77,-0.08
