,not_importance\distance_(speed 1.5),not_importance\distance_(speed 1.5),not_importance\distance_(speed 1.5),not_importance\distance_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\esc_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\imu_(speed 1.5),not_importance\position_(speed 1.5),not_importance\position_(speed 1.5),not_importance\position_(speed 1.5),not_importance\Attitude_(speed 1.5),not_importance\Attitude_(speed 1.5),not_importance\Attitude_(speed 1.5)
,tof1,tof2,tof3,tof4,speed,angle,timestamp,state,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y,z,yaw,pitch,roll
1006,2777.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.14932,-0.01861,-1.02434,-0.1642,0.18033,0.03923,1.17063,1.2124,0.0,1.58,-7.53,0.69
1007,2777.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.15672,0.01099,-1.01447,-0.20875,-0.05099,0.03058,1.15355,1.21208,0.0,1.59,-7.52,0.7
1008,2777.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.15048,-0.00037,-1.00432,0.03118,-0.19298,0.03037,1.13609,1.21149,0.0,1.52,-7.48,0.68
1009,2777.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.14989,0.03134,-0.96153,0.21804,0.20713,-0.01103,1.11788,1.21117,0.0,1.52,-7.44,0.59
1010,2884.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.17859,0.0055,-0.98119,0.2508,0.1335,0.02353,1.09907,1.21094,0.0,1.54,-7.39,0.55
1011,2884.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.19322,-0.01361,-1.09008,0.45814,-0.19272,0.04813,1.08002,1.2097,0.0,1.55,-7.39,0.53
1012,2944.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.19101,-0.01922,-0.99407,-0.00196,-0.05348,0.05815,1.06027,1.20924,0.0,1.55,-7.41,0.47
1013,2944.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.20949,0.01522,-1.00201,-0.32642,-0.06539,-0.01287,1.03999,1.20899,0.0,1.55,-7.43,0.51
1014,2944.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.21615,0.02305,-1.06125,-0.35234,-0.10636,0.00256,1.01981,1.20895,0.0,1.61,-7.43,0.63
1015,3018.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.20144,-0.01524,-1.02779,-0.25575,-0.14928,-0.01492,0.99933,1.20822,0.0,1.58,-7.41,0.7
1016,3018.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.13279,0.03372,-1.09402,-0.28386,-0.2356,-0.05443,0.97798,1.20726,0.0,1.58,-7.44,0.67
1017,3059.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.10749,0.0085,-1.01402,-0.26788,-0.14339,0.01195,0.95554,1.20593,0.0,1.62,-7.59,0.73
1018,3059.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.10351,-0.05197,-1.03381,-0.34203,0.20364,0.03671,0.93206,1.20449,0.0,1.65,-7.64,0.81
1019,3146.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.09036,-0.0431,-1.01146,-0.50856,0.08191,0.03418,0.90844,1.20361,0.0,1.64,-7.71,0.9
1020,3146.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.07012,-0.02158,-1.0735,-0.49677,0.08817,-0.01788,0.88417,1.2034,0.0,1.62,-7.72,0.89
1021,3146.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00423,-0.00055,-0.97563,-0.45034,0.16685,-0.01787,0.8584,1.20314,0.0,1.61,-7.74,0.89
1022,3196.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.09099,-0.02697,-0.99315,-0.3964,0.31889,0.02072,0.80449,1.20102,0.0,1.68,-7.73,0.82
1023,3196.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.23241,-0.02508,-1.01583,-0.37988,0.29471,0.08145,0.77701,1.20077,0.0,1.66,-7.68,0.69
1024,3282.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.31708,-0.01045,-1.05747,-0.31265,0.07169,0.07498,0.74979,1.19964,0.0,1.66,-7.6,0.61
1025,3282.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.30704,-0.02111,-1.06212,-0.15111,0.02343,0.09391,0.72225,1.19888,0.0,1.69,-7.52,0.5
1026,3282.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.31234,0.01569,-1.00181,0.06051,-0.20308,0.06111,0.69431,1.19759,0.0,1.67,-7.53,0.51
1027,3342.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.3208,0.1111,-0.91941,0.38758,-0.00562,-0.01462,0.66664,1.19692,0.0,1.62,-7.45,0.51
1028,3342.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.27856,0.03125,-1.00526,-0.01576,0.07563,-0.07538,0.63925,1.19613,0.0,1.63,-7.32,0.45
1029,3384.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.22451,-0.00489,-1.03793,-0.11924,0.01298,-0.01139,0.61318,1.19467,0.0,1.66,-7.18,0.39
1030,3384.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.18442,0.04235,-0.9938,-0.00707,0.1342,-0.0307,0.58957,1.19262,0.0,1.71,-7.09,0.37
1031,3418.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.12057,0.01749,-0.98079,0.27113,-0.19027,-0.09257,0.56801,1.18988,0.0,1.8,-7.12,0.39
1032,3418.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.05496,-0.03035,-1.02292,-0.29848,0.06631,-0.02821,0.54867,1.18846,0.0,1.88,-7.2,0.5
1033,3418.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.06295,0.00663,-0.98789,-0.08152,0.14245,-0.01115,0.53062,1.18794,0.0,1.85,-7.15,0.49
1034,3477.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.06568,0.00361,-0.99356,0.12489,-0.05519,-0.00503,0.51288,1.18785,0.0,1.81,-7.18,0.32
1035,3477.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.06642,-0.02725,-1.06112,-0.4397,0.00945,-0.00441,0.49574,1.18835,0.0,1.78,-7.26,0.4
1036,3504.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.17597,0.03024,-1.03799,0.09479,0.16759,0.03435,0.47906,1.18818,0.0,1.68,-7.27,0.49
1037,3504.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.19092,-0.01562,-0.90236,0.44714,-0.07014,0.02025,0.46235,1.18813,0.0,1.62,-7.31,0.48
1038,3504.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.22352,0.03248,-1.08244,-0.07972,-0.06856,0.00127,0.44529,1.18769,0.0,1.56,-7.34,0.44
1039,3569.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.27394,0.0935,-0.94878,-0.01645,-0.0435,-0.04257,0.42834,1.18723,0.0,1.51,-7.31,0.5
1040,3574.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.25812,0.08201,-0.95022,0.10261,-0.16075,-0.04955,0.41137,1.18694,0.0,1.51,-7.32,0.47
1041,3574.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.12107,0.04456,-0.89136,-0.19143,0.02686,-0.04367,0.39435,1.18611,0.0,1.53,-7.33,0.38
1042,3596.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.05034,0.00478,-1.11501,0.04986,0.00281,0.03625,0.37791,1.18574,0.0,1.5,-7.29,0.44
1043,3596.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00807,-0.05236,-0.92299,-0.08892,-0.09053,-0.00023,0.36239,1.18517,0.0,1.55,-7.26,0.48
1044,3596.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.02658,0.08554,-1.0867,-0.06295,-0.00968,-0.01603,0.348,1.18443,0.0,1.57,-7.34,0.58
1045,3627.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03495,-0.03513,-0.95764,0.12983,-0.13136,0.00053,0.33485,1.18376,0.0,1.5,-7.32,0.49
1046,3627.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.03638,-0.01021,-0.92383,-0.21237,0.12837,0.09383,0.30118,1.18264,0.0,1.55,-7.37,0.51
1047,3667.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.04134,0.01509,-1.08243,-0.01528,0.04928,0.04736,0.29108,1.18233,0.0,1.5,-7.58,0.48
1048,3667.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.11834,-0.02033,-0.9362,-0.00174,0.01004,-0.0056,0.28106,1.1823,0.0,1.5,-7.62,0.45
1049,3667.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.19925,0.09144,-1.06645,-0.11979,0.04524,0.01251,0.27097,1.18204,0.0,1.5,-7.76,0.61
1050,3692.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.19807,-0.06875,-0.9846,0.167,0.08752,0.10211,0.26062,1.18171,0.0,1.48,-7.77,0.56
1051,3711.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.24677,-0.02356,-0.96952,-0.00335,0.00896,0.05759,0.25003,1.18166,0.0,1.45,-7.82,0.67
1052,3711.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.29135,0.08935,-1.03597,-0.25939,0.01646,0.03472,0.23933,1.1814,0.0,1.52,-7.79,0.62
1053,3711.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.18751,-0.02328,-0.94513,0.06913,-0.00089,0.0859,0.22873,1.18096,0.0,1.58,-7.75,0.54
1054,3714.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.11622,0.03079,-1.02678,0.02895,-0.12419,-0.01699,0.21867,1.18078,0.0,1.58,-7.81,0.63
1055,3714.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00343,0.02737,-1.05144,-0.04448,-0.05121,-0.0191,0.20928,1.18044,0.0,1.57,-7.73,0.48
1056,3714.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.09083,-0.0176,-0.97626,-0.02921,-0.02274,-0.02059,0.20127,1.18061,0.0,1.63,-7.6,0.48
1057,3751.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.15362,0.05366,-0.97085,-0.06045,0.0211,-0.13113,0.19441,1.18009,0.0,1.71,-7.57,0.59
1058,3751.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.19563,0.01824,-1.0421,0.01226,-0.01967,-0.09546,0.18859,1.17966,0.0,1.75,-7.57,0.37
1059,3747.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.20024,-0.06099,-0.97587,0.13304,-0.00843,-0.06245,0.18414,1.17961,0.0,1.8,-7.54,0.33
1060,3747.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.14748,-0.03085,-1.01278,-0.01462,-0.00645,-0.00905,0.18055,1.17956,0.0,1.91,-7.58,0.41
1061,3747.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0724,0.02841,-0.98754,-0.1358,0.10094,-0.00225,0.17722,1.17942,0.0,1.94,-7.66,0.49
1062,3766.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0554,0.02736,-0.96619,-0.06812,0.06337,0.0462,0.174,1.17941,0.0,1.88,-7.78,0.49
1063,3766.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.14001,-0.01553,-1.01607,0.09946,0.06565,0.08346,0.17052,1.17936,0.0,1.87,-7.81,0.45
1064,3761.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.24125,-0.00726,-0.98546,0.00314,0.08323,0.09827,0.16653,1.1792,0.0,1.74,-7.81,0.42
1065,3761.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.30203,0.08439,-1.08123,-0.05212,0.02945,0.04755,0.16159,1.17932,0.0,1.57,-7.8,0.4
1066,3791.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.28325,0.04741,-0.97789,0.03502,-0.07617,-0.04422,0.1557,1.17903,0.0,1.48,-7.82,0.51
1067,3791.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.07782,0.03709,-0.98598,-0.05748,-0.12365,-0.04936,0.149,1.17832,0.0,1.45,-7.84,0.59
1068,3791.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.01074,0.05829,-1.00878,-0.08175,0.05303,-0.07688,0.14206,1.17769,0.0,1.44,-7.82,0.5
1069,3785.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0031,-0.02824,-1.00361,0.05379,-0.0027,0.00464,0.13515,1.1774,0.0,1.46,-7.73,0.4
1070,3785.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00256,2e-05,-1.01244,-0.01736,-0.02982,-0.01324,0.12905,1.17699,0.0,1.54,-7.66,0.4
1071,3785.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02969,0.00465,-1.01106,0.00883,-0.02188,-0.00248,0.12393,1.17642,0.0,1.66,-7.57,0.49
1072,3785.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0047,-0.04223,-0.98584,0.02122,0.01458,0.05466,0.12025,1.17599,0.0,1.71,-7.54,0.45
1073,3785.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.0105,0.01727,-0.99148,0.03679,0.00537,0.03042,0.11819,1.17572,0.0,1.69,-7.55,0.44
1074,3793.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00466,0.00981,-1.00188,0.02436,0.00218,0.06933,0.11649,1.17571,0.0,1.6,-7.73,0.42
1075,3793.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01544,0.01338,-1.01673,0.00415,0.00098,0.04537,0.11458,1.17598,0.0,1.53,-7.72,0.3
1076,3801.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02339,0.04075,-1.01257,-0.01433,-0.00614,0.00911,0.11267,1.17637,0.0,1.49,-7.7,0.33
1077,3801.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.02058,0.01514,-0.99922,-0.00314,0.00034,0.01367,0.11081,1.17643,0.0,1.48,-7.73,0.36
1078,3796.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01166,0.00778,-1.00242,-0.0053,-0.00531,0.01902,0.10895,1.17651,0.0,1.45,-7.75,0.35
1079,3796.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00671,-0.00011,-1.00122,-0.00624,-0.00303,0.0285,0.10717,1.17637,0.0,1.49,-7.75,0.37
1080,3796.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00348,0.01589,-1.00063,-0.01385,-0.00189,0.01789,0.10544,1.17609,0.0,1.52,-7.76,0.41
1081,3822.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0076,0.01384,-1.00001,-0.01782,0.01312,0.00733,0.10368,1.17587,0.0,1.57,-7.75,0.46
1082,3822.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01015,0.00808,-1.00391,-0.02515,0.01389,0.00915,0.10197,1.17571,0.0,1.63,-7.74,0.48
1083,3807.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00957,0.01514,-1.00341,-0.02561,0.01523,0.00257,0.10033,1.17561,0.0,1.63,-7.75,0.48
1084,3807.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00587,0.0185,-0.99922,-0.02521,0.0183,-0.00131,0.09884,1.17554,0.0,1.64,-7.76,0.48
1085,3807.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00083,0.02,-1.00167,-0.0323,0.01906,-0.01954,0.09755,1.17549,0.0,1.64,-7.78,0.49
1086,3811.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00374,0.02296,-1.00159,-0.03785,0.02115,-0.03183,0.09636,1.17545,0.0,1.67,-7.79,0.49
1087,3811.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",-0.00387,-0.00403,-0.99896,0.0033,0.01489,0.00213,0.09518,1.17534,0.0,1.68,-7.8,0.48
1088,3813.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00566,-0.02341,-1.01313,-0.00939,0.00221,0.02354,0.0941,1.17533,0.0,1.68,-7.8,0.47
1089,3813.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.0152,0.00181,-1.00836,-0.00798,0.00606,0.01796,0.09313,1.17534,0.0,1.68,-7.79,0.46
1090,3813.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01474,0.03246,-0.99923,-0.0099,0.00216,0.0062,0.09222,1.17534,0.0,1.68,-7.78,0.44
1091,3814.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01146,0.02772,-1.001,-0.00293,0.00678,0.00013,0.09134,1.17525,0.0,1.67,-7.77,0.42
1092,3814.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01054,0.00504,-1.00316,-0.00568,0.00253,0.00063,0.09065,1.17504,0.0,1.64,-7.76,0.4
1093,3819.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01099,0.00464,-1.00258,-0.00524,0.00641,0.01052,0.08993,1.17494,0.0,1.6,-7.75,0.37
1094,3819.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01028,0.01524,-1.00285,-0.00645,0.00877,0.00751,0.08829,1.17485,0.0,1.52,-7.73,0.36
1095,3819.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.01194,0.02029,-1.00278,-0.00743,0.00804,0.00134,0.08751,1.17481,0.0,1.53,-7.73,0.36
1096,3818.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00978,0.00967,-1.00163,-0.00485,0.00636,0.00357,0.08679,1.17462,0.0,1.54,-7.74,0.36
1097,3818.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00428,0.00786,-1.00117,-0.00657,0.009,0.0097,0.08626,1.17446,0.0,1.54,-7.74,0.36
1098,3829.0,0.0,0.0,0.0,"[-3, -3, -7, -3]","[21963, 29237, 3500, 23988]","[2245800, 2245801, 2245803, 2245798]","[0, 0, 0, 0]",0.00205,0.01565,-1.00225,-0.00454,0.00871,0.00566,0.08586,1.17439,0.0,1.53,-7.75,0.36
